,Simpson
sd_FHD,0.5387274909963986
X50thPerc_plot,0.5190396158463385
meanH_plot,0.5001200480192077
X25thPerc_plot,0.4956062424969988
sd_VDRpeak,0.49512605042016805
Cover1p5m_plot,0.48561824729891956
cscore_plot,0.48473852177880095
mean_VDRpeak,0.48292917166866745
X100thPerc_plot,0.4805282112845138
cv_herbh,0.4737094837935174
sd_cvHgrasslayer,0.47322929171668665
Cover0p5m_plot,0.4638175270108043
sd_cscore,0.462953181272509
horzcover_woody,0.45680672268907563
propMultiLayer,0.4562304921968788
cv_cscore,0.44643457382953183
X75thPerc_plot,0.4421128451380552
sd_nlayers,0.4410564225690276
X98thPerc_plot,0.4368307322929172
sd_CD_AboveG,0.43654261704681874
mean_cvpeakh,0.43490996398559423
horzcover_shrub,0.4342376950780312
mean_CD_AboveG,0.4263625450180072
mean_stdpeakh,0.42607442977190874
Cover0p25m_plot,0.4251140456182473
mean_nlayers,0.4239615846338535
mean_gapsize,0.4212725090036014
mean_maxpeakh,0.41032412965186077
cv_nlayers,0.4048499399759904
mean_maxH,0.4020648259303721
mean_cscore,0.40177671068427373
sd_maxH,0.4001440576230492
stdH_plot,0.3995678271308523
mean_meanpeakh,0.39418967587034814
sd_maxpeakh,0.3898679471788715
sd_meanpeakh,0.3893877551020408
horzcover_tree,0.3888115246098439
sd_cvpeakh,0.38804321728691477
sd_gapsize,0.38765906362545016
sd_stdpeakh,0.3835294117647059
mean_sdH,0.3797839135654262
FHD_plot,0.3763265306122449
sd_CD_G,0.3628811524609844
sd_sdH,0.35596638655462187
sd_sdH_vegtype_grass,0.35241296518607446
mean_sdH_vegtype_shrub,0.34127250900360145
sd_sdH_vegtype_woody,0.34031212484994
sd_sdHgrasslayer,0.32830732292917164
mean_FHD,0.325906362545018
sd_maxHgrasslayer,0.3236974789915966
mean_cvHgrasslayer,0.31582232893157264
sd_herbh,0.2929651860744298
sd_sdH_vegtype_tree,0.29153061224489796
stdpeakh_plot,0.29146356315246874
sd_cvH_vegtype_grass,0.28797118847539016
mean_cvH,0.28316926770708284
mean_PAI_AboveG,0.27222088835534214
sd_PAI_AboveG,0.26991596638655463
sd_CD_AboveGgrasslayer,0.2696278511404562
maxpeakh_plot,0.2597621968820328
mean_CD_AboveGgrasslayer,0.2584873949579832
gapsize_plot,0.2566484998234925
mean_sdH_vegtype_woody,0.25176470588235295
sd_CD_Ggrasslayer,0.2500360144057623
VDRpeak_plot,0.24172130111214138
mean_sdH_vegtype_tree,0.23785714285714285
meanpeakh_plot,0.23371197203016406
sd_VDR,0.2289075630252101
mean_sdH_vegtype_grass,0.2254501800720288
mean_sdHgrasslayer,0.22516206482593037
mean_maxHgrasslayer,0.2243937575030012
nlayers_plot,0.21454610182972317
cv_VDR,0.21085234093637456
Cover0p05m_plot,0.20729891956782714
mean_CD_G,0.20460984393757503
sd_PAI_G,0.18463385354141656
mean_PAI_G,0.17743097238895558
mean_herbh,0.17512605042016807
mean_cvH_vegtype_grass,0.165906362545018
Y,0.1634093637454982
mean_CD_Ggrasslayer,0.16148859543817526
cv_ptoh,0.15707082833133254
herbh_plot,0.15322929171668667
sd_sdH_vegtype_shrub,0.13478991596638656
sd_cvH,0.1104921968787515
cv_maxHgrasslayer,0.10684273709483794
Cover0p0m_plot,0.09973589435774309
sd_cvH_vegtype_tree,0.07642857142857143
X,0.05565426170468187
mean_cvH_tree,0.034081632653061224
cvpeakh_plot,0.015608116332930029
sd_ptoh,0.005906362545018007
mean_ptoh,-0.0182953181272509
cv_CD_Ggrasslayer,-0.08907563025210084
VDR_plot,-0.10095294988280185
cv_FHD,-0.10252100840336134
sd_cvH_vegtype_shrub,-0.11270108043217288
horzcover_ground,-0.1173109243697479
cv_CD_G,-0.18050420168067227
sd_cvH_vegtype_woody,-0.18386554621848739
ptoh_plot,-0.18617046818727492
cv_meanpeakh,-0.1894357743097239
horzcover_grass,-0.1987515006002401
mean_VDR,-0.2363985594237695
cv_CD_AboveGgrasslayer,-0.24677070828331332
mean_cvH_vegtype_shrub,-0.3083313325330132
cv_maxH,-0.31812725090036015
mean_cvH_vegtype_woody,-0.3346458583433373
cv_maxpeakh,-0.3506842737094838
cv_CD_AboveG,-0.39150060024009603
cv_stdpeakh,-0.45968787515006004
cv_VDRpeak,-0.4642016806722689
cv_cvpeakh,-0.4642016806722689
cv_gapsize,-0.46573829531812727
