,logRichness
mean_cvH_tree,0.4199239875220951
X,0.40890374993986267
mean_PAI_G,0.4064975845288949
sd_PAI_G,0.39340804469323026
mean_sdH_vegtype_tree,0.39307118153569476
mean_CD_Ggrasslayer,0.3896063033439012
mean_maxHgrasslayer,0.38335027327538496
herbh_plot,0.3824359304192172
sd_cvH_vegtype_tree,0.37925979207673977
mean_herbh,0.37324437854932035
mean_PAI_AboveG,0.36289786728215895
Y,0.35572749435747497
sd_PAI_AboveG,0.34581409286428777
mean_CD_G,0.3441779003848297
mean_sdHgrasslayer,0.3418198582820813
horzcover_grass,0.3361894312204167
sd_CD_AboveGgrasslayer,0.33503447182315216
mean_CD_AboveGgrasslayer,0.33493822520671346
mean_cvH_vegtype_grass,0.3347938552820554
Cover0p05m_plot,0.325265440254623
sd_sdH_vegtype_woody,0.3170844778573326
sd_sdH_vegtype_tree,0.31583327184362936
sd_CD_Ggrasslayer,0.3027918553161841
sd_herbh,0.3018775124600163
X100thPerc_plot,0.2879217530764033
Cover0p0m_plot,0.2875367666106484
cscore_plot,0.2866784267446578
mean_cvHgrasslayer,0.2803182703777451
sd_cvH_vegtype_woody,0.27964454406267414
sd_maxHgrasslayer,0.25245487491873836
mean_sdH_vegtype_woody,0.24533262530227373
mean_sdH_vegtype_grass,0.2412902674118479
sd_sdHgrasslayer,0.21973102532957667
X98thPerc_plot,0.21251252909667337
sd_sdH_vegtype_shrub,0.19653559076784738
stdH_plot,0.18806588852124084
cv_cscore,0.18537098326095694
mean_cvH_vegtype_woody,0.1787299667266859
sd_CD_AboveG,0.16968278478144708
sd_cvH_vegtype_shrub,0.1659772900485567
sd_CD_G,0.15924002689784697
sd_sdH,0.1530321201375501
mean_cvH,0.14052006000051773
mean_FHD,0.12829673971280145
horzcover_shrub,0.12136698332921428
sd_gapsize,0.1167952690483755
mean_sdH_vegtype_shrub,0.10500505853463345
maxpeakh_plot,0.10495260507843722
sd_meanpeakh,0.10433133221956246
gapsize_plot,0.09441742484987237
sd_maxpeakh,0.09292610817157525
stdpeakh_plot,0.09291145239847488
mean_CD_AboveG,0.09191551869896877
sd_maxH,0.09003870967841392
sd_stdpeakh,0.08806565404142035
FHD_plot,0.08676632471949776
cv_nlayers,0.08513013224003967
meanpeakh_plot,0.08340968668636625
mean_meanpeakh,0.08286833675372997
horzcover_tree,0.07834474578111056
Cover0p25m_plot,0.0760348269865815
mean_maxpeakh,0.07468737435643956
mean_gapsize,0.07444675781534278
mean_sdH,0.07406177134958793
mean_stdpeakh,0.0737730315002718
mean_VDRpeak,0.07146311270574274
propMultiLayer,0.06886445406189755
Cover1p5m_plot,0.06588080895229752
sd_cvpeakh,0.06559206910298139
mean_maxH,0.06188657437009102
sd_nlayers,0.06183845106187166
horzcover_woody,0.05967290219200067
sd_cscore,0.059239792418026474
mean_cvpeakh,0.057459230013910324
sd_VDRpeak,0.05659301046596193
Cover0p5m_plot,0.056448640541303864
mean_nlayers,0.05105883002073606
cv_herbh,0.047738321753600536
mean_cscore,0.04085668867823272
mean_cvH_vegtype_shrub,0.03257947966450359
cv_meanpeakh,0.027526532301471278
sd_FHD,0.025553476664477708
cv_VDR,0.022184845089122832
X25thPerc_plot,0.012319566904154977
sd_sdH_vegtype_grass,0.0050529473630323155
X50thPerc_plot,0.003657371424671009
sd_cvH,-0.0064966466096129764
meanH_plot,-0.00866219547948397
VDRpeak_plot,-0.011361739131114925
sd_cvHgrasslayer,-0.013426402993200151
nlayers_plot,-0.020024920076460288
cv_maxH,-0.028633368390516452
cv_ptoh,-0.0308470405686068
cv_maxpeakh,-0.03224261650696811
cv_gapsize,-0.053080008965948985
cv_stdpeakh,-0.05640051723308451
cv_CD_AboveG,-0.06660265857558785
sd_VDR,-0.06809448113038787
cv_VDRpeak,-0.07035627661669756
cv_cvpeakh,-0.07521673074685246
X75thPerc_plot,-0.08537074878113644
cvpeakh_plot,-0.1112048989847031
ptoh_plot,-0.1668435095965051
sd_cvH_vegtype_grass,-0.1798849261239504
sd_ptoh,-0.20928826744597656
VDR_plot,-0.2358472394241099
mean_VDR,-0.24254147342555113
cv_maxHgrasslayer,-0.28248381924761606
cv_FHD,-0.32343675454228754
cv_CD_G,-0.3239179876244811
cv_CD_AboveGgrasslayer,-0.33527508836424896
horzcover_ground,-0.3671327184054622
mean_ptoh,-0.37151193945342353
cv_CD_Ggrasslayer,-0.39836474543982386
