,Correlation,pvalue
X100thPerc_plot,0.5226890756302521,0.00032216664043685934
cscore_plot,0.5224760497434456,0.0003916609507476268
X98thPerc_plot,0.4133013205282113,0.0004968139449996076
maxpeakh_plot,0.40904745702771567,0.006507367449407761
gapsize_plot,0.40611117612926234,0.006241591617649298
stdpeakh_plot,0.39932751480735845,0.007647069373554294
sd_CD_G,0.3960144057623049,9.713066922443585e-06
sd_maxHgrasslayer,0.394765906362545,0.00014823047283679718
sd_CD_AboveG,0.39255702280912363,1.0713396259565104e-05
mean_VDRpeak,0.39015606242497,0.017812511624403924
mean_sdH_vegtype_shrub,0.3881392557022809,0.0002686894650804615
sd_VDRpeak,0.3872749099639856,0.0001312871510445788
sd_PAI_AboveG,0.3860264105642257,0.00029970308600516145
propMultiLayer,0.38199279711884754,0.016036022912242147
sd_FHD,0.3815126050420168,0.0005138427634954095
mean_PAI_AboveG,0.38036014405762303,0.002564531127260283
sd_sdHgrasslayer,0.3794957983193277,0.0001474854319847901
horzcover_woody,0.3782472989195678,0.009841758736120714
horzcover_shrub,0.3771908763505402,0.0015212145172468798
sd_herbh,0.37623049219687876,0.00017023517348577026
sd_CD_AboveGgrasslayer,0.3720048019207683,0.00020547269852032402
Cover1p5m_plot,0.3717166866746699,0.01643030827867183
mean_gapsize,0.3717166866746699,0.021714686155736157
sd_gapsize,0.3713325330132053,0.0001776197110517205
mean_cvHgrasslayer,0.3705642256902761,0.0001721392446238382
X25thPerc_plot,0.36979591836734693,0.36724594806240857
mean_stdpeakh,0.3686434573829532,0.030581116745377487
sd_cscore,0.3676830732292917,0.0014558946967931311
sd_PAI_G,0.3675870348139256,0.0001745566462420106
mean_cvpeakh,0.36701080432172867,0.014784000317246464
mean_maxHgrasslayer,0.36278511404561825,0.0013487267207750822
mean_CD_AboveGgrasslayer,0.3603841536614646,0.002179463115626988
Cover0p5m_plot,0.35990396158463384,0.004509919903259322
Cover0p25m_plot,0.35923169267707084,0.002133533776064463
mean_meanpeakh,0.35903961584633853,0.017262944712990683
mean_maxpeakh,0.35798319327731093,0.024414298167685203
mean_CD_AboveG,0.3576950780312125,0.0023945847604057817
sd_maxpeakh,0.3565426170468187,0.0005020981100965965
sd_meanpeakh,0.3552941176470588,0.0004746610156509603
sd_maxH,0.3551020408163265,0.00047981204993620993
sd_CD_Ggrasslayer,0.35375750300120046,8.371605165655177e-05
horzcover_tree,0.35116446578631455,0.07064258114656846
X50thPerc_plot,0.35116446578631455,0.24389510573400958
mean_sdH_vegtype_grass,0.3506842737094838,0.00042359697710359344
sd_cvpeakh,0.3494357743097239,8.096376174067869e-05
sd_stdpeakh,0.34914765906362544,0.0003136019714410624
sd_nlayers,0.34866746698679474,0.00336181846493775
mean_sdHgrasslayer,0.347515006002401,0.0010042265156177403
FHD_plot,0.3471308523409364,0.00037994482398074096
mean_maxH,0.34703481392557023,0.019534378153199916
mean_nlayers,0.34319327731092436,0.025982994464592436
cv_herbh,0.34319327731092436,0.00454381996714278
mean_PAI_G,0.34319327731092436,0.004010239660094305
stdH_plot,0.34108043217286915,0.0008430327976472958
sd_sdH,0.34069627851140455,0.0005834733288806937
meanpeakh_plot,0.3396906543480274,0.03720861458280312
sd_sdH_vegtype_grass,0.33541416566626653,0.014586642454124235
Cover0p05m_plot,0.3351260504201681,0.0005463176013328586
