,Correlation,pvalue
X,0.40890374993986267,0.004494422322010361
Y,0.35572749435747497,0.010925666342385225
mean_PAI_G,0.34167548835742323,0.00856550025351981
sd_PAI_G,0.3307996206998489,0.004300636233414961
mean_CD_Ggrasslayer,0.31751758763130683,0.010275720540261206
mean_PAI_AboveG,0.31607388838472616,0.011715107180576199
cv_cscore,0.31150217410388736,0.012225878313267463
sd_PAI_AboveG,0.3110209410216938,0.005895604862561003
mean_maxHgrasslayer,0.3087110222271648,0.008890556962580355
mean_CD_AboveGgrasslayer,0.29903823727507434,0.011983806810237745
sd_sdH_vegtype_shrub,0.2947552628435517,0.01558531645099064
mean_herbh,0.29263783728190007,0.009122377387373901
cvpeakh_plot,0.2917103924745603,0.08816155189599773
sd_CD_AboveGgrasslayer,0.2906647816449065,0.006987103882321088
herbh_plot,0.2878255064599645,0.014371348313939636
sd_herbh,0.28392751849419673,0.008871779067057026
mean_sdH_vegtype_tree,0.2824349078835405,0.07049551193674602
mean_sdHgrasslayer,0.28007765383664834,0.009889818409941362
mean_cvH_tree,0.26745148800125235,0.02700919570226286
mean_sdH_vegtype_shrub,0.2578928087475255,0.07114609141505827
mean_sdH_vegtype_woody,0.2572190824324545,0.12229445623361081
sd_cvH_vegtype_tree,0.2562522765533988,0.044285353031076134
sd_maxHgrasslayer,0.24263772004198983,0.015601809151010065
mean_CD_G,0.24258959673377048,0.018628296698991523
sd_CD_Ggrasslayer,0.2412902674118479,0.018149905056519564
meanpeakh_plot,0.2411980227403387,0.18091393103988457
cv_nlayers,0.23941345839129302,0.012584746227288432
Cover0p05m_plot,0.23657418320635107,0.021552145042756318
sd_CD_G,0.2363335666652543,0.0120305269523369
stdpeakh_plot,0.2349661996470555,0.24865798546905585
maxpeakh_plot,0.23130664479422422,0.2652228411722206
mean_cvHgrasslayer,0.2294038102816671,0.0213028770766246
sd_sdH_vegtype_woody,0.2285375907337187,0.07544154533436952
Cover0p0m_plot,0.2213190945008154,0.17484723417899398
sd_sdHgrasslayer,0.21900917570628634,0.017498091000111224
sd_CD_AboveG,0.21564054413093148,0.008235995788456059
X98thPerc_plot,0.20736333511720234,0.07804980014447693
gapsize_plot,0.2047711378412101,0.46658495878131384
sd_sdH_vegtype_tree,0.19994939160323072,0.26590682952210554
stdH_plot,0.19514001482948606,0.10141239146821819
horzcover_grass,0.19206012310344733,0.25973948380568895
nlayers_plot,0.18716679403215714,0.364496894031659
mean_cvH_vegtype_grass,0.18407165393903432,0.052361148997063414
X25thPerc_plot,0.18123237875409237,0.7597797495088737
cscore_plot,0.178892567181747,0.08500117796622388
Cover1p5m_plot,0.17136710056912452,0.625996202384431
X100thPerc_plot,0.16708412613760187,0.09086432915208704
FHD_plot,0.15707447802797597,0.08270010843998916
X50thPerc_plot,0.1563045050964663,0.8593141242748877
sd_sdH,0.15495705246632432,0.10263601783407669
sd_cvpeakh,0.15481268254166627,0.032562820463596515
mean_VDRpeak,0.15163654419918882,0.6572720706151188
propMultiLayer,0.14884539232246619,0.628725421317928
mean_CD_AboveG,0.14879726901424684,0.22453671062588235
cv_VDR,0.14855665247315006,0.35005261771346696
mean_FHD,0.14821978931561458,0.14391295239085256
sd_VDRpeak,0.14629485698684036,0.08389029017383297
sd_nlayers,0.14465866450738227,0.2014876398217501
Cover0p25m_plot,0.14461054119916292,0.21787434416345589
Cover0p5m_plot,0.1436480750347758,0.372764060812333
sd_FHD,0.14297434871970485,0.1444894173844559
mean_cvpeakh,0.14282997879504677,0.5993396016844597
sd_cvH_vegtype_woody,0.1409531697744919,0.4033884928361384
sd_cscore,0.14027944345942095,0.16264610022973588
horzcover_tree,0.14018319684298222,0.9822062195549947
horzcover_woody,0.13748829158269832,0.5161513818285819
mean_meanpeakh,0.1365739487265306,0.6324630098272463
mean_maxpeakh,0.1349377562470725,0.7368477181073645
mean_sdH_vegtype_grass,0.13301282391829827,0.07372296994990933
mean_sdH,0.13123226151418213,0.5802670606191628
mean_nlayers,0.1300773021169176,0.8535566689922951
mean_cscore,0.12675679384978208,0.5162724728292954
mean_maxH,0.1259868209182724,0.679048221813693
mean_stdpeakh,0.12584245099361432,0.8077930888160596
mean_gapsize,0.12184821641140782,0.7102671250296796
meanH_plot,0.12107824347989814,0.4637894601816965
sd_meanpeakh,0.12078950363058201,0.12919280718943857
horzcover_shrub,0.11222355476753675,0.13204671316786096
sd_gapsize,0.10726685402094314,0.0953185754619657
sd_maxpeakh,0.10312824951407858,0.13778710685303608
sd_maxH,0.10303200289763988,0.13729017629305254
sd_stdpeakh,0.10043334425379469,0.11398241957454625
mean_cvH,0.0965353562880269,0.15640862911192585
sd_VDR,0.09485104050034945,0.3444584673158302
X75thPerc_plot,0.09432168410993655,0.4752547646938529
mean_cvH_vegtype_woody,0.08811377734963971,0.558846576075028
cv_herbh,0.08079903450029768,0.1070031115275386
sd_cvH_vegtype_shrub,0.07439863450712342,0.9947092459123067
sd_cvHgrasslayer,0.032531356356284236,0.6280585073833812
VDRpeak_plot,0.004307760139783111,0.9878476119692201
mean_cvH_vegtype_shrub,-0.007747852623316217,0.8595053469916952
ptoh_plot,-0.056015530767329666,0.8876176111333538
cv_meanpeakh,-0.057603599938568395,0.5938553979862915
sd_cvH,-0.05875855933583292,0.9439615877784516
sd_sdH_vegtype_grass,-0.06833509767148464,0.9360804281595866
cv_maxH,-0.10077020741133016,0.3040919776233219
cv_CD_AboveG,-0.1020214134250334,0.0888999510315111
cv_maxpeakh,-0.12589057430183367,0.22474132272947722
cv_cvpeakh,-0.14335933518545968,0.2199669264570515
cv_stdpeakh,-0.14629485698684036,0.23526889845348067
cv_gapsize,-0.14865289908958879,0.2343865076994065
cv_VDRpeak,-0.15139592765809204,0.20353104026109248
cv_ptoh,-0.152069653973163,0.3299646330041728
cv_maxHgrasslayer,-0.15904753366496954,0.7917013290518806
VDR_plot,-0.16977923747598042,0.6812871494495281
cv_FHD,-0.18310918777464721,0.2671674346650703
sd_cvH_vegtype_grass,-0.2181910794665573,0.17869256321000168
mean_VDR,-0.2303662764460542,0.13790443932793525
mean_ptoh,-0.2561603696516287,0.17442535277299856
cv_CD_G,-0.26169455009685455,0.08828340305096681
sd_ptoh,-0.27531344632293214,0.1905680040963149
horzcover_ground,-0.27940392752157733,0.06102057873762507
cv_CD_AboveGgrasslayer,-0.2836869019531,0.014812498830720637
cv_CD_Ggrasslayer,-0.30948099515867444,0.12156386639399534
