,Correlation,pvalue
horzcover_grass,0.5883073723242453,0.0044274224761775265
X,0.5134178511753585,0.014975064489706272
cv_VDRpeak,0.5068553673633427,0.007506083585156544
cv_cvpeakh,0.4964325989560233,0.007183384372903683
cv_CD_AboveG,0.48176351749387025,0.016089255628658143
mean_cvH_vegtype_woody,0.46439223681500474,0.03148475259440159
cv_stdpeakh,0.46323415143641367,0.010132043026732597
cv_gapsize,0.46130400913876196,0.012185678062913095
cv_maxH,0.4385283300264716,0.034452709157279104
cv_maxpeakh,0.4250173339429096,0.03242933210226332
mean_PAI_G,0.3976093133162551,0.020333982668671
mean_CD_Ggrasslayer,0.3698152642300703,0.03751772263392147
sd_cvH_vegtype_tree,0.35707632506556886,0.07494988033150492
mean_cvH_tree,0.3555322112274475,0.07753542595906711
sd_cvH_vegtype_woody,0.351671926632144,0.06351660442335832
cv_meanpeakh,0.34124915822482477,0.09623445920524268
herbh_plot,0.33468667441280886,0.0772201611993213
mean_herbh,0.31885950757206477,0.08623138177858826
sd_PAI_G,0.2953117715407137,0.06658075689648829
Y,0.2771684339427875,0.2494451192770705
mean_cvH_vegtype_shrub,0.2547787832900275,0.20729541473960594
mean_maxHgrasslayer,0.2520765840733151,0.16271537532692326
mean_CD_G,0.2069112543082648,0.195957889276818
Cover0p0m_plot,0.20459508355108272,0.16309168292057363
Cover0p05m_plot,0.18529366057456548,0.2916430197253049
mean_sdHgrasslayer,0.18259146135785306,0.26639710623105234
mean_sdH_vegtype_tree,0.15479741227166824,0.5550122955929028
mean_PAI_AboveG,0.15325329843354685,0.3217486632946075
sd_PAI_AboveG,0.1528672699740165,0.3751173382264964
sd_cvH_vegtype_shrub,0.14398861540481858,0.7930710248733681
sd_CD_Ggrasslayer,0.13356584699749927,0.4398158597666677
sd_sdH_vegtype_shrub,0.11503648094004273,0.4478183940392244
mean_CD_AboveGgrasslayer,0.11503648094004273,0.34038996095494395
sd_CD_AboveGgrasslayer,0.09419094412540412,0.427006051572106
sd_herbh,0.06832703733687102,0.7773908708350079
mean_cvH_vegtype_grass,0.03551461827679171,0.5473513951031428
sd_maxHgrasslayer,-0.014283053002622755,0.829902191865831
mean_VDR,-0.02547787832900275,0.8299232068649661
mean_sdH_vegtype_woody,-0.026635963707593788,0.641978210431013
mean_sdH_vegtype_shrub,-0.05944838276767309,0.665268349232882
sd_sdH_vegtype_woody,-0.06369469582250688,0.7084944566408858
nlayers_plot,-0.06411912470264886,0.38474155008571814
sd_sdH_vegtype_tree,-0.06485278120109791,0.5026569015704092
cvpeakh_plot,-0.10038670647036944,0.15367223618871426
VDR_plot,-0.10461371253272342,0.8373829688962688
sd_sdHgrasslayer,-0.11233428172333032,0.6482744496671636
sd_CD_G,-0.11272031018286066,0.9800451902331451
meanpeakh_plot,-0.126641691239543,0.2594904608016995
VDRpeak_plot,-0.1389969781897423,0.3070879699798131
cv_CD_AboveGgrasslayer,-0.1640620953003965,0.17806142770778896
stdpeakh_plot,-0.17181570915120925,0.21829619537515088
ptoh_plot,-0.1752569206267765,0.3689015439743006
maxpeakh_plot,-0.19211493494851967,0.24717301309161196
gapsize_plot,-0.19582491595627208,0.21004550091218924
mean_cvHgrasslayer,-0.21115756736309857,0.7350306095439817
cv_CD_G,-0.21192962428215925,0.18603717828595986
cscore_plot,-0.22366384326573677,0.13519972078204615
cv_FHD,-0.22659870574431237,0.2491382957458764
sd_cvH,-0.2304589903396158,0.3943267264135758
mean_sdH_vegtype_grass,-0.237407502611162,0.8783528067050045
X100thPerc_plot,-0.23779353107069237,0.1404842554056182
cv_cscore,-0.2520765840733151,0.6438802855803331
cv_ptoh,-0.2814147469976213,0.11934015934468378
stdH_plot,-0.2976279422978958,0.04689897372432732
X98thPerc_plot,-0.3107529099219275,0.04095405930418606
cv_VDR,-0.3339146174937482,0.10911158525470717
mean_FHD,-0.33584475979139994,0.12607867105791903
sd_ptoh,-0.33700284516999096,0.07228673451191718
sd_CD_AboveG,-0.3443373859010675,0.11746012271925375
horzcover_shrub,-0.34703958511777994,0.13436852958311807
horzcover_ground,-0.3547601543083868,0.05277262346506688
mean_cvH,-0.3891166872065875,0.07993077594873861
cv_nlayers,-0.38988874412564817,0.05242393755667016
sd_sdH,-0.4003115125329675,0.051148794897195794
cv_maxHgrasslayer,-0.4072600248045137,0.050796994804773614
mean_ptoh,-0.40841811018310475,0.0671688787803287
FHD_plot,-0.42424527702384884,0.03089039313967487
sd_cvpeakh,-0.43466804543116816,0.015122779875865518
sd_cvHgrasslayer,-0.44277464308130543,0.013222657891721286
mean_CD_AboveG,-0.44393272845989645,0.028655481546862115
cv_CD_Ggrasslayer,-0.4535834399481551,0.0444962187570172
sd_stdpeakh,-0.46902457832936884,0.006974686854690863
Cover0p25m_plot,-0.4701826637079599,0.023349056787538323
sd_nlayers,-0.47056869216749025,0.006724701079125018
sd_meanpeakh,-0.47056869216749025,0.009627885098222048
