,Simpson
horzcover_ground,0.40692307692307694
cv_cscore,0.3923076923076923
cv_CD_G,0.37538461538461537
sd_ptoh,0.37
cv_CD_Ggrasslayer,0.36846153846153845
cv_maxHgrasslayer,0.36
cv_FHD,0.3553846153846154
sd_cvH_vegtype_grass,0.3507692307692308
sd_cvHgrasslayer,0.31384615384615383
cv_herbh,0.30615384615384617
cv_CD_AboveGgrasslayer,0.3046153846153846
sd_FHD,0.30230769230769233
X50thPerc_plot,0.2815384615384615
VDR_plot,0.26692307692307693
cv_ptoh,0.2523076923076923
mean_ptoh,0.24384615384615385
sd_sdH_vegtype_grass,0.23153846153846153
sd_VDRpeak,0.16538461538461538
X25thPerc_plot,0.15846153846153846
sd_cscore,0.14692307692307693
meanH_plot,0.14461538461538462
nlayers_plot,0.1441056568325199
mean_VDR,0.13
mean_VDRpeak,0.12846153846153846
Cover0p5m_plot,0.12461538461538461
VDRpeak_plot,0.1192537048411056
sd_nlayers,0.11923076923076924
mean_sdH_vegtype_shrub,0.11615384615384615
Cover1p5m_plot,0.11384615384615385
cscore_plot,0.11244324894433701
X75thPerc_plot,0.1076923076923077
cv_nlayers,0.09153846153846154
horzcover_woody,0.09
horzcover_shrub,0.08384615384615385
X100thPerc_plot,0.08307692307692308
meanpeakh_plot,0.06694883142736802
propMultiLayer,0.06153846153846154
X98thPerc_plot,0.057692307692307696
mean_cvpeakh,0.05384615384615385
maxpeakh_plot,0.04850820341068615
mean_nlayers,0.04846153846153846
cv_meanpeakh,0.04692307692307692
mean_cscore,0.046153846153846156
Cover0p25m_plot,0.04153846153846154
cvpeakh_plot,0.029236392154593633
cv_CD_AboveG,0.019230769230769232
cv_maxH,0.015384615384615385
stdpeakh_plot,0.014618196077296816
mean_maxpeakh,0.009230769230769232
mean_CD_AboveG,0.005384615384615384
horzcover_tree,0.004615384615384616
mean_meanpeakh,0.003076923076923077
mean_maxH,0.002307692307692308
ptoh_plot,0.0007692307692307692
FHD_plot,-0.006153846153846154
stdH_plot,-0.010769230769230769
mean_stdpeakh,-0.013076923076923076
sd_sdH_vegtype_tree,-0.013076923076923076
cv_maxpeakh,-0.02076923076923077
gapsize_plot,-0.02974148126879867
sd_CD_AboveG,-0.03
sd_cvpeakh,-0.031538461538461536
sd_sdH_vegtype_woody,-0.03230769230769231
sd_VDR,-0.03461538461538462
mean_gapsize,-0.036153846153846154
cv_VDR,-0.05153846153846154
mean_sdH,-0.054615384615384614
cv_cvpeakh,-0.07153846153846154
cv_stdpeakh,-0.07846153846153846
mean_sdH_vegtype_grass,-0.08153846153846153
cv_VDRpeak,-0.09384615384615384
Y,-0.09615384615384616
mean_FHD,-0.10384615384615385
sd_maxH,-0.10923076923076923
cv_gapsize,-0.11
mean_cvH_vegtype_grass,-0.11153846153846154
X,-0.1176923076923077
sd_cvH_vegtype_shrub,-0.11846153846153847
mean_cvHgrasslayer,-0.12461538461538461
mean_sdH_vegtype_woody,-0.12615384615384614
sd_meanpeakh,-0.13538461538461538
sd_maxpeakh,-0.13692307692307693
sd_stdpeakh,-0.14153846153846153
sd_sdH,-0.14461538461538462
sd_cvH,-0.14615384615384616
mean_sdH_vegtype_tree,-0.14923076923076922
mean_cvH,-0.15615384615384614
sd_CD_G,-0.17307692307692307
sd_gapsize,-0.1776923076923077
sd_maxHgrasslayer,-0.18615384615384614
sd_sdH_vegtype_shrub,-0.20692307692307693
sd_sdHgrasslayer,-0.20923076923076922
mean_cvH_vegtype_shrub,-0.2453846153846154
horzcover_grass,-0.24846153846153846
sd_cvH_vegtype_tree,-0.2676923076923077
sd_cvH_vegtype_woody,-0.2784615384615385
mean_cvH_tree,-0.33
sd_herbh,-0.33
mean_maxHgrasslayer,-0.33076923076923076
mean_sdHgrasslayer,-0.33384615384615385
mean_PAI_AboveG,-0.34615384615384615
Cover0p0m_plot,-0.34923076923076923
sd_CD_Ggrasslayer,-0.3507692307692308
mean_CD_AboveGgrasslayer,-0.35923076923076924
sd_CD_AboveGgrasslayer,-0.36153846153846153
herbh_plot,-0.3630769230769231
mean_cvH_vegtype_woody,-0.3630769230769231
sd_PAI_AboveG,-0.3638461538461538
mean_PAI_G,-0.3646153846153846
Cover0p05m_plot,-0.38384615384615384
mean_CD_G,-0.3930769230769231
mean_CD_Ggrasslayer,-0.4046153846153846
mean_herbh,-0.40923076923076923
sd_PAI_G,-0.49
