,Correlation,pvalue
horzcover_grass,0.5211384203659654,0.011210936235327635
X,0.5134178511753585,0.014975064489706272
cv_CD_AboveG,0.462462094517353,0.05013329037885314
cvpeakh_plot,0.4334003000499604,0.09155134503418226
cv_cvpeakh,0.40108356945202817,0.04276807128036753
cv_stdpeakh,0.396451227937664,0.060949427972465726
cv_VDRpeak,0.37869391879926817,0.04294762624165342
cv_gapsize,0.37251746344678266,0.06149144200763
mean_cvH_vegtype_woody,0.3702012926896006,0.07194213513091238
mean_PAI_G,0.35012781279402266,0.03956004440198155
cv_maxH,0.3424072436034158,0.08275147258229527
cv_maxpeakh,0.3319844751960965,0.10410449726464598
sd_cvH_vegtype_woody,0.28797723080963716,0.1060117943914017
mean_cvH_vegtype_shrub,0.2814147469976213,0.19987779643159997
mean_CD_Ggrasslayer,0.28102871853809097,0.07018796336255749
herbh_plot,0.2779404908618482,0.12026545020985431
Y,0.2771684339427875,0.2494451192770705
cv_meanpeakh,0.2760103485641965,0.20167396224999767
sd_PAI_G,0.24203984412552615,0.08368391805182834
mean_herbh,0.23702147415163166,0.13569511321737976
mean_cvH_tree,0.22466856344666064,0.18029200197248613
sd_cvH_vegtype_tree,0.20266494125343099,0.2784776607907387
mean_maxHgrasslayer,0.20073479895577925,0.24461921698550193
Cover0p0m_plot,0.1957164289818848,0.21617931624962497
ptoh_plot,0.17487089216724616,0.6624629743732218
sd_sdH_vegtype_shrub,0.169080465274291,0.3262058475678676
nlayers_plot,0.166369883089789,0.6872914019709115
sd_cvH_vegtype_shrub,0.16444812375992685,0.6199403366342858
mean_sdH_vegtype_tree,0.12352910704971032,0.547980372245161
mean_sdHgrasslayer,0.12005485091393721,0.3811316784743624
mean_PAI_AboveG,0.09341888720634342,0.4435970230967313
meanpeakh_plot,0.09094468767469142,0.7583558347503878
sd_PAI_AboveG,0.08724243185385791,0.43552833359231247
cv_cscore,0.08261009033949378,0.5856489044075268
mean_CD_G,0.07874980574419033,0.3697992522823057
sd_CD_Ggrasslayer,0.06485278120109791,0.4922849826236291
maxpeakh_plot,0.0622104284902925,0.9603867064063198
mean_CD_AboveGgrasslayer,0.06099249660579447,0.4602174670625539
Cover0p05m_plot,0.05211384203659654,0.47256984056881196
mean_sdH_vegtype_woody,0.05018369973894481,0.9120395375086521
sd_CD_AboveGgrasslayer,0.04169107362927723,0.49310794346834985
stdpeakh_plot,0.02644803612777041,0.9107315743595781
sd_CD_G,0.01389702454309241,0.740687102677334
sd_herbh,0.01389702454309241,0.6743753454013107
mean_sdH_vegtype_shrub,0.001544113838121379,0.901689540105133
mean_VDR,-0.003088227676242758,0.8766432467861094
mean_cvH_vegtype_grass,-0.01968745143604758,0.8047315261596661
cv_FHD,-0.02277567911229034,0.6779316412416962
sd_sdH_vegtype_woody,-0.04323518746739861,0.7329044742398622
VDR_plot,-0.044393272845989644,0.42331362380778753
cv_nlayers,-0.06794100887734067,0.5574882222548782
VDRpeak_plot,-0.07548308121137394,0.8284018236929543
sd_maxHgrasslayer,-0.09612108642305583,0.9464488379312155
gapsize_plot,-0.10641599007998434,0.5887918916954201
cv_CD_G,-0.12005485091393721,0.3844029934243445
cv_CD_AboveGgrasslayer,-0.13395187545702963,0.23575949124287374
sd_sdH_vegtype_tree,-0.13588201775468134,0.49017864208999656
X98thPerc_plot,-0.1752569206267765,0.3757216718507797
mean_cvHgrasslayer,-0.1795032336816103,0.5857258847995417
sd_cvH,-0.17988926214114065,0.4980004855490959
stdH_plot,-0.1845216036555048,0.343670025208407
sd_sdHgrasslayer,-0.18953997362939926,0.9201913548938649
cv_VDR,-0.192628201305642,0.24317199174491244
mean_sdH_vegtype_grass,-0.2339332464753889,0.7499647727849046
X100thPerc_plot,-0.2648155232378165,0.2287877487116647
cscore_plot,-0.2658523646300178,0.2172134327616176
sd_CD_AboveG,-0.2667456655354682,0.3348091570884855
mean_FHD,-0.27292212088795376,0.20155048618757596
sd_sdH,-0.2771684339427875,0.19051145673930478
cv_ptoh,-0.3038043976503813,0.13763410511916108
horzcover_ground,-0.3076646822456848,0.16085052014493104
sd_ptoh,-0.30843673916474545,0.1350387618094117
Cover1p5m_plot,-0.3130690806791096,0.08835455195227998
mean_ptoh,-0.3180874506530041,0.15848318130841277
FHD_plot,-0.31847347911253443,0.1334476821765825
