,logRichness
X,0.40890374993986267
mean_CD_Ggrasslayer,0.3605398251794105
mean_PAI_G,0.35981797555612016
Y,0.35572749435747497
mean_herbh,0.3418198582820813
herbh_plot,0.32608353649435207
mean_CD_G,0.32353300115872624
sd_PAI_G,0.3141008327477326
mean_maxHgrasslayer,0.29263783728190007
Cover0p05m_plot,0.2877292598435258
mean_sdHgrasslayer,0.27088610196675145
mean_CD_AboveGgrasslayer,0.27088610196675145
mean_PAI_AboveG,0.2615501801721965
mean_cvHgrasslayer,0.2607802072406868
Cover0p0m_plot,0.2589996448365707
sd_PAI_AboveG,0.23907659523375754
mean_cvH_vegtype_grass,0.23272431854880263
sd_CD_AboveGgrasslayer,0.22815260426796385
mean_sdH_vegtype_shrub,0.22353276667890576
sd_CD_G,0.2155924208227121
sd_herbh,0.2136674884939379
mean_cvH_tree,0.21326774486413866
sd_CD_Ggrasslayer,0.21241628248023464
sd_CD_AboveG,0.21073196669255723
horzcover_grass,0.21073196669255723
mean_FHD,0.20563089602130555
cv_VDR,0.20399470354184746
FHD_plot,0.20009671557607966
sd_cvH_vegtype_tree,0.19254163162138424
sd_sdHgrasslayer,0.18830650506233762
Cover0p5m_plot,0.18806588852124084
mean_sdH_vegtype_grass,0.18590033965136984
Cover0p25m_plot,0.1847453802541053
mean_CD_AboveG,0.18469725694588596
Cover1p5m_plot,0.18147735254683858
mean_cvH_vegtype_woody,0.18141886367550408
sd_maxHgrasslayer,0.17675691108969233
mean_cscore,0.17512071861023423
sd_sdH_vegtype_shrub,0.1730995396650213
mean_cvH,0.16852782538418254
cv_nlayers,0.16756535921979543
sd_VDRpeak,0.15837380734989856
sd_cvH_vegtype_shrub,0.15813319080880178
cv_cscore,0.1515402975827501
sd_cvpeakh,0.15086657126767913
mean_sdH,0.14788292615807908
horzcover_woody,0.14759418630876295
X25thPerc_plot,0.1464873502197178
mean_VDRpeak,0.14504365097313712
mean_cvpeakh,0.1444180479662855
propMultiLayer,0.14104941639093063
mean_meanpeakh,0.13960571714434997
mean_nlayers,0.1370551818087241
mean_maxH,0.1355633592539241
sd_cscore,0.13397529008268538
sd_cvH_vegtype_woody,0.133265420569749
mean_maxpeakh,0.13301282391829827
sd_gapsize,0.12844110963745953
horzcover_shrub,0.12622743745936918
sd_sdH,0.12223320287716267
horzcover_tree,0.11949944747227767
mean_sdH_vegtype_woody,0.11680532642956519
mean_gapsize,0.1167952690483755
sd_VDR,0.11665089912371744
sd_nlayers,0.1157365562675497
mean_stdpeakh,0.1107798555209561
sd_maxpeakh,0.10943240289081414
sd_maxH,0.10726685402094314
sd_stdpeakh,0.10375385252093021
sd_sdH_vegtype_woody,0.10080529703243
sd_meanpeakh,0.09937463147296886
mean_sdH_vegtype_tree,0.09927412202898935
X75thPerc_plot,0.08522637885647838
sd_FHD,0.08262772021263319
X50thPerc_plot,0.07637169014411699
meanH_plot,0.06669890519202656
stdH_plot,0.05399435182211674
X98thPerc_plot,0.007795975931535572
mean_cvH_vegtype_shrub,0.0037054947328903644
cv_herbh,-0.0025986586438451905
cscore_plot,-0.005033843434354878
X100thPerc_plot,-0.010105894726064631
sd_cvHgrasslayer,-0.012175196979496912
sd_cvH,-0.05096258340429735
gapsize_plot,-0.07428309683074091
meanpeakh_plot,-0.07710099600553098
sd_sdH_vegtype_grass,-0.07974032171947187
stdpeakh_plot,-0.08256069424931378
cvpeakh_plot,-0.0827051995484666
maxpeakh_plot,-0.08654565044783764
sd_sdH_vegtype_tree,-0.09023120000906146
cv_ptoh,-0.11188669161000127
cv_cvpeakh,-0.13835451113064673
cv_gapsize,-0.1420600058635371
cv_stdpeakh,-0.14696858330191134
cv_VDRpeak,-0.1511071878087759
cv_CD_AboveG,-0.16400423441156314
cv_maxHgrasslayer,-0.17232956673351163
nlayers_plot,-0.1975115187332258
cv_maxH,-0.21660301029531856
VDRpeak_plot,-0.21767429645705136
cv_meanpeakh,-0.22021225841177022
mean_ptoh,-0.22964442682276387
cv_FHD,-0.2302700298296155
cv_maxpeakh,-0.24802753056255764
sd_ptoh,-0.2595290012269836
cv_CD_AboveGgrasslayer,-0.2688649230215385
sd_cvH_vegtype_grass,-0.27011612903524174
cv_CD_G,-0.288836095932571
horzcover_ground,-0.2923972207408033
mean_VDR,-0.3008187996791905
VDR_plot,-0.30911451766677217
cv_CD_Ggrasslayer,-0.3196831365011778
ptoh_plot,-0.32184868537104877
