,Correlation,pvalue
X98thPerc_plot,0.6210247781155572,0.007286049728764167
sd_gapsize,0.6133101845985939,0.0014742699268619668
stdH_plot,0.611381536219353,0.008002727729506257
sd_meanpeakh,0.6106100768676567,0.0027114345620050453
sd_maxpeakh,0.5998096459439078,0.002167500378730343
sd_stdpeakh,0.5974952678888188,0.0016299386174717682
mean_gapsize,0.5967238085371225,0.0006735975287060715
sd_maxH,0.5932522414544888,0.002329886547815674
horzcover_tree,0.5886234853443109,0.002675237046151715
sd_sdH,0.5847661885858291,0.0033164482213133184
sd_nlayers,0.5812946215031956,0.0006901959831046343
mean_stdpeakh,0.5747372170137766,0.0009286398891703
sd_cscore,0.5585365706281534,0.0013702530536115014
mean_maxpeakh,0.55082197711119,0.0014705597890718406
mean_meanpeakh,0.5469646803527082,0.0019073667839912378
X25thPerc_plot,0.5438788429459228,0.0014241330580935557
sd_VDRpeak,0.5434931132700747,0.0015560921860431458
sd_CD_AboveG,0.5431073835942265,0.0013080417531491162
sd_FHD,0.5373214384565039,0.0007693482458422828
cv_nlayers,0.5346213307255667,0.006632976353183682
mean_VDRpeak,0.5342356010497186,0.0003574947431109436
X100thPerc_plot,0.5315354933187814,0.005165823780916482
Cover1p5m_plot,0.5315354933187814,0.0011447132189999758
meanH_plot,0.5215065217467288,0.009568260160473163
cscore_plot,0.5181248451439893,0.005644848853317999
mean_sdH,0.5176492249882472,0.001941066893593487
mean_sdH_vegtype_woody,0.5164920359607026,0.030461745227468733
propMultiLayer,0.5157205766090063,0.000378888444073463
sd_sdH_vegtype_grass,0.5141776579056135,0.029365140655384765
mean_cvpeakh,0.5134061985539172,0.0005349314987608504
mean_maxH,0.5134061985539172,0.0014073512715150741
sd_sdH_vegtype_woody,0.5122490095263728,0.014539257102497864
mean_sdH_vegtype_grass,0.5114775501746763,0.0050214245188167006
Cover0p5m_plot,0.5099346314712837,0.0008795307720918317
Cover0p25m_plot,0.5037629566577129,0.000963071943141226
mean_CD_AboveG,0.5033772269818647,0.0009245056952333222
X50thPerc_plot,0.5029914973060166,0.03869269255465913
