,shannonH
sd_CD_AboveG,0.66
sd_herbh,0.6592307692307692
sd_PAI_AboveG,0.6361538461538462
sd_CD_G,0.6261538461538462
mean_CD_AboveGgrasslayer,0.6223076923076923
mean_PAI_AboveG,0.6176923076923077
sd_CD_AboveGgrasslayer,0.6030769230769231
Cover0p25m_plot,0.5969230769230769
mean_CD_AboveG,0.59
FHD_plot,0.5892307692307692
sd_PAI_G,0.5876923076923077
Cover0p5m_plot,0.58
sd_maxHgrasslayer,0.5753846153846154
sd_sdHgrasslayer,0.573076923076923
sd_CD_Ggrasslayer,0.5676923076923077
mean_meanpeakh,0.5346153846153846
Cover0p05m_plot,0.5092307692307693
mean_herbh,0.5092307692307693
X25thPerc_plot,0.5053846153846154
mean_CD_G,0.4930769230769231
mean_cvHgrasslayer,0.4715384615384615
mean_maxpeakh,0.4676923076923077
mean_maxHgrasslayer,0.4676923076923077
Cover1p5m_plot,0.46718494943941336
mean_FHD,0.46153846153846156
mean_maxH,0.46153846153846156
mean_sdHgrasslayer,0.4584615384615385
mean_PAI_G,0.43538461538461537
herbh_plot,0.4276923076923077
mean_cscore,0.4269230769230769
mean_sdH,0.4238461538461539
sd_gapsize,0.4200807925370559
horzcover_woody,0.4193114137961455
mean_gapsize,0.4193114137961455
mean_nlayers,0.4169230769230769
mean_stdpeakh,0.4162338988325041
mean_CD_Ggrasslayer,0.4084615384615385
sd_cvpeakh,0.40777073268249014
sd_VDRpeak,0.39084440038246226
cscore_plot,0.38952090907932185
mean_sdH_vegtype_grass,0.3892307692307692
mean_cvpeakh,0.3862281279370001
propMultiLayer,0.383919991714269
X100thPerc_plot,0.38153846153846155
sd_meanpeakh,0.38076923076923075
sd_sdH_vegtype_shrub,0.37153846153846154
mean_VDRpeak,0.37084055311879294
sd_maxpeakh,0.36538461538461536
X50thPerc_plot,0.3630769230769231
sd_maxH,0.3546153846153846
sd_stdpeakh,0.3523754633369443
gapsize_plot,0.3521911601962509
horzcover_shrub,0.34923076923076923
sd_FHD,0.3423076923076923
horzcover_tree,0.3375995284138418
sd_sdH,0.33384615384615385
Y,0.3330769230769231
mean_cvH,0.32769230769230767
cv_herbh,0.32384615384615384
mean_cvH_vegtype_grass,0.32076923076923075
stdpeakh_plot,0.31124399455339125
sd_cscore,0.3076923076923077
cv_VDR,0.3069230769230769
Cover0p0m_plot,0.2907692307692308
X98thPerc_plot,0.28846153846153844
maxpeakh_plot,0.2881057126576372
meanpeakh_plot,0.27625700118400004
sd_nlayers,0.27615384615384614
stdH_plot,0.26461538461538464
sd_sdH_vegtype_woody,0.2549407114624506
nlayers_plot,0.24238925583827953
sd_VDR,0.23846153846153847
meanH_plot,0.23307692307692307
cv_nlayers,0.2153846153846154
VDRpeak_plot,0.20935278535071022
X75thPerc_plot,0.1853846153846154
mean_sdH_vegtype_shrub,0.17692307692307693
horzcover_grass,0.17
cvpeakh_plot,0.1696279770315982
sd_sdH_vegtype_grass,0.16846153846153847
mean_sdH_vegtype_woody,0.15118577075098813
cv_cscore,0.13384615384615384
X,0.11384615384615385
sd_cvHgrasslayer,0.08538461538461538
ptoh_plot,0.07076923076923076
cv_meanpeakh,0.05923076923076923
cv_ptoh,-0.018461538461538463
sd_cvH_vegtype_grass,-0.04923076923076923
sd_cvH_vegtype_shrub,-0.06230769230769231
mean_sdH_vegtype_tree,-0.06993006993006994
sd_cvH_vegtype_woody,-0.07213438735177866
mean_cvH_tree,-0.08391608391608392
sd_sdH_vegtype_tree,-0.1048951048951049
mean_ptoh,-0.1076923076923077
cv_maxHgrasslayer,-0.11384615384615385
sd_ptoh,-0.13538461538461538
cv_maxpeakh,-0.15692307692307692
sd_cvH,-0.17
sd_cvH_vegtype_tree,-0.21678321678321677
cv_maxH,-0.23384615384615384
horzcover_ground,-0.25846153846153846
VDR_plot,-0.2669272590109575
mean_VDR,-0.27
cv_FHD,-0.2776923076923077
mean_cvH_vegtype_woody,-0.2845849802371542
cv_CD_Ggrasslayer,-0.2853846153846154
cv_CD_G,-0.3415384615384615
mean_cvH_vegtype_shrub,-0.35384615384615387
cv_stdpeakh,-0.40019762845849804
cv_gapsize,-0.4031620553359684
cv_VDRpeak,-0.4258893280632411
cv_cvpeakh,-0.4298418972332016
cv_CD_AboveG,-0.4930769230769231
cv_CD_AboveGgrasslayer,-0.5930769230769231
