,Correlation,pvalue
sd_nlayers,-0.23846153846153847,0.305512139654554
sd_VDR,-0.23846153846153847,0.3915258813151034
FHD_plot,-0.2453846153846154,0.568293314108586
mean_CD_AboveGgrasslayer,-0.24769230769230768,0.809933958008544
X75thPerc_plot,-0.2523076923076923,0.3241558271893232
mean_PAI_AboveG,-0.2592307692307692,0.8890279693434648
mean_FHD,-0.28384615384615386,0.4832706385388261
sd_CD_AboveGgrasslayer,-0.2969230769230769,0.6527223976430179
Cover0p25m_plot,-0.30230769230769233,0.6712741952646074
sd_CD_AboveG,-0.31153846153846154,0.3830125980000982
mean_CD_AboveG,-0.3223076923076923,0.490791821504494
sd_CD_Ggrasslayer,-0.3230769230769231,0.5136478315697061
sd_CD_G,-0.3292307692307692,0.36385153223904887
