,Simpson
sd_CD_AboveG,0.7292307692307692
Cover1p5m_plot,0.72
Cover0p25m_plot,0.7184615384615385
mean_CD_AboveG,0.7153846153846154
Cover0p5m_plot,0.7084615384615385
meanH_plot,0.6946153846153846
mean_gapsize,0.6838461538461539
mean_stdpeakh,0.6792307692307692
propMultiLayer,0.6776923076923077
mean_VDRpeak,0.6730769230769231
horzcover_woody,0.6730769230769231
sd_gapsize,0.6707692307692308
sd_VDRpeak,0.6653846153846154
mean_cvpeakh,0.66
X50thPerc_plot,0.6546153846153846
sd_cscore,0.6515384615384615
sd_stdpeakh,0.6484615384615384
sd_cvpeakh,0.6484615384615384
mean_nlayers,0.6438461538461538
sd_meanpeakh,0.6423076923076924
sd_maxH,0.64
sd_maxpeakh,0.6376923076923077
sd_nlayers,0.6376923076923077
sd_FHD,0.6346153846153846
X98thPerc_plot,0.6346153846153846
X25thPerc_plot,0.6330769230769231
mean_maxpeakh,0.63
X100thPerc_plot,0.6253846153846154
cscore_plot,0.6236525122837819
mean_maxH,0.6192307692307693
sd_PAI_AboveG,0.6184615384615385
X75thPerc_plot,0.6161538461538462
mean_meanpeakh,0.6138461538461538
sd_CD_G,0.6053846153846154
sd_CD_AboveGgrasslayer,0.6053846153846154
horzcover_tree,0.6038461538461538
mean_sdH,0.6030769230769231
stdH_plot,0.6023076923076923
FHD_plot,0.5938461538461538
sd_sdH,0.59
mean_PAI_AboveG,0.5876923076923077
sd_herbh,0.5753846153846154
mean_cscore,0.5746153846153846
sd_sdHgrasslayer,0.5723076923076923
mean_CD_AboveGgrasslayer,0.5715384615384616
horzcover_shrub,0.5623076923076923
sd_maxHgrasslayer,0.56
cv_cscore,0.5392307692307692
mean_FHD,0.5215384615384615
sd_PAI_G,0.52
cv_herbh,0.5176923076923077
cv_nlayers,0.5161538461538462
sd_CD_Ggrasslayer,0.5138461538461538
mean_cvH,0.46153846153846156
Cover0p05m_plot,0.4576923076923077
mean_sdH_vegtype_shrub,0.4546153846153846
mean_CD_G,0.4523076923076923
mean_sdHgrasslayer,0.45153846153846156
mean_cvHgrasslayer,0.45076923076923076
sd_sdH_vegtype_woody,0.45
sd_cvHgrasslayer,0.4453846153846154
mean_maxHgrasslayer,0.44
mean_herbh,0.4169230769230769
mean_PAI_G,0.40923076923076923
mean_CD_Ggrasslayer,0.4023076923076923
mean_sdH_vegtype_tree,0.3973913043478261
VDRpeak_plot,0.39214938225052304
sd_VDR,0.3707692307692308
herbh_plot,0.36538461538461536
mean_sdH_vegtype_woody,0.3453846153846154
cv_VDR,0.3415384615384615
mean_sdH_vegtype_grass,0.33384615384615385
sd_sdH_vegtype_tree,0.3278260869565217
Cover0p0m_plot,0.3123076923076923
sd_sdH_vegtype_grass,0.2907692307692308
sd_sdH_vegtype_shrub,0.2815384615384615
gapsize_plot,0.2812021828086231
mean_cvH_vegtype_grass,0.26692307692307693
stdpeakh_plot,0.26317816492137774
mean_cvH_tree,0.2617391304347826
Y,0.2423076923076923
sd_cvH_vegtype_tree,0.23304347826086957
maxpeakh_plot,0.21438278242853812
meanpeakh_plot,0.15431982559613322
sd_cvH,0.13615384615384615
nlayers_plot,0.1255820484168935
X,0.07307692307692308
cv_ptoh,0.06230769230769231
sd_cvH_vegtype_grass,0.04384615384615385
cv_maxHgrasslayer,0.006923076923076923
horzcover_grass,-0.047692307692307694
mean_ptoh,-0.05153846153846154
cvpeakh_plot,-0.07618315300355671
sd_ptoh,-0.13538461538461538
cv_meanpeakh,-0.14461538461538462
sd_cvH_vegtype_shrub,-0.1676923076923077
cv_FHD,-0.19
sd_cvH_vegtype_woody,-0.19538461538461538
cv_CD_Ggrasslayer,-0.2376923076923077
VDR_plot,-0.25872883430014115
horzcover_ground,-0.2592307692307692
mean_cvH_vegtype_woody,-0.30538461538461537
cv_maxH,-0.34384615384615386
mean_cvH_vegtype_shrub,-0.36538461538461536
cv_CD_G,-0.37538461538461537
ptoh_plot,-0.39692307692307693
mean_VDR,-0.4046153846153846
cv_maxpeakh,-0.42846153846153845
cv_CD_AboveGgrasslayer,-0.5084615384615384
cv_CD_AboveG,-0.6246153846153846
cv_stdpeakh,-0.6661538461538462
cv_gapsize,-0.6661538461538462
cv_VDRpeak,-0.6723076923076923
cv_cvpeakh,-0.6807692307692308
