,Correlation,pvalue
meanH_plot,0.6804271481961758,0.000501849037973694
stdH_plot,0.6781127701410867,0.0023436008165540266
Cover1p5m_plot,0.643011369638903,0.00015087801417528287
mean_gapsize,0.638382613528725,0.00010469761464735803
mean_stdpeakh,0.633753857418547,0.00014352450908753988
sd_gapsize,0.6333681277426988,0.0008047892180409429
sd_nlayers,0.6314394793634579,0.00025752450477923655
horzcover_tree,0.6279679122808244,0.0007451227287578326
X98thPerc_plot,0.6264249935774316,0.004649237954718461
sd_meanpeakh,0.62256769681895,0.001527589488655919
sd_stdpeakh,0.6206390484397091,0.0008805023038738016
sd_maxpeakh,0.6040526723782377,0.0011839818570234665
sd_maxH,0.5959523491854261,0.0012411111240644196
sd_cscore,0.5951808898337297,0.0007696543597952573
X25thPerc_plot,0.593637971130337,0.00047681733887390836
sd_FHD,0.5924807821027925,0.0006581871172203435
mean_VDRpeak,0.5917093227510962,0.00011274120308523898
sd_sdH,0.58669483696507,0.0027483636428259025
sd_sdH_vegtype_woody,0.5851519182616772,0.018048181717957048
propMultiLayer,0.5816803511790437,0.00010778058710886752
mean_cvpeakh,0.5797517027998028,0.00014852525897258282
sd_VDRpeak,0.5785945137722583,0.0010261657230876
mean_maxpeakh,0.5774373247447138,0.00032608949872478315
mean_meanpeakh,0.5762801357171693,0.0005538518696103541
horzcover_woody,0.5685655422002058,0.00016118199835870548
mean_maxH,0.5666368938209649,0.0004646524536314415
sd_cvpeakh,0.5612366783590906,0.0009567357898591544
sd_CD_AboveG,0.5612366783590906,0.0007463697893543359
X50thPerc_plot,0.5593080299798497,0.01267022613673519
Cover0p5m_plot,0.553136355166279,0.0003539731384238348
cv_nlayers,0.54657895067686,0.005658307744931632
mean_sdH,0.5458074913251637,0.0009220586467770565
mean_CD_AboveG,0.544264572621771,0.00046223139360086995
Cover0p25m_plot,0.5361642494289593,0.0005643844407121873
mean_nlayers,0.5361642494289593,0.005364174226398206
sd_sdH_vegtype_tree,0.5188064140157916,0.020542713576514413
X75thPerc_plot,0.5110918204988282,0.005502967256624903
cscore_plot,0.5083021054817666,0.004720478665604088
FHD_plot,0.5072345237403465,0.001267647388501926
X100thPerc_plot,0.5022200379543202,0.0059299568081510046
mean_PAI_AboveG,0.5010628489267757,0.006915543843696439
sd_PAI_AboveG,0.49257679605811594,0.004268955528298824
mean_sdH_vegtype_woody,0.4902624180030269,0.03311043175658957
sd_CD_AboveGgrasslayer,0.48640512124454516,0.003973505866944545
mean_cscore,0.48370501351360795,0.002213234570430772
mean_CD_AboveGgrasslayer,0.4833192838377598,0.0057712240538055765
mean_sdH_vegtype_tree,0.47406177161740365,0.03424837078285387
mean_sdH_vegtype_shrub,0.47251885291401097,0.010895115438523893
sd_herbh,0.4709759342106183,0.004308871021306419
sd_maxHgrasslayer,0.4690472858313774,0.005051276030098682
sd_sdHgrasslayer,0.4540038284732987,0.00488446109003493
cv_cscore,0.43896037111521996,0.03326284301295524
sd_CD_Ggrasslayer,0.43548880403258644,0.01250911043323941
