,Simpson
X25thPerc_plot,0.5063625450180071
cv_herbh,0.4873469387755102
X50thPerc_plot,0.4755342136854742
Cover0p5m_plot,0.4433613445378151
sd_cvHgrasslayer,0.4429771908763505
horzcover_shrub,0.43673469387755104
sd_VDRpeak,0.43577430972388953
sd_FHD,0.4346218487394958
horzcover_woody,0.42684273709483794
mean_VDRpeak,0.4206002400960384
mean_CD_AboveG,0.42050420168067226
Cover0p25m_plot,0.4164705882352941
sd_CD_AboveG,0.40907563025210086
propMultiLayer,0.4080192076830732
mean_cvpeakh,0.40436974789915964
Cover1p5m_plot,0.4002977263513076
sd_herbh,0.39486194477791114
mean_cvHgrasslayer,0.39082833133253303
sd_sdHgrasslayer,0.38612244897959186
sd_maxHgrasslayer,0.382953181272509
sd_cvpeakh,0.3787274909963986
sd_cscore,0.36701080432172867
mean_nlayers,0.36566626650660267
mean_gapsize,0.35923169267707084
sd_CD_G,0.3575990396158463
meanH_plot,0.35270108043217285
FHD_plot,0.35145258103241295
sd_sdH_vegtype_grass,0.3496278511404562
mean_cscore,0.34761104441776713
mean_sdH_vegtype_grass,0.3465546218487395
mean_cvH,0.3464585834333733
mean_stdpeakh,0.34482593037214887
sd_PAI_AboveG,0.3357983193277311
mean_maxH,0.33070828331332536
X75thPerc_plot,0.3256182472989196
mean_maxpeakh,0.3215846338535414
sd_gapsize,0.318703481392557
mean_FHD,0.3169747899159664
sd_CD_AboveGgrasslayer,0.31438175270108043
mean_PAI_AboveG,0.3118847539015606
mean_sdH,0.3116926770708283
mean_meanpeakh,0.31073229291716686
sd_meanpeakh,0.3042016806722689
mean_CD_AboveGgrasslayer,0.2994957983193277
sd_stdpeakh,0.29392557022809124
mean_cvH_vegtype_grass,0.2929651860744298
mean_sdHgrasslayer,0.29229291716686673
sd_maxpeakh,0.291140456182473
sd_nlayers,0.28921968787515007
sd_maxH,0.2876830732292917
sd_CD_Ggrasslayer,0.27740696278511406
horzcover_tree,0.2763872526501892
sd_sdH,0.27260504201680674
Cover0p05m_plot,0.25349339735894355
mean_maxHgrasslayer,0.24100840336134455
mean_CD_G,0.23956782713085234
sd_PAI_G,0.238031212484994
cv_cscore,0.23543817527010805
sd_cvH_vegtype_grass,0.234093637454982
mean_sdH_vegtype_shrub,0.2245858343337335
X98thPerc_plot,0.22448979591836735
cscore_plot,0.2231249130504142
cv_ptoh,0.21296518607442977
mean_herbh,0.2115246098439376
X100thPerc_plot,0.2105642256902761
gapsize_plot,0.19406593919970505
stdpeakh_plot,0.1905746913802444
sd_VDR,0.1886674669867947
stdH_plot,0.1836734693877551
cv_VDR,0.18319327731092436
maxpeakh_plot,0.1813767678174945
mean_PAI_G,0.180984393757503
mean_CD_Ggrasslayer,0.1789675870348139
herbh_plot,0.17214885954381753
sd_sdH_vegtype_woody,0.17061224489795918
Y,0.1634093637454982
cv_nlayers,0.1562064825930372
meanpeakh_plot,0.15511821200037207
VDRpeak_plot,0.131813372699775
mean_sdH_vegtype_woody,0.12459183673469387
cv_maxHgrasslayer,0.12240096038415366
Cover0p0m_plot,0.09781512605042017
X,0.05565426170468187
sd_sdH_vegtype_tree,0.04980237154150197
sd_cvH,0.04192076830732293
nlayers_plot,0.037402495577760195
mean_sdH_vegtype_tree,0.033465085638998686
sd_sdH_vegtype_shrub,0.02396158463385354
sd_ptoh,0.02376950780312125
sd_cvH_vegtype_tree,-0.057444005270092226
cv_CD_Ggrasslayer,-0.07908763505402161
mean_ptoh,-0.08945978391356543
cvpeakh_plot,-0.0935810653511566
mean_cvH_tree,-0.10685111989459815
horzcover_ground,-0.11865546218487395
cv_CD_G,-0.161968787515006
horzcover_grass,-0.16283313325330132
ptoh_plot,-0.16494597839135655
VDR_plot,-0.16621292235596677
mean_VDR,-0.17877551020408164
cv_FHD,-0.1789675870348139
cv_meanpeakh,-0.18953181272509004
sd_cvH_vegtype_woody,-0.20091836734693877
mean_cvH_vegtype_woody,-0.22877551020408163
sd_cvH_vegtype_shrub,-0.2723169267707083
cv_CD_AboveGgrasslayer,-0.2967106842737095
cv_maxpeakh,-0.3045858343337335
mean_cvH_vegtype_shrub,-0.3066986794717887
cv_maxH,-0.375078031212485
cv_stdpeakh,-0.39716686674669865
cv_cvpeakh,-0.4009123649459784
cv_gapsize,-0.40436974789915964
cv_CD_AboveG,-0.4102280912364946
cv_VDRpeak,-0.41925570228091236
