,Correlation,pvalue
mean_meanpeakh,-0.2523076923076923,0.18070128767762517
sd_CD_AboveGgrasslayer,-0.2561538461538462,0.379160930598954
mean_CD_AboveGgrasslayer,-0.26076923076923075,0.3740710763036299
horzcover_tree,-0.26076923076923075,0.2377092673902242
mean_cvH_vegtype_grass,-0.2653846153846154,0.5307037526780903
sd_sdH_vegtype_grass,-0.26692307692307693,0.4772244403915459
sd_cvH,-0.27,0.29095410322638937
cv_nlayers,-0.28076923076923077,0.2654211968439377
stdH_plot,-0.2969230769230769,0.14562666332240637
mean_cvHgrasslayer,-0.2976923076923077,0.3642105954881225
mean_sdH,-0.29846153846153844,0.12750877697260637
mean_cvH,-0.30153846153846153,0.14964541102035067
X75thPerc_plot,-0.3130769230769231,0.14588280158385766
sd_maxpeakh,-0.3261538461538461,0.10203264674554201
sd_maxH,-0.3269230769230769,0.10109611387586294
sd_meanpeakh,-0.33,0.08311723085907789
mean_sdH_vegtype_grass,-0.3346153846153846,0.4853020780258918
sd_stdpeakh,-0.33692307692307694,0.0902312478052985
sd_gapsize,-0.3953846153846154,0.07617110955290618
sd_sdH,-0.40923076923076923,0.08296409904196839
