,Correlation,pvalue
meanpeakh_plot,0.3112137006982401,0.3865203493853483
ptoh_plot,0.28692307692307695,0.17793171132320776
stdpeakh_plot,0.27736103609818435,0.31461727489415026
gapsize_plot,0.27619447270381203,0.3826926850734397
maxpeakh_plot,0.26073584250403303,0.2889528368375315
mean_sdH_vegtype_shrub,0.25384615384615383,0.4342489358125148
cv_CD_AboveG,0.24846153846153846,0.23844849096650797
nlayers_plot,0.21637631141822228,0.5363214367516624
cv_CD_AboveGgrasslayer,0.2123076923076923,0.6110758679254217
cv_CD_G,0.19153846153846155,0.533211909403662
VDRpeak_plot,0.18118869348438948,0.4051147125348711
VDR_plot,0.17153846153846153,0.345884779557729
cv_VDRpeak,0.16230769230769232,0.4304015601867245
cv_maxH,0.15692307692307692,0.3594646204370133
X,0.15461538461538463,0.6107413464956343
cv_cvpeakh,0.15153846153846154,0.42735254632021624
cv_FHD,0.1453846153846154,0.5001764956544285
horzcover_grass,0.14307692307692307,0.60886592420358
cv_maxpeakh,0.14307692307692307,0.3750613526215592
cv_stdpeakh,0.14153846153846153,0.4086398275505224
cv_gapsize,0.12384615384615384,0.44620318814324184
horzcover_ground,0.10538461538461538,0.7293976718582882
cv_meanpeakh,0.10307692307692308,0.4298240151013664
cscore_plot,0.10071441402388082,0.8035337038139448
X100thPerc_plot,0.09769230769230769,0.7616050966343809
mean_VDR,0.07307692307692308,0.668207556093153
cv_maxHgrasslayer,0.06692307692307692,0.7510309750879994
mean_ptoh,0.05615384615384615,0.8825031007888308
cv_CD_Ggrasslayer,0.010769230769230769,0.8484808550266246
sd_cvHgrasslayer,0.008461538461538461,0.8839725148364455
sd_cvH_vegtype_shrub,0.003076923076923077,0.5986750719773042
cv_herbh,0.0,0.8830005477585424
sd_sdH_vegtype_shrub,-0.004615384615384616,0.9146022473786777
mean_cvH_vegtype_woody,-0.014615384615384615,0.959764993068616
sd_ptoh,-0.014615384615384615,0.9970810138572873
sd_sdH_vegtype_tree,-0.01769230769230769,0.7216370175661301
sd_cvH_vegtype_grass,-0.02923076923076923,0.6521099608447692
sd_cvH_vegtype_tree,-0.031538461538461536,0.8482063469578941
cv_ptoh,-0.031538461538461536,0.8116932874227545
Y,-0.03538461538461538,0.8371724447045683
mean_PAI_G,-0.03538461538461538,0.9411172023203621
cv_cscore,-0.052307692307692305,0.7332099006751102
horzcover_shrub,-0.054615384615384614,0.9951077366183291
mean_cvH_tree,-0.054615384615384614,0.8151361352527094
mean_CD_Ggrasslayer,-0.07,0.77961929633924
sd_CD_G,-0.07153846153846154,0.974290149806386
sd_cvH_vegtype_woody,-0.07384615384615385,0.8925419543369165
Cover0p0m_plot,-0.0876923076923077,0.8392615392236309
sd_maxHgrasslayer,-0.09692307692307692,0.49750284038901743
X25thPerc_plot,-0.10692307692307693,0.9661017728866805
mean_herbh,-0.11076923076923077,0.6352002997361587
sd_PAI_G,-0.11615384615384615,0.7441607660364549
sd_CD_Ggrasslayer,-0.1176923076923077,0.49082308028156363
herbh_plot,-0.1176923076923077,0.6702600944667325
sd_VDRpeak,-0.12538461538461537,0.48027676057808505
mean_maxHgrasslayer,-0.1276923076923077,0.566755389775699
X98thPerc_plot,-0.13076923076923078,0.2855214596430068
cvpeakh_plot,-0.13348721154794724,0.6427402609873433
sd_FHD,-0.13538461538461538,0.5583150101766176
mean_sdH_vegtype_tree,-0.14076923076923076,0.45516803417511187
Cover0p05m_plot,-0.14076923076923076,0.47963570741053524
sd_sdHgrasslayer,-0.14153846153846153,0.40945624031287253
mean_cvH_vegtype_shrub,-0.14461538461538462,0.6786947133724791
horzcover_woody,-0.14461538461538462,0.468964598094031
sd_herbh,-0.14692307692307693,0.39821023513391973
mean_VDRpeak,-0.14846153846153845,0.5391077063342785
X50thPerc_plot,-0.15,0.5716532309705147
mean_CD_G,-0.15846153846153846,0.5426701333992087
propMultiLayer,-0.16230769230769232,0.4746132579821835
sd_PAI_AboveG,-0.1646153846153846,0.46381726884716834
mean_cvpeakh,-0.1676923076923077,0.40112778165942636
Cover0p5m_plot,-0.1753846153846154,0.38725433750776717
mean_sdHgrasslayer,-0.17692307692307693,0.48571458747752994
sd_CD_AboveG,-0.17692307692307693,0.3813633707803209
sd_cvpeakh,-0.17923076923076922,0.18293339523277657
Cover1p5m_plot,-0.18,0.446806912911143
mean_nlayers,-0.19076923076923077,0.3481125326757171
cv_VDR,-0.19846153846153847,0.39933251922076135
sd_nlayers,-0.20846153846153845,0.205999873672689
mean_sdH_vegtype_woody,-0.21153846153846154,0.1768536744994658
sd_sdH_vegtype_woody,-0.2169230769230769,0.3917992459393178
meanH_plot,-0.22153846153846155,0.2822799877114054
sd_cscore,-0.22230769230769232,0.33361120271306877
mean_stdpeakh,-0.22230769230769232,0.24924036368306454
mean_gapsize,-0.2230769230769231,0.2534797786727754
mean_cscore,-0.22384615384615383,0.3530932938289191
sd_VDR,-0.22615384615384615,0.374765652914144
mean_CD_AboveG,-0.23,0.28036003316142527
mean_PAI_AboveG,-0.23153846153846153,0.39454061677108376
mean_FHD,-0.2323076923076923,0.28128750829002414
Cover0p25m_plot,-0.2353846153846154,0.29031164616127714
FHD_plot,-0.23923076923076922,0.20227114104012053
mean_maxpeakh,-0.2453846153846154,0.21625519129662432
mean_maxH,-0.2469230769230769,0.2082296833788211
