,Correlation,pvalue
X,0.40890374993986267,0.004494422322010361
mean_PAI_G,0.36848017103560415,0.007197257298112518
Y,0.35572749435747497,0.010925666342385225
mean_CD_Ggrasslayer,0.3423492146724942,0.007778836255363536
sd_PAI_G,0.32165619213817137,0.002943434006622318
mean_herbh,0.31607388838472616,0.005716297267546998
herbh_plot,0.31309024327512613,0.004313516990975035
mean_maxHgrasslayer,0.31097281771347446,0.00577542445873655
mean_CD_G,0.30452429441208084,0.011136301610156886
Cover0p05m_plot,0.3022624989257712,0.013756331994760765
mean_PAI_AboveG,0.30000070343946145,0.009321912265746453
sd_PAI_AboveG,0.298990113966855,0.006638344235863219
sd_herbh,0.2979795244942485,0.008042288540254523
mean_CD_AboveGgrasslayer,0.2941296598367001,0.008551875857977407
mean_sdHgrasslayer,0.28383127187775803,0.006222307078111808
sd_CD_AboveGgrasslayer,0.279355804213358,0.007377880743311501
sd_CD_Ggrasslayer,0.26621814106947395,0.014185504274920026
Cover0p0m_plot,0.2629457561105578,0.13659581252389888
mean_sdH_vegtype_shrub,0.26289763280233847,0.08127358433365296
sd_sdH_vegtype_shrub,0.25091492905571894,0.057387702549429806
sd_CD_AboveG,0.2481719004872157,0.011612693726727952
sd_maxHgrasslayer,0.24610259823378342,0.01564786518549382
sd_sdHgrasslayer,0.23604482681593814,0.016369297363002855
mean_cvHgrasslayer,0.2352267305762091,0.013561938550932644
sd_CD_G,0.23238745539126715,0.016150422077478754
cv_VDR,0.22791198772686708,0.24004777617879802
cv_nlayers,0.21823920277477665,0.040705477937281194
sd_cvpeakh,0.21342687195284113,0.042257305209413495
mean_cvH_vegtype_grass,0.21155006293228626,0.06170646463900775
FHD_plot,0.2095770072952927,0.0753141608834101
cv_cscore,0.2083739245898088,0.05722263957029795
mean_CD_AboveG,0.20822955466515072,0.1434570789268477
X25thPerc_plot,0.2024547576788281,0.9140835037412381
Cover1p5m_plot,0.19927861933635063,0.4908890540314234
Cover0p25m_plot,0.19821990655552482,0.15566612391232354
mean_FHD,0.19249323287742154,0.09662960557902248
mean_maxH,0.19104953363084087,0.5717473713966987
mean_sdH_vegtype_woody,0.19076079378152475,0.32029004610310347
mean_cvH_tree,0.18917528838768846,0.1426357982148016
mean_cscore,0.18657406596644083,0.4071063397270227
mean_nlayers,0.183349804315744,0.7589218181729018
mean_sdH_vegtype_grass,0.1828204479253311,0.06367290460493694
