,Simpson
VDRpeak_plot,0.5708790257554862
gapsize_plot,0.4591111020852542
maxpeakh_plot,0.4559988737441287
stdpeakh_plot,0.42777457994615947
ptoh_plot,0.4269230769230769
cv_CD_G,0.3946153846153846
meanpeakh_plot,0.38668721600290146
nlayers_plot,0.3767931956678987
cv_maxHgrasslayer,0.3392307692307692
cv_FHD,0.33615384615384614
VDR_plot,0.31153846153846154
cv_CD_AboveGgrasslayer,0.3030769230769231
cv_CD_Ggrasslayer,0.2976923076923077
sd_cvH_vegtype_grass,0.2692307692307692
mean_ptoh,0.25846153846153846
horzcover_ground,0.25769230769230766
cv_herbh,0.25076923076923074
sd_cvHgrasslayer,0.24
mean_sdH_vegtype_shrub,0.22
X100thPerc_plot,0.18923076923076923
sd_ptoh,0.17846153846153845
cscore_plot,0.1782355613613393
cv_ptoh,0.16307692307692306
cv_cscore,0.15615384615384614
mean_VDR,0.15461538461538463
sd_FHD,0.15153846153846154
sd_sdH_vegtype_grass,0.14692307692307693
X50thPerc_plot,0.14307692307692307
X25thPerc_plot,0.1423076923076923
horzcover_shrub,0.13307692307692306
horzcover_woody,0.11923076923076924
sd_VDRpeak,0.1
propMultiLayer,0.09846153846153846
mean_VDRpeak,0.09307692307692307
X98thPerc_plot,0.05307692307692308
meanH_plot,0.05153846153846154
sd_CD_G,0.045384615384615384
Cover1p5m_plot,0.045384615384615384
mean_cvpeakh,0.04230769230769231
mean_nlayers,0.03461538461538462
sd_cscore,0.024615384615384615
cv_CD_AboveG,0.022307692307692306
sd_CD_AboveG,0.02
sd_VDR,0.01769230769230769
Cover0p25m_plot,0.014615384615384615
Cover0p5m_plot,0.0007692307692307692
mean_stdpeakh,-0.005384615384615384
mean_gapsize,-0.006923076923076923
sd_cvpeakh,-0.015384615384615385
mean_CD_AboveG,-0.021538461538461538
cv_meanpeakh,-0.022307692307692306
cv_maxpeakh,-0.026923076923076925
cv_VDR,-0.03
mean_cscore,-0.03076923076923077
cv_maxH,-0.031538461538461536
mean_maxpeakh,-0.036923076923076927
mean_maxH,-0.04384615384615385
cv_gapsize,-0.04846153846153846
horzcover_tree,-0.052307692307692305
FHD_plot,-0.052307692307692305
mean_meanpeakh,-0.05384615384615385
sd_nlayers,-0.05384615384615385
cv_nlayers,-0.05692307692307692
cv_stdpeakh,-0.06692307692307692
mean_sdH_vegtype_grass,-0.06692307692307692
cv_cvpeakh,-0.08076923076923077
sd_sdH_vegtype_tree,-0.08153846153846153
X75thPerc_plot,-0.08692307692307692
cv_VDRpeak,-0.09307692307692307
Y,-0.09615384615384616
sd_gapsize,-0.1
sd_maxpeakh,-0.1076923076923077
sd_maxHgrasslayer,-0.1076923076923077
sd_maxH,-0.10923076923076923
mean_cvH,-0.11076923076923077
mean_FHD,-0.11692307692307692
X,-0.1176923076923077
sd_meanpeakh,-0.12076923076923077
sd_sdH_vegtype_shrub,-0.12307692307692308
sd_sdHgrasslayer,-0.12307692307692308
sd_stdpeakh,-0.12692307692307692
mean_sdH,-0.13384615384615384
sd_herbh,-0.16
stdH_plot,-0.17307692307692307
sd_cvH_vegtype_shrub,-0.18153846153846154
mean_cvHgrasslayer,-0.18461538461538463
sd_cvH,-0.20076923076923076
sd_sdH,-0.20384615384615384
horzcover_grass,-0.2076923076923077
sd_sdH_vegtype_woody,-0.21461538461538462
sd_CD_Ggrasslayer,-0.22153846153846155
sd_cvH_vegtype_woody,-0.22923076923076924
sd_PAI_G,-0.23615384615384616
sd_PAI_AboveG,-0.2376923076923077
mean_cvH_vegtype_grass,-0.23846153846153847
sd_CD_AboveGgrasslayer,-0.24076923076923076
mean_sdH_vegtype_tree,-0.2553846153846154
mean_PAI_AboveG,-0.2630769230769231
mean_CD_AboveGgrasslayer,-0.26615384615384613
mean_sdH_vegtype_woody,-0.26615384615384613
mean_maxHgrasslayer,-0.26692307692307693
sd_cvH_vegtype_tree,-0.27076923076923076
mean_cvH_vegtype_woody,-0.2792307692307692
mean_cvH_vegtype_shrub,-0.2792307692307692
mean_cvH_tree,-0.2815384615384615
mean_PAI_G,-0.2907692307692308
mean_herbh,-0.30230769230769233
mean_sdHgrasslayer,-0.3069230769230769
mean_CD_Ggrasslayer,-0.31846153846153846
Cover0p0m_plot,-0.31846153846153846
cvpeakh_plot,-0.3208309349596196
herbh_plot,-0.3423076923076923
Cover0p05m_plot,-0.3553846153846154
mean_CD_G,-0.37384615384615383
