,logRichness
X,0.5134178511753585
horzcover_grass,0.4547415253267461
mean_PAI_G,0.41034825248075646
mean_CD_Ggrasslayer,0.38795860182799646
sd_cvH_vegtype_woody,0.33893298746764267
herbh_plot,0.33893298746764267
cv_cvpeakh,0.3373888736295213
cv_stdpeakh,0.3242639060054896
mean_cvH_vegtype_woody,0.32387787754595926
cv_gapsize,0.31963156449112545
mean_herbh,0.3142271660577006
cv_VDRpeak,0.3076646822456848
sd_PAI_G,0.2883632592691675
Cover0p0m_plot,0.28681914543104614
Y,0.2771684339427875
cv_CD_AboveG,0.2717640355093627
mean_cvH_vegtype_shrub,0.24705821409942064
sd_cvH_vegtype_tree,0.24319792950411717
sd_cvH_vegtype_shrub,0.21849210809417513
mean_CD_G,0.21463182349887167
cv_maxpeakh,0.19726054282000616
Cover0p05m_plot,0.15170918459542548
cv_maxH,0.1493930138382434
mean_cvH_tree,0.13935627389045446
mean_maxHgrasslayer,0.13124967624031722
mean_CD_AboveGgrasslayer,0.0733454073107655
mean_PAI_AboveG,0.06176455352485516
mean_sdHgrasslayer,0.05018369973894481
cv_meanpeakh,0.04516532976505033
mean_sdH_vegtype_tree,0.03088227676242758
mean_cvH_vegtype_grass,0.011194825326379998
sd_PAI_AboveG,0.0007720569190606894
sd_sdH_vegtype_shrub,-0.0034742561357731026
sd_sdH_vegtype_woody,-0.010422768407319307
sd_CD_AboveGgrasslayer,-0.02045950835510827
sd_CD_Ggrasslayer,-0.032040362141018616
sd_herbh,-0.05944838276767309
mean_sdH_vegtype_woody,-0.06485278120109791
sd_CD_G,-0.07257335039170482
mean_VDR,-0.0802939195823117
mean_sdH_vegtype_shrub,-0.08261009033949378
cvpeakh_plot,-0.08727600600628561
cv_cscore,-0.10461371253272342
cv_FHD,-0.1096320825066179
sd_cvH,-0.11349236710192136
cv_VDR,-0.12044087937346756
cv_CD_AboveGgrasslayer,-0.124301163968771
sd_maxHgrasslayer,-0.13086364778078688
cv_nlayers,-0.13510996083562066
mean_cvHgrasslayer,-0.13665407467374205
sd_sdHgrasslayer,-0.1381981885118634
mean_FHD,-0.14900698537871307
mean_sdH_vegtype_grass,-0.16599223759804824
FHD_plot,-0.18259146135785306
stdH_plot,-0.19301422976517238
sd_sdH_vegtype_tree,-0.19455834360329374
sd_CD_AboveG,-0.20575316892967374
cv_CD_G,-0.21077153890356823
VDR_plot,-0.21158428902216328
gapsize_plot,-0.22619984284984815
mean_cvH,-0.22814281958243374
mean_CD_AboveG,-0.2312310472586765
meanpeakh_plot,-0.23952196349208826
sd_sdH,-0.2424258725850565
Cover1p5m_plot,-0.24319792950411717
sd_maxpeakh,-0.24435601488270822
sd_gapsize,-0.24628615718035995
X98thPerc_plot,-0.2516905556137848
sd_VDR,-0.25632289712814893
mean_cscore,-0.25748098250673995
Cover0p25m_plot,-0.2578670109662703
sd_maxH,-0.2632714093996951
stdpeakh_plot,-0.2653036111783992
sd_meanpeakh,-0.26635963707593785
mean_ptoh,-0.2760103485641965
Cover0p5m_plot,-0.2779404908618482
sd_stdpeakh,-0.2787125477809089
mean_sdH,-0.28064269007856063
cv_ptoh,-0.28064269007856063
sd_cvpeakh,-0.28257283237621234
horzcover_shrub,-0.2852750315929248
horzcover_tree,-0.2856610600524551
X75thPerc_plot,-0.2872051738905765
ptoh_plot,-0.2899073731072889
sd_cscore,-0.29222354386447097
maxpeakh_plot,-0.2964182494199541
sd_VDRpeak,-0.2968558853788351
meanH_plot,-0.29801397075742614
mean_meanpeakh,-0.3018742553527296
mean_VDRpeak,-0.30496248302897233
horzcover_woody,-0.3080507107052151
propMultiLayer,-0.31847347911253443
mean_stdpeakh,-0.3211756783292468
mean_nlayers,-0.3219477352483075
mean_maxH,-0.3219477352483075
mean_gapsize,-0.32464993446501994
horzcover_ground,-0.32580801984361096
cscore_plot,-0.32746289765783276
mean_maxpeakh,-0.3288962475198537
mean_cvpeakh,-0.3292822759793841
sd_nlayers,-0.33275653211515716
VDRpeak_plot,-0.3343023506927441
X25thPerc_plot,-0.3408631297652944
X100thPerc_plot,-0.34202121514388545
cv_maxHgrasslayer,-0.349355755874962
nlayers_plot,-0.37562989768707294
sd_cvHgrasslayer,-0.38101008955645027
sd_ptoh,-0.39490711409954266
cv_CD_Ggrasslayer,-0.40339974020921027
sd_sdH_vegtype_grass,-0.4497231553528516
cv_herbh,-0.4555135822458068
sd_cvH_vegtype_grass,-0.4616900375982923
sd_FHD,-0.46748046449124747
X50thPerc_plot,-0.4763591190604454
