,shannonH
X25thPerc_plot,0.46986794717887154
Cover0p5m_plot,0.4199279711884754
mean_cvHgrasslayer,0.4191596638655462
sd_VDRpeak,0.41714285714285715
X50thPerc_plot,0.3983193277310924
Cover0p25m_plot,0.3951500600240096
horzcover_woody,0.39457382953181275
mean_VDRpeak,0.3928451380552221
Cover1p5m_plot,0.3916540614348926
mean_CD_AboveG,0.3914045618247299
sd_CD_AboveG,0.3907322929171669
propMultiLayer,0.37795918367346937
mean_cvpeakh,0.3773829531812725
horzcover_shrub,0.37642256902761106
sd_CD_G,0.3761344537815126
sd_FHD,0.37267707082833135
sd_cvpeakh,0.36912364945978393
sd_herbh,0.3681632653061224
mean_sdH_vegtype_grass,0.3671068427370948
FHD_plot,0.3662424969987995
sd_cscore,0.36009603841536614
sd_sdHgrasslayer,0.35798319327731093
mean_cscore,0.3575030012004802
Cover0p05m_plot,0.35433373349339736
mean_CD_G,0.35394957983193276
mean_nlayers,0.3498199279711885
sd_maxHgrasslayer,0.34722689075630253
mean_cvH,0.34703481392557023
mean_FHD,0.3406002400960384
mean_cvH_vegtype_grass,0.3395438175270108
mean_PAI_AboveG,0.33454981992797117
mean_sdHgrasslayer,0.3339735894357743
mean_herbh,0.33368547418967587
mean_CD_AboveGgrasslayer,0.3329171668667467
mean_sdH_vegtype_shrub,0.33070828331332536
sd_PAI_G,0.3306122448979592
sd_PAI_AboveG,0.33051620648259306
mean_gapsize,0.32552220888355343
cv_herbh,0.32100840336134456
mean_PAI_G,0.3207202881152461
mean_maxH,0.31879951980792315
sd_CD_AboveGgrasslayer,0.31831932773109245
sd_cvHgrasslayer,0.31812725090036015
mean_CD_Ggrasslayer,0.31774309723889554
mean_stdpeakh,0.3157262905162065
mean_maxpeakh,0.3123649459783914
mean_maxHgrasslayer,0.3114045618247299
mean_meanpeakh,0.3091956782713085
mean_sdH,0.30631452581032415
sd_CD_Ggrasslayer,0.3049699879951981
meanH_plot,0.29373349339735894
sd_gapsize,0.2921008403361344
herbh_plot,0.29094837935174067
X75thPerc_plot,0.28547418967587035
horzcover_tree,0.2842661870208882
sd_nlayers,0.28105642256902763
sd_meanpeakh,0.2796158463385354
sd_maxpeakh,0.27740696278511406
sd_maxH,0.27471788715486195
sd_stdpeakh,0.27135654261704684
cv_cscore,0.2682833133253301
sd_sdH,0.2578151260504202
Y,0.23265306122448978
cv_VDR,0.2247779111644658
sd_sdH_vegtype_grass,0.2243937575030012
Cover0p0m_plot,0.22141656662665066
cscore_plot,0.21485746689688745
X100thPerc_plot,0.2068187274909964
cv_nlayers,0.19126050420168067
X,0.18972388955582234
sd_sdH_vegtype_woody,0.18622448979591838
X98thPerc_plot,0.18309723889555823
sd_VDR,0.18040816326530612
stdH_plot,0.1687875150060024
sd_sdH_vegtype_shrub,0.16869147659063624
mean_sdH_vegtype_woody,0.16622448979591836
stdpeakh_plot,0.15789101164794525
gapsize_plot,0.1564271583330956
maxpeakh_plot,0.15183689104297418
meanpeakh_plot,0.14036107190613153
cv_ptoh,0.0984873949579832
sd_cvH_vegtype_grass,0.05296518607442977
sd_cvH_vegtype_tree,0.05006587615283267
mean_sdH_vegtype_tree,0.043478260869565216
sd_cvH,0.006002400960384154
cv_maxHgrasslayer,0.0024489795918367346
mean_cvH_tree,-0.0017127799736495388
sd_sdH_vegtype_tree,-0.002635046113306983
VDRpeak_plot,-0.007312274689914525
nlayers_plot,-0.013445341547560856
horzcover_grass,-0.024057623049219688
cvpeakh_plot,-0.04128717777947792
sd_cvH_vegtype_woody,-0.05275510204081633
sd_ptoh,-0.07774309723889555
sd_cvH_vegtype_shrub,-0.081968787515006
mean_cvH_vegtype_woody,-0.08877551020408163
mean_ptoh,-0.12374549819927971
ptoh_plot,-0.19471788715486193
mean_cvH_vegtype_shrub,-0.2028811524609844
cv_CD_Ggrasslayer,-0.22180072028811523
horzcover_ground,-0.22900360144057624
cv_FHD,-0.2342857142857143
cv_meanpeakh,-0.24590636254501802
mean_VDR,-0.26751500600240097
VDR_plot,-0.2743409441276129
cv_CD_G,-0.27865546218487397
cv_maxpeakh,-0.3247539015606242
cv_CD_AboveGgrasslayer,-0.3356062424969988
cv_stdpeakh,-0.36893157262905163
cv_cvpeakh,-0.3700840336134454
cv_gapsize,-0.3720048019207683
cv_maxH,-0.3793037214885954
cv_CD_AboveG,-0.38266506602641054
cv_VDRpeak,-0.39274909963985594
