,Correlation,pvalue
mean_gapsize,0.82,1.8636613986821887e-05
sd_gapsize,0.8076923076923077,6.845525486333797e-06
mean_stdpeakh,0.7938461538461539,2.9112741846986993e-05
sd_stdpeakh,0.7907692307692308,1.0205464156398658e-05
sd_maxH,0.786923076923077,2.0028334196997887e-05
sd_maxpeakh,0.7846153846153846,2.1977355001903094e-05
sd_meanpeakh,0.7784615384615384,3.973221247783273e-05
mean_maxpeakh,0.7746153846153846,6.217348257042722e-05
mean_meanpeakh,0.7723076923076924,9.551863915800581e-05
sd_VDRpeak,0.77,1.029908964927301e-05
mean_VDRpeak,0.7630769230769231,4.45948032141203e-05
horzcover_tree,0.7623076923076924,0.00018043862611791156
Cover1p5m_plot,0.7584615384615384,3.364860233300411e-05
Cover0p5m_plot,0.7569230769230769,0.00019508452389608717
mean_cvpeakh,0.7530769230769231,8.918674717270086e-05
propMultiLayer,0.7492307692307693,4.771280257312416e-05
sd_FHD,0.7430769230769231,1.331008047172661e-05
sd_CD_AboveG,0.7415384615384616,2.700112382829697e-05
sd_sdH,0.7407692307692307,7.692540517801489e-05
mean_maxH,0.7392307692307692,0.00011445230668747325
horzcover_woody,0.7392307692307692,0.00011165297086488429
sd_nlayers,0.7361538461538462,8.372733669171194e-05
X25thPerc_plot,0.7315384615384616,0.0002489397900711611
Cover0p25m_plot,0.7292307692307692,0.00026198515218990446
FHD_plot,0.7223076923076923,0.00012291136873326028
sd_cscore,0.7207692307692307,4.510045320596315e-05
mean_CD_AboveG,0.7169230769230769,0.0002742822193718728
sd_cvpeakh,0.7076923076923077,3.906661571656438e-05
mean_sdH,0.6953846153846154,0.00029911550936180585
X98thPerc_plot,0.6846153846153846,0.0005110323168763173
stdH_plot,0.676923076923077,0.00043595734845079225
sd_maxHgrasslayer,0.6623076923076923,0.0013228953062298598
mean_nlayers,0.66,0.0008173823621782033
sd_CD_AboveGgrasslayer,0.6576923076923077,0.0008763656775417366
sd_PAI_AboveG,0.6538461538461539,0.0013722334609051659
X50thPerc_plot,0.6530769230769231,0.04399593244602157
meanH_plot,0.6484615384615384,0.0002797347400535596
mean_PAI_AboveG,0.6484615384615384,0.005744272824227509
mean_cscore,0.6438461538461538,0.0009819344568444447
sd_sdHgrasslayer,0.6369230769230769,0.0012106340111600878
sd_CD_G,0.6353846153846154,0.0001477885736002103
sd_herbh,0.6346153846153846,0.0011783975384185824
mean_CD_AboveGgrasslayer,0.6215384615384615,0.0041425123313953245
sd_sdH_vegtype_grass,0.6138461538461538,0.02271367731996266
X100thPerc_plot,0.61,0.0014501803920990845
mean_FHD,0.61,0.0017965303099410277
sd_PAI_G,0.6015384615384616,0.0008030282357259696
sd_CD_Ggrasslayer,0.5969230769230769,0.0006609115045895374
cscore_plot,0.5960647350498866,0.0016800945779654772
mean_sdH_vegtype_grass,0.5930769230769231,0.0033482997387799386
mean_sdHgrasslayer,0.5823076923076923,0.004735494081451813
Cover0p05m_plot,0.5746153846153846,0.003655501835996238
mean_cvHgrasslayer,0.5676923076923077,0.001959639203656931
mean_cvH_vegtype_grass,0.566923076923077,0.005482295444488086
horzcover_shrub,0.5623076923076923,0.007705134626585523
cv_cscore,0.5592307692307692,0.0038542758800647853
mean_maxHgrasslayer,0.5584615384615385,0.006005779807352283
mean_CD_G,0.5553846153846154,0.004628855201602402
mean_sdH_vegtype_shrub,0.5461538461538461,0.0003140813237263251
herbh_plot,0.5376923076923077,0.008840835165972229
mean_cvH,0.5361538461538462,0.009045059330914606
mean_herbh,0.5346153846153846,0.0050739098015544475
X75thPerc_plot,0.5292307692307693,0.0027706065106825745
cv_nlayers,0.5269230769230769,0.006146256433660625
mean_sdH_vegtype_tree,0.5238461538461539,0.0070754241328427015
mean_CD_Ggrasslayer,0.5192307692307693,0.012229536904776697
mean_PAI_G,0.5153846153846153,0.011133774237077846
mean_sdH_vegtype_woody,0.4938461538461538,0.012320810145099509
sd_cvHgrasslayer,0.4876923076923077,0.015473163253004107
sd_sdH_vegtype_woody,0.4746153846153846,0.006839928858127627
cv_herbh,0.4715384615384615,0.021012034577004
mean_cvH_tree,0.4276923076923077,0.05471961599094804
sd_sdH_vegtype_tree,0.4115384615384615,0.039968584832326334
sd_cvH_vegtype_tree,0.34,0.17050892744015503
Y,0.3330769230769231,0.1082423948555284
cv_VDR,0.32769230769230767,0.4985775840175542
sd_sdH_vegtype_shrub,0.3176923076923077,0.007618915358051383
Cover0p0m_plot,0.3038461538461538,0.13913758547306782
sd_VDR,0.29384615384615387,0.5998709656931356
cv_ptoh,0.26692307692307693,0.6848184295458912
sd_cvH,0.17692307692307693,0.5706740747734834
stdpeakh_plot,0.15028929631504895,0.3803017496264462
maxpeakh_plot,0.14514670078340963,0.34456628842974024
gapsize_plot,0.13415610289997884,0.41066657570640175
X,0.11384615384615385,0.5382084845287728
horzcover_grass,0.1076923076923077,0.6422612811382137
sd_cvH_vegtype_grass,0.1,0.5479019260391389
meanpeakh_plot,0.060886432866096754,0.43007873848432987
sd_cvH_vegtype_woody,-0.01,0.8422712485266587
sd_ptoh,-0.014615384615384615,0.7407719996723994
VDRpeak_plot,-0.01926785850192935,0.6726030613856366
sd_cvH_vegtype_shrub,-0.057692307692307696,0.6331740722551903
cv_maxHgrasslayer,-0.09461538461538462,0.7705815105889242
nlayers_plot,-0.12611440370049198,0.9000906572866896
mean_cvH_vegtype_woody,-0.1823076923076923,0.583432248596397
mean_ptoh,-0.22923076923076924,0.3832166487524409
cv_meanpeakh,-0.23692307692307693,0.08989902428095395
VDR_plot,-0.2627406564695771,0.1692860604379457
cvpeakh_plot,-0.2913300205491718,0.4997388966920515
mean_cvH_vegtype_shrub,-0.3261538461538461,0.3009549463614503
mean_VDR,-0.34923076923076923,0.1675307144294415
cv_FHD,-0.36153846153846153,0.17201727943786363
cv_CD_Ggrasslayer,-0.4123076923076923,0.08883873738643021
horzcover_ground,-0.4176923076923077,0.046812120126792416
ptoh_plot,-0.45153846153846156,0.0012001057231498591
cv_CD_G,-0.47384615384615386,0.0314215783764048
cv_maxH,-0.4846153846153846,0.04536298700426091
cv_maxpeakh,-0.5684615384615385,0.005966890051549598
cv_CD_AboveGgrasslayer,-0.5946153846153847,0.0011658102723021162
cv_CD_AboveG,-0.7,6.516298075313876e-05
cv_gapsize,-0.7138461538461538,4.127171432203927e-05
cv_stdpeakh,-0.7430769230769231,3.316362238482452e-05
cv_VDRpeak,-0.75,1.7197684843941917e-05
cv_cvpeakh,-0.7738461538461539,1.5229891624232359e-05
