,Simpson
sd_herbh,0.7
sd_CD_AboveG,0.6615384615384615
sd_PAI_AboveG,0.6515384615384615
sd_CD_G,0.6376923076923077
sd_CD_AboveGgrasslayer,0.6323076923076923
mean_PAI_AboveG,0.6153846153846154
mean_CD_AboveGgrasslayer,0.6069230769230769
sd_maxHgrasslayer,0.6053846153846154
Cover0p25m_plot,0.5823076923076923
mean_CD_AboveG,0.58
sd_sdHgrasslayer,0.5792307692307692
sd_PAI_G,0.5692307692307692
X25thPerc_plot,0.5576923076923077
Cover0p5m_plot,0.5484615384615384
FHD_plot,0.5376923076923077
sd_CD_Ggrasslayer,0.5261538461538462
mean_meanpeakh,0.4807692307692308
Cover1p5m_plot,0.458690677631424
mean_herbh,0.4584615384615385
Cover0p05m_plot,0.4492307692307692
mean_maxHgrasslayer,0.4461538461538462
mean_maxH,0.4330769230769231
mean_CD_G,0.4307692307692308
cv_herbh,0.42615384615384616
mean_sdHgrasslayer,0.42153846153846153
mean_maxpeakh,0.42
X50thPerc_plot,0.4153846153846154
horzcover_shrub,0.40923076923076923
mean_nlayers,0.4046153846153846
horzcover_woody,0.3969994303097451
mean_FHD,0.3930769230769231
mean_cvHgrasslayer,0.3923076923076923
sd_cvpeakh,0.3893056429006415
mean_cscore,0.3769230769230769
sd_FHD,0.3707692307692308
mean_PAI_G,0.3707692307692308
herbh_plot,0.37
mean_sdH,0.3676923076923077
mean_cvpeakh,0.3662242806733308
sd_gapsize,0.3600692507460479
propMultiLayer,0.3600692507460479
sd_VDRpeak,0.3577611145233168
mean_gapsize,0.3577611145233168
mean_CD_Ggrasslayer,0.3553846153846154
mean_stdpeakh,0.3531448420778547
sd_sdH_vegtype_shrub,0.3523076923076923
mean_VDRpeak,0.34775919089148216
sd_meanpeakh,0.32846153846153847
mean_sdH_vegtype_grass,0.31153846153846154
cscore_plot,0.3082262386384347
X100thPerc_plot,0.30615384615384617
sd_maxpeakh,0.2915384615384615
sd_maxH,0.28615384615384615
sd_stdpeakh,0.28236199791410166
mean_cvH,0.27076923076923076
Cover0p0m_plot,0.27076923076923076
cv_VDR,0.27076923076923076
horzcover_tree,0.2637755529130263
gapsize_plot,0.2590786742594102
sd_sdH_vegtype_woody,0.25889328063241107
sd_sdH,0.25461538461538463
sd_cscore,0.2453846153846154
Y,0.2423076923076923
mean_cvH_vegtype_grass,0.2423076923076923
stdpeakh_plot,0.2353782708810021
VDRpeak_plot,0.2311441533426057
X98thPerc_plot,0.22076923076923077
nlayers_plot,0.22042647318406966
maxpeakh_plot,0.21985994492177693
meanpeakh_plot,0.20496487184619358
sd_VDR,0.20461538461538462
stdH_plot,0.19846153846153847
meanH_plot,0.18615384615384614
mean_sdH_vegtype_shrub,0.18461538461538463
cvpeakh_plot,0.17468569194309083
sd_nlayers,0.16076923076923078
sd_cvHgrasslayer,0.15461538461538463
horzcover_grass,0.14461538461538462
cv_nlayers,0.12230769230769231
X75thPerc_plot,0.10692307692307693
mean_sdH_vegtype_woody,0.09683794466403162
X,0.07307692307692308
sd_sdH_vegtype_grass,0.07076923076923076
cv_cscore,0.04923076923076923
cv_meanpeakh,0.036153846153846154
ptoh_plot,0.013076923076923076
cv_ptoh,-0.01
sd_cvH_vegtype_grass,-0.012307692307692308
cv_maxHgrasslayer,-0.054615384615384614
mean_cvH_tree,-0.055944055944055944
sd_cvH_vegtype_woody,-0.08201581027667984
mean_ptoh,-0.09692307692307692
sd_ptoh,-0.13153846153846155
sd_cvH,-0.14923076923076922
cv_maxpeakh,-0.15846153846153846
mean_VDR,-0.21769230769230768
VDR_plot,-0.22190338399706103
mean_sdH_vegtype_tree,-0.22377622377622378
horzcover_ground,-0.24076923076923076
cv_CD_Ggrasslayer,-0.2469230769230769
sd_cvH_vegtype_shrub,-0.2469230769230769
cv_FHD,-0.25
cv_maxH,-0.28846153846153844
sd_cvH_vegtype_tree,-0.2937062937062937
cv_CD_G,-0.3007692307692308
sd_sdH_vegtype_tree,-0.35664335664335667
mean_cvH_vegtype_woody,-0.3893280632411067
cv_stdpeakh,-0.43478260869565216
cv_gapsize,-0.43873517786561267
cv_cvpeakh,-0.4505928853754941
cv_VDRpeak,-0.46047430830039526
cv_CD_AboveG,-0.4646153846153846
mean_cvH_vegtype_shrub,-0.5269230769230769
cv_CD_AboveGgrasslayer,-0.5546153846153846
