,logRichness
X,0.5134178511753585
mean_cvH_tree,0.5084264296494972
VDRpeak_plot,0.4817406504571564
sd_cvH_vegtype_tree,0.45490785810744494
horzcover_grass,0.42964967545727367
sd_cvH_vegtype_woody,0.4014695979115585
mean_PAI_G,0.38371228877316266
Cover0p0m_plot,0.3578483819846296
mean_CD_Ggrasslayer,0.3566902966060385
mean_cvH_vegtype_woody,0.3563042681465082
herbh_plot,0.31036688146239716
cv_CD_AboveG,0.30843673916474545
cv_stdpeakh,0.30843673916474545
sd_PAI_G,0.30496248302897233
cv_VDRpeak,0.29994411305507784
cv_gapsize,0.29801397075742614
sd_sdH_vegtype_shrub,0.2899073731072889
mean_herbh,0.2872051738905765
Y,0.2771684339427875
ptoh_plot,0.27292212088795376
gapsize_plot,0.2656317890664444
cv_cvpeakh,0.24126778720646547
mean_cvH_vegtype_shrub,0.22737076266337305
cv_maxpeakh,0.2227384211490089
mean_CD_G,0.2088413966059165
sd_cvH_vegtype_shrub,0.19610245744141513
mean_sdH_vegtype_tree,0.19276596601720705
cv_maxH,0.192628201305642
Cover0p05m_plot,0.18606571749362616
mean_maxHgrasslayer,0.17911720522207997
mean_sdHgrasslayer,0.08415420417761516
stdpeakh_plot,0.07803780100871263
maxpeakh_plot,0.07437536455601929
mean_cvHgrasslayer,0.06562483812015861
sd_sdH_vegtype_woody,0.05944838276767309
mean_sdH_vegtype_woody,0.04979767127941447
mean_sdH_vegtype_shrub,0.04014695979115585
sd_cvH,0.02200362219322965
meanpeakh_plot,0.02105880964422945
cv_meanpeakh,0.01544113838121379
sd_CD_Ggrasslayer,-0.013124967624031722
mean_CD_AboveGgrasslayer,-0.029724191383836546
mean_cvH_vegtype_grass,-0.033198447519609646
mean_VDR,-0.04130504516974689
mean_PAI_AboveG,-0.05713221201049102
cv_CD_AboveGgrasslayer,-0.05944838276767309
X100thPerc_plot,-0.06137852506532481
cscore_plot,-0.0736376159108511
nlayers_plot,-0.07459471175969129
cv_VDR,-0.10731591174943583
sd_PAI_AboveG,-0.1096320825066179
VDR_plot,-0.11853353417847469
sd_sdH,-0.1258452778068924
mean_cvH,-0.12816144856407446
sd_CD_AboveGgrasslayer,-0.12893350548313515
sd_sdHgrasslayer,-0.12970556240219583
mean_FHD,-0.13009159086172617
FHD_plot,-0.13510996083562066
sd_maxHgrasslayer,-0.14128641618810617
X98thPerc_plot,-0.14437464386434892
mean_sdH_vegtype_grass,-0.14862095691918273
cv_cscore,-0.15132315613589514
stdH_plot,-0.15209521305495582
sd_sdH_vegtype_tree,-0.1565913759934124
sd_herbh,-0.15904372532650204
mean_meanpeakh,-0.16792237989569997
sd_gapsize,-0.16946649373382133
sd_stdpeakh,-0.17564294908630684
sd_maxpeakh,-0.17564294908630684
X25thPerc_plot,-0.17834514830301926
sd_CD_G,-0.17834514830301926
mean_ptoh,-0.18220543289832272
cvpeakh_plot,-0.1947081767742137
Cover1p5m_plot,-0.19533040052235442
mean_cscore,-0.1957164289818848
sd_maxH,-0.19648848590094548
sd_meanpeakh,-0.1976465712795365
cv_FHD,-0.20575316892967374
mean_maxH,-0.2165619657965234
cv_nlayers,-0.22196636422994823
mean_sdH,-0.22312444960853925
horzcover_woody,-0.22544062036572132
horzcover_shrub,-0.226212677284782
mean_cvpeakh,-0.22891487650149442
Cover0p5m_plot,-0.23431927493491925
mean_maxpeakh,-0.23663544569210132
mean_gapsize,-0.24474204334223856
cv_CD_G,-0.24628615718035995
sd_VDR,-0.24976041331613305
sd_cvpeakh,-0.2520765840733151
mean_stdpeakh,-0.25439275483049717
sd_CD_AboveG,-0.2570949540472096
horzcover_tree,-0.2640942585605104
cv_maxHgrasslayer,-0.27253609242842336
Cover0p25m_plot,-0.2740802062665448
sd_VDRpeak,-0.2787125477809089
mean_nlayers,-0.2814147469976213
mean_VDRpeak,-0.2864331169715158
sd_cscore,-0.2899073731072889
sd_nlayers,-0.2906794300263496
meanH_plot,-0.29222354386447097
propMultiLayer,-0.3030323407313206
mean_CD_AboveG,-0.31615730835535233
X50thPerc_plot,-0.33352858903421784
horzcover_ground,-0.3802380326373896
cv_ptoh,-0.3914328579637696
sd_cvHgrasslayer,-0.4118923663188778
cv_herbh,-0.41806882167136333
cv_CD_Ggrasslayer,-0.4246313054833792
X75thPerc_plot,-0.4331239315930468
sd_FHD,-0.4358261308097592
sd_ptoh,-0.452425354569564
sd_cvH_vegtype_grass,-0.47134074908655094
sd_sdH_vegtype_grass,-0.4875539443868254
