,logRichness
X,0.40890374993986267
mean_PAI_G,0.36371596352188795
Y,0.35572749435747497
mean_CD_Ggrasslayer,0.34725779211086844
mean_maxHgrasslayer,0.3451403665492168
sd_PAI_G,0.34095363873413287
mean_herbh,0.33787374700809414
sd_PAI_AboveG,0.32492857709708756
mean_PAI_AboveG,0.3177582041724036
mean_sdHgrasslayer,0.31477455906280355
herbh_plot,0.31434144928882934
mean_CD_G,0.31361959966553904
mean_sdH_vegtype_tree,0.31256088688471323
mean_cvH_tree,0.3083741590696293
mean_CD_AboveGgrasslayer,0.3078448026792164
sd_cvH_vegtype_tree,0.3037543214805712
sd_CD_AboveGgrasslayer,0.2978832778778098
sd_herbh,0.29581397562437756
Cover0p05m_plot,0.29210848089148717
sd_CD_Ggrasslayer,0.27897081774760313
horzcover_grass,0.27603529594622245
sd_sdH_vegtype_tree,0.2630420027269965
sd_maxHgrasslayer,0.2605877140078094
sd_sdH_vegtype_shrub,0.25606412303519
sd_sdH_vegtype_woody,0.2478350373296802
mean_cvH_vegtype_grass,0.24388892605569307
Cover0p0m_plot,0.2314731125350994
mean_sdH_vegtype_woody,0.2249764659254864
sd_cvH_vegtype_woody,0.20904765090487978
mean_cvHgrasslayer,0.20861454113090558
sd_sdHgrasslayer,0.2079408148158346
mean_sdH_vegtype_shrub,0.1931669591924925
stdH_plot,0.1837829140897182
sd_CD_G,0.17906682988422137
sd_CD_AboveG,0.17627567800749877
X98thPerc_plot,0.17367701936365357
mean_sdH_vegtype_grass,0.16939404493213095
cv_cscore,0.16525544042526638
sd_cvH_vegtype_shrub,0.15418707953481464
sd_sdH,0.13436027654844024
cscore_plot,0.12901443437498547
mean_FHD,0.12319566904154977
X100thPerc_plot,0.12030827054838845
sd_gapsize,0.1167952690483755
horzcover_shrub,0.11482221341138193
sd_cvpeakh,0.1118385683017819
sd_stdpeakh,0.1104429923634206
sd_meanpeakh,0.10822932018533025
mean_CD_AboveG,0.10572690815792378
mean_cvH_vegtype_woody,0.10317637282229794
Cover0p25m_plot,0.10072208410311081
FHD_plot,0.1000964810962592
cv_nlayers,0.0974015758359753
sd_maxH,0.09648723297980755
sd_maxpeakh,0.09586162997295591
mean_gapsize,0.09446605403459461
mean_cvH,0.09364795779486557
mean_stdpeakh,0.09133803900033652
Cover1p5m_plot,0.08883562697293003
mean_VDRpeak,0.08604447509620743
horzcover_tree,0.08575573524689128
horzcover_woody,0.08330144652770416
mean_meanpeakh,0.08291646006194932
propMultiLayer,0.08205024051400092
mean_cvpeakh,0.0817615006646848
sd_VDRpeak,0.0805584179592009
Cover0p5m_plot,0.07954782848659445
sd_nlayers,0.07906659540440089
mean_maxH,0.07810412924001378
mean_maxpeakh,0.077863512698917
X25thPerc_plot,0.0768047999180912
mean_sdH,0.07261807210300728
mean_cscore,0.06924944052765239
cv_VDR,0.06761324804819431
sd_cscore,0.06207906760296844
mean_nlayers,0.061212848055020044
meanH_plot,0.04879703453442636
cv_herbh,0.046535239048116656
meanpeakh_plot,0.0311695723889111
sd_FHD,0.02906647816449065
X50thPerc_plot,0.027045299219277723
nlayers_plot,0.02040666685559808
gapsize_plot,0.013174066439432508
cvpeakh_plot,0.009747310486067104
mean_cvH_vegtype_shrub,0.007122249616464596
stdpeakh_plot,0.003634182428138599
maxpeakh_plot,-0.0015661900467858305
X75thPerc_plot,-0.003513001500012943
sd_cvHgrasslayer,-0.0037054947328903644
cv_meanpeakh,-0.014436992465806615
sd_VDR,-0.019634309753496997
cv_ptoh,-0.05519743452760062
cv_maxH,-0.057988586404323236
sd_sdH_vegtype_grass,-0.059624778883781315
sd_cvH,-0.06429273978105879
cv_maxpeakh,-0.07223308563725243
cv_VDRpeak,-0.07993281495234929
cv_gapsize,-0.08282021344551062
cv_cvpeakh,-0.08291646006194932
cv_stdpeakh,-0.08888375028114939
cv_CD_AboveG,-0.09268549163047847
sd_ptoh,-0.14186751263065966
sd_cvH_vegtype_grass,-0.18633344942534405
VDRpeak_plot,-0.1872385552299313
VDR_plot,-0.20590221066059072
ptoh_plot,-0.21852794262409278
cv_maxHgrasslayer,-0.22512083585014447
mean_VDR,-0.23089563283646714
cv_FHD,-0.2632826192680933
cv_CD_G,-0.28652617713804196
horzcover_ground,-0.2969208117134227
cv_CD_AboveGgrasslayer,-0.3108284477888164
mean_ptoh,-0.3225224116861198
cv_CD_Ggrasslayer,-0.3552462612752814
