,Correlation,pvalue
sd_nlayers,0.6333681277426988,0.0006666824396381064
cv_nlayers,0.5924807821027925,0.009508358110981704
mean_stdpeakh,0.5735800279862321,0.0007972365445851131
mean_gapsize,0.571265649931143,0.0006667546270896268
mean_sdH_vegtype_shrub,0.555450733221368,0.00680076882229297
horzcover_tree,0.5537272681694769,0.00321020743150091
mean_maxpeakh,0.5469646803527082,0.0011991247425458763
mean_maxH,0.5431073835942265,0.0011788577673798603
mean_nlayers,0.5342356010497186,0.015026635190653594
mean_meanpeakh,0.5307640339670849,0.0017978861685398302
X25thPerc_plot,0.5288353855878442,0.050894398077595396
mean_CD_AboveG,0.5257495481810588,0.000679293382107983
mean_sdH,0.5211207920708807,0.0016944623149590056
sd_stdpeakh,0.519577873367488,0.019678679780415886
Cover0p25m_plot,0.519577873367488,0.000837239968238459
propMultiLayer,0.5176492249882472,0.0005784992996600465
Cover0p5m_plot,0.5168777656365507,0.0007326444014546217
sd_gapsize,0.5157205766090063,0.019373300273890316
sd_cvpeakh,0.5145633875814617,0.0032870490856202013
sd_maxH,0.5130204688780691,0.024961426926748145
mean_VDRpeak,0.5126347392022209,0.0006176266430609128
cv_VDR,0.51070609082298,0.12792141177535002
sd_VDRpeak,0.51070609082298,0.0052268778457117
horzcover_woody,0.5072345237403465,0.0007099991796218908
sd_meanpeakh,0.5041486863335611,0.028540079419163283
sd_maxpeakh,0.5018343082784721,0.022927117419076284
sd_CD_AboveG,0.4999056598992312,0.001435769818533859
mean_cvpeakh,0.49951993022338304,0.0005472035221797582
Cover1p5m_plot,0.49951993022338304,0.00034499939570773754
sd_cscore,0.4956626334649013,0.0015835336731118961
FHD_plot,0.49489117411320493,0.0015688269003378333
sd_sdH,0.4929625257339641,0.032412314358085594
sd_herbh,0.47946198707927806,0.004515159174658105
mean_sdH_vegtype_woody,0.47251885291401097,0.283492712985098
sd_VDR,0.4709759342106183,0.08534064467247957
sd_FHD,0.47059020453477013,0.00271920893982973
mean_cscore,0.4702044748589219,0.003725480447024483
sd_PAI_AboveG,0.4563182065283877,0.0053276578534368416
sd_CD_AboveGgrasslayer,0.4443605865770944,0.003921418078323949
mean_FHD,0.4439748569012462,0.003983309374205705
X50thPerc_plot,0.4378031820876755,0.005484011501678134
mean_CD_AboveGgrasslayer,0.42391691375714124,0.006943032899334591
mean_PAI_AboveG,0.42391691375714124,0.010160127089181455
cv_cscore,0.42237399505374856,0.03794837003277303
meanH_plot,0.4219882653779004,0.023568869542692376
sd_CD_G,0.4204453466745077,0.00792839891733512
mean_cvHgrasslayer,0.4177452389435705,0.008811987558160561
mean_cvH,0.4111878344541516,0.029382693943591526
sd_maxHgrasslayer,0.4042447002888845,0.0075278463765684756
sd_CD_Ggrasslayer,0.4027017815854918,0.012343108506218333
sd_sdHgrasslayer,0.4015445925579473,0.006800066531203223
X100thPerc_plot,0.3888155132549576,0.09386233941923981
cscore_plot,0.3863383573694823,0.08580498336839239
sd_sdH_vegtype_shrub,0.3861154055240204,0.06642031517123417
Y,0.3841867571447795,0.027709556326833324
sd_sdH_vegtype_woody,0.3737720558968789,0.2530590519968815
cv_herbh,0.3706862184900935,0.02639190795556672
mean_CD_G,0.3683718404350045,0.03583841623626584
sd_PAI_G,0.3649002733523709,0.018566217699952186
Cover0p05m_plot,0.3610429765938892,0.034386289226062926
mean_cvH_tree,0.3401222111795188,0.11769387195112901
X75thPerc_plot,0.33635627733960616,0.05975705871922194
mean_sdH_vegtype_tree,0.3355973037137159,0.4886298916808698
stdH_plot,0.33404189928451716,0.2376365374833842
horzcover_shrub,0.3332704399328208,0.015056250963644676
mean_sdHgrasslayer,0.33018460252603543,0.01259458529971466
