,logRichness
Cover0p5m_plot,0.4621041516661103
Cover0p25m_plot,0.4455177756046389
sd_nlayers,0.44358912722539806
sd_CD_AboveG,0.4304743182465602
FHD_plot,0.4281599401914712
sd_PAI_AboveG,0.4273884808397748
sd_herbh,0.4158165905643297
mean_meanpeakh,0.41273075315754426
mean_CD_AboveG,0.39884448482701007
mean_CD_AboveGgrasslayer,0.39691583644776923
cv_nlayers,0.39498718806852834
mean_PAI_AboveG,0.3915156209858948
sd_sdHgrasslayer,0.3868868648757167
Y,0.3841867571447795
cv_VDR,0.3668289217316118
sd_CD_AboveGgrasslayer,0.360657246918041
mean_sdH,0.3598857875663447
sd_PAI_G,0.3587285985388002
mean_cvHgrasslayer,0.3540998424286221
mean_maxpeakh,0.3510140050218367
sd_maxHgrasslayer,0.35062827534598856
mean_gapsize,0.34703058649489993
mean_stdpeakh,0.34548737099075366
mean_cscore,0.33828492571884705
horzcover_tree,0.3381616643135385
sd_CD_G,0.33519908831206163
sd_gapsize,0.3339132547096564
mean_maxH,0.324784387064161
horzcover_woody,0.32349655005666883
mean_cvH,0.32324146836076834
sd_CD_Ggrasslayer,0.3228557386849201
Cover0p05m_plot,0.32247000900907197
sd_sdH,0.3209270903056793
mean_herbh,0.32054136062983113
mean_FHD,0.3201556309539829
mean_CD_G,0.3178412528988939
cv_cscore,0.31552687484380487
cscore_plot,0.3120172111800514
sd_cvpeakh,0.31192243377557155
sd_cscore,0.30935520003023415
propMultiLayer,0.301505729122584
mean_cvpeakh,0.3011199252465474
sd_maxpeakh,0.30048341748572616
sd_maxH,0.2954689316996999
X,0.29508320202385174
sd_stdpeakh,0.2941754554778891
sd_VDR,0.2927688239687627
sd_VDRpeak,0.2922464360977062
mean_nlayers,0.29122590526537
X100thPerc_plot,0.28968298656197733
Cover1p5m_plot,0.2880930681944691
mean_VDRpeak,0.286073574081121
sd_meanpeakh,0.2842827711001029
mean_sdHgrasslayer,0.280039744665773
X75thPerc_plot,0.2727108808246578
sd_sdH_vegtype_grass,0.2719394214729614
mean_PAI_G,0.2657677466593907
mean_sdH_vegtype_grass,0.25998180152166805
X50thPerc_plot,0.25188147832885643
X25thPerc_plot,0.25188147832885643
mean_maxHgrasslayer,0.2511100189771601
herbh_plot,0.25072428930131196
meanH_plot,0.24416688481189303
X98thPerc_plot,0.2430096957843485
mean_CD_Ggrasslayer,0.23220926486059967
cv_herbh,0.22989488680551065
stdH_plot,0.2210231042610027
mean_cvH_vegtype_grass,0.21562288879912828
gapsize_plot,0.2135288628846938
horzcover_shrub,0.21330851074403923
stdpeakh_plot,0.21108854134765961
sd_FHD,0.18939327084145255
maxpeakh_plot,0.18724737913295805
meanpeakh_plot,0.18088387323032418
Cover0p0m_plot,0.1735783541316775
sd_cvH_vegtype_shrub,0.16123500450453598
mean_sdH_vegtype_tree,0.1375714866667782
sd_sdH_vegtype_tree,0.13051653863258444
nlayers_plot,0.12595103026629778
sd_sdH_vegtype_shrub,0.10877576858918457
mean_sdH_vegtype_woody,0.09358775400532737
cvpeakh_plot,0.09247316876043499
sd_cvHgrasslayer,0.05091631721195873
mean_cvH_tree,0.04232968820516253
mean_sdH_vegtype_shrub,0.04011588628820991
sd_cvH_vegtype_grass,0.037415778557272704
sd_sdH_vegtype_woody,0.03317661120823774
sd_cvH,0.030472644392005605
horzcover_grass,0.02970118504030926
mean_cvH_vegtype_woody,0.017331065556542104
mean_cvH_vegtype_shrub,0.0069431341652671
sd_cvH_vegtype_tree,0.0
cv_meanpeakh,-0.0138862683305342
VDRpeak_plot,-0.025561961003569545
cv_maxHgrasslayer,-0.03240129277124647
cv_maxH,-0.033944211474639156
ptoh_plot,-0.035872859853880015
cv_ptoh,-0.04937339850856604
sd_cvH_vegtype_woody,-0.07774220835363173
mean_ptoh,-0.09064647382432048
sd_ptoh,-0.0972038783137394
horzcover_ground,-0.1041470124790065
cv_FHD,-0.12034765886462974
cv_CD_Ggrasslayer,-0.13307673816761942
cv_CD_G,-0.16624949029056224
cv_maxpeakh,-0.2040509985236831
VDR_plot,-0.24955823003195443
cv_stdpeakh,-0.25501425033197667
cv_gapsize,-0.25699494353843866
cv_VDRpeak,-0.2787825688095201
cv_cvpeakh,-0.2941329411596003
cv_CD_AboveG,-0.34252795215317694
cv_CD_AboveGgrasslayer,-0.3571856798354075
mean_VDR,-0.3946014583926802
