Site,max(maxH),mean(maxH),sd(maxH),cv(maxH),median(maxH),iqr(maxH),mean(sdH),sd(sdH),mean(cvH),sd(cvH),cover_ground_maxH,cover_grass_maxH,cover_shrub_maxH,cover_tree_maxH,cover_woody_maxH,mean(sdH)_grass,sd(sdH)_grass,mean(cvH)_grass,sd(cvH)_grass,mean(sdH)_shrub,sd(sdH)_shrub,mean(cvH)_shrub,sd(cvH)_shrub,mean(sdH)_tree,sd(sdH)_tree,mean(cvH)_tree,sd(cvH)_tree,mean(sdH)_woody,sd(sdH)_woody,mean(cvH)_woody,sd(cvH)_woody,mean(coverG),sd(coverG),cv(coverG),median(coverG),iqr(coverG),max(coverG),mean(nlayers),sd(nlayers),cv(nlayers),median(nlayers),iqr(nlayers),max(nlayers),propMultiLayer,mean(gapsize),sd(gapsize),cv(gapsize),median(gapsize),iqr(gapsize),max(gapsize),mean(maxpeakh),sd(maxpeakh),cv(maxpeakh),median(maxpeakh),iqr(maxpeakh),max(maxpeakh),mean(ptoh),sd(ptoh),cv(ptoh),median(ptoh),iqr(ptoh),max(ptoh),mean(cscore),sd(cscore),cv(cscore),median(cscore),iqr(cscore),max(cscore),mean(FHD),sd(FHD),cv(FHD),median(FHD),iqr(FHD),max(FHD),mean(VDR),sd(VDR),cv(VDR),median(VDR),iqr(VDR),max(VDR),mean(VDRpeak),sd(VDRpeak),cv(VDRpeak),median(VDRpeak),iqr(VDRpeak),max(VDRpeak),mean(meanpeakh),sd(meanpeakh),cv(meanpeakh),median(meanpeakh),iqr(meanpeakh),max(meanpeakh),mean(stdpeakh),sd(stdpeakh),cv(stdpeakh),median(stdpeakh),iqr(stdpeakh),max(stdpeakh),mean(cvpeakh),sd(cvpeakh),cv(cvpeakh),median(cvpeakh),iqr(cvpeakh),max(cvpeakh),mean(herbh),sd(herbh),cv(herbh),median(herbh),iqr(herbh),max(herbh),25thPerc_plot,50thPerc_plot,75thPerc_plot,98thPerc_plot,100thPerc_plot,meanH_plot,stdH_plot,Cover0p0m_plot,Cover0p05m_plot,Cover0p5m_plot,Cover1p0m_plot,Cover3p0m_plot,nlayers_plot,gapsize_plot,maxpeakh_plot,ptoh_plot,cscore_plot,FHD_plot,VDR_plot,VDRpeak_plot,meanpeakh_plot,stdpeakh_plot,cvpeakh_plot,herbh_plot,Treatment,Soil
3B,10.56334259033203,0.8145147754431397,2.138066009576255,2.6249566908261825,0.17018583416938782,0.12698411270976068,0.26199657888616673,0.7656931360331164,0.3751498891685981,0.28201750907529155,0.025415614936025763,0.8155627121594569,0.09026024893376274,0.06876142397075463,0.11106275567934545,0.03406217249583154,0.02697220337470031,0.3085606632216921,0.19769802056761496,0.3652593019627674,0.20428307593465495,0.8109367388356313,0.3650020199505122,2.9267623321542255,0.8404826305643769,0.5929094891911237,0.37351784169702557,2.014797545315517,1.3418471730695973,0.6616857244117479,0.38804082827296055,0.2613906725604318,0.22004588959015167,0.8418276269566525,0.19047619047619047,0.2481060606060606,1.0,0.5004787187744799,0.6209732229910759,1.2407584972077341,0.0,1.0,4,0.05126642875794238,0.3767647314822874,1.6883911084857122,4.481287571273341,0.0,0.0,9.95,0.616655061363043,2.070190773444536,3.357129298296238,0.0,0.05,10.0,0.20106094838559752,0.3408748004657311,1.6953804465897406,0.0,0.2716872290677523,7.470822166152072,0.08161067107668205,0.051942318095654375,0.6364647834699086,0.0625,0.0,0.6875,0.5633783384789063,0.3784824433732891,0.6718086541899588,0.4949176785122262,0.3066496780583608,2.887829723133624,0.8410586923573532,0.19968045620507333,0.23741560252519464,0.8793044686317444,0.19964063167572021,1.0,0.02376315088938494,0.10420788139209881,4.385272049029859,0.0,0.0,0.85,0.419020729973598,1.3952450893729398,3.32977580717988,0.0,0.05,10.0,0.19435284977013056,0.8641386279345816,4.446235951552217,0.0,0.0,4.975,0.06277955874140956,0.32424137551397264,5.1647603457923354,0.0,0.0,9.666666666666666,0.27883824498085985,0.8377167181077604,3.004310682579656,0.0,0.17274883910630648,7.707893540495586,0.07448048517107964,0.15629848837852478,1.1477853655815125,9.382672805786132,10.710474014282227,1.6740805,2.9994977,0.5860188041796942,0.26789458335251787,0.0593192907416777,0.050640307388476316,0.03335539035528348,3,7.95,9.5,1.037919282129947,0.75,1.0324283275092876,0.99769163,0.15789473684210525,5.8500000000000005,4.146685423323067,1.4107653228519883,0.7651139230307503,Inside,Black
3a,7.107881307601929,1.0452588846594493,1.465896360224618,1.4024242048918,0.261113124191761,1.2716216533879445,0.3033595919722961,0.4606898487230238,0.5111023538556057,0.32113687350010467,0.007574438446804806,0.6378199547274943,0.2280167160020895,0.12658889082361136,0.2907017238377155,0.04578956321631154,0.02814947110016621,0.39812190453711366,0.16314688591152324,0.4893499904907116,0.26857213561484444,0.7991581518553589,0.4377249418719152,1.2842684375350217,0.4223599293022596,0.5614989403383552,0.336092786556796,0.8971652587740168,0.4740680787906556,0.6775057203769206,0.41939370751727106,0.46337255660847604,0.2477027279801441,0.5345649509179696,0.43478260869565216,0.39426008260122664,1.0,0.9282604910325614,0.5210931801882397,0.5613652473871807,1.0,0.0,3,0.09724882465610309,0.32001131812641476,1.027435457793385,3.2106222486403277,0.0,0.0,6.45,0.7192625805328224,1.3178741361489636,1.8322573310746901,0.05,0.45,6.5,0.44823158232366844,0.5075425356265587,1.1323221201759535,0.2816885300805885,0.6176504308493329,7.502245792981016,0.10767183963085496,0.0745166639717244,0.6920719867627353,0.0625,0.0625,0.53125,0.8406788397708014,0.46456476849707895,0.5526067108144838,0.6775749596290706,0.4405279863424867,2.5589425305782445,0.7414451944441494,0.22128755541025058,0.298454365971239,0.8036407232284546,0.2568400055170059,1.0,0.04381158001989884,0.13507215667597602,3.0830240912249094,0.0,0.0,0.6666666666666666,0.5564368216379361,0.9684434141442175,1.7404373263679647,0.05,0.45,6.5,0.1616136370368246,0.5188237861259848,3.210272323787675,0.0,0.0,3.225,0.12638279417023743,0.4221184190322184,3.3399991019634014,0.0,0.0,7.0,0.621691398614343,0.7841312140799831,1.2612868954399146,0.33321475795050043,0.7537478395470545,6.022730401797319,0.09048725292086601,0.23357822000980377,2.020114481449127,5.109954071044921,7.171066761016846,1.1532933,1.4838076,0.7158340297376902,0.4927343214841048,0.17844157588625106,0.15088403702392053,0.060009710008295754,2,2.45,2.5,0.481968557093082,0.53125,1.6092216179295424,0.99174696,0.49000000000000005,1.275,1.2249999999999999,1.0408163265306123,0.9515869128712794,Inside,Black
3C,7.81433292388916,0.45563600515403024,0.784261587091131,1.721245859018554,0.1831895975768566,0.11569960594177256,0.1113971898254932,0.22928001621916855,0.3565188566742969,0.25202245051450206,0.011401218450826806,0.8318537859007833,0.13481288076588338,0.02193211488250653,0.1123585726718886,0.04021705440726187,0.02650338744065093,0.30721917818511,0.18837779044666156,0.40256844263877345,0.22337475930939213,0.6459626785082108,0.3481176855815286,1.079288045328761,0.6379654796599409,0.4472245986541205,0.39591714034685943,0.6230323987758316,0.39893532194984255,0.5852860130305572,0.394167294527198,0.34388031758449283,0.24499941988213939,0.7124554891744916,0.2597402597402597,0.306951871657754,1.0,0.6244560487380331,0.52047108693266,0.8334791343353677,1.0,1.0,3,0.016449086161879897,0.0537946040034813,0.4435957155528794,8.246100585184571,0.0,0.0,7.45,0.247219321148825,0.7071860820768916,2.860561540217031,0.05,0.05,7.5,0.2734019581621092,0.4152789760601365,1.518931974195677,0.18971779362495383,0.30381512211895656,4.459264879302448,0.07703165796344648,0.03772465350258334,0.48972921653178836,0.0625,0.0,0.4375,0.6130003917824758,0.29935292410774605,0.48834051025202596,0.5676566971046662,0.2249033735845985,2.4285505715030853,0.8157033960916121,0.18577926276819598,0.2277534501613513,0.8506411015987396,0.14968933165073395,1.0,0.00769213817320867,0.05987120636313631,7.783428354376772,0.0,0.0,0.7333333333333333,0.21912895271250366,0.5748323327432106,2.623260530512316,0.05,0.05,6.0,0.027583236295250325,0.22868560945692598,8.290746125983206,0.0,0.0,3.725,0.01937283673893197,0.1545401036038561,7.977154078488143,0.0,0.0,3.6666666666666665,0.33203970160453966,0.5812342749181605,1.7504963174867936,0.084103784382547,0.446116384607608,4.3930955382753645,0.10941246896982193,0.16067585349082947,0.4587901830673218,3.4705123329162597,7.967620849609375,0.579082,0.93844485,0.646416298920457,0.35322060988509013,0.07545854904073618,0.06066461005086836,0.009261378208882275,3,5.95,8.0,2.568801542338587,0.5625,1.0548154854997431,0.9959324,0.25,4.683333333333334,3.3764708729019945,1.3870498249872723,0.8567516933559989,Inside,Black
3D,10.011302871704101,0.952848436695193,2.0933971368287803,2.196988583084004,0.15534587115049364,0.13704643070697795,0.25352248853611214,0.6252090508908917,0.33022857037531633,0.29454547937271053,0.01009661415266777,0.8052049786752546,0.07250413438941597,0.11219427278266168,0.1515362520671947,0.027573968311576824,0.02164455952542211,0.24808175332005317,0.14233594711930275,0.41883753486076036,0.2849196954988125,0.957861276973934,0.434025964021237,1.7911104913902107,0.8210777462583848,0.5141868015480013,0.4018602057563074,1.4843119410525136,0.8859803042304438,0.6253924172620979,0.4695960373485235,0.70843553527888,0.22626566070472684,0.31938779103684567,0.782608695652174,0.24085365853658536,1.0,1.0383845417355733,0.46254737646183,0.4454490199639534,1.0,0.0,4,0.08773609539559579,0.416837844895117,1.4406979569258616,3.456255171092644,0.0,0.0,9.45,1.031638959004265,1.9056459726572712,1.8472024112937684,0.5,0.0,10.0,2.0491081399073674,1.475247591469682,0.7199461867036322,2.25597428139061,2.8368817692819173,8.718809477146452,0.09252056314735835,0.07461912775582054,0.8065139815132121,0.0625,0.0,0.59375,0.6511903790192513,0.45142285517801267,0.6932271570994251,0.5331638407372985,0.2902336374729195,2.6031986010967154,0.49038551727448276,0.25602918139340947,0.5220977626264248,0.44210085272789,0.3772870798905691,1.0,0.03863774001294188,0.12751821944826375,3.300353990827387,0.0,0.0,0.7368421052631579,0.7948998317230975,1.2536002900391983,1.577054416179432,0.5,0.0,10.0,0.22399308279298163,0.7712491123850086,3.443182721395958,0.0,0.0,4.7250000000000005,0.12707016240501,0.4638679621107283,3.650486891110161,0.0,0.0,11.0,0.9600901565736359,0.6550738365300169,0.6823045023894845,1.0145941326810677,0.4104298657160732,7.913222988028976,0.08903219550848007,0.11500182002782822,0.17342646420001984,8.660835647583012,10.117666244506836,1.0401212,2.1916113,0.8204137055449484,0.7280131304918929,0.10433258707692522,0.09820355317628979,0.07389830997533935,5,3.0,9.5,1.0470204875835487,0.71875,1.3843885893358814,0.99028856,0.3684210526315789,5.3,3.203123475609394,1.6546349337943258,0.9957046531037246,Inside,Black
3E,7.361159114837646,0.3793706365879364,0.9778583859965339,2.5775805813317625,0.14251759052276614,0.06550981700420382,0.09643708468643546,0.29297063001427104,0.3332995494628946,0.20814992673269986,0.005830650073970934,0.926899312505439,0.02741275781046036,0.039857279610129664,0.050909407362283526,0.03177377881430725,0.021856844905849947,0.30676327437062184,0.13282636451082988,0.42257779037195536,0.3458210329011134,0.9384666827899295,0.5593820206332135,1.3900087729551907,0.4637158096191239,0.5341952241567413,0.38286008596367677,1.2564495364060768,0.5003443438500211,0.670270587061645,0.5223215584577839,0.5757087279093493,0.22936520785383332,0.3984049515572899,0.6181818181818182,0.3464475120072844,1.0,0.9397789574449569,0.35697691207692284,0.3798519952473304,1.0,0.0,3,0.03246018623270386,0.12665564354712383,0.7183216701376607,5.671454109902336,0.0,0.0,6.45,0.4282046819249848,0.8821551002924037,2.060124836390613,0.05,0.45,6.5,1.554453837573611,1.5324621367961817,0.9858524581136763,0.5939418323650233,2.931975742903979,6.418355103922015,0.07413410495170134,0.04451543169870453,0.6004716955537065,0.0625,0.0,0.5,0.6321458835497848,0.2746361842104876,0.43445064083670254,0.6224869206570488,0.1625529054817224,2.381266792742214,0.6206665725425597,0.21739008293605894,0.3502526034961425,0.6088653802871704,0.29474578797817236,1.3521257638931274,0.014968113187154176,0.08241854960156986,5.506275144438545,0.0,0.0,0.6923076923076923,0.3630087314710064,0.6013656989436438,1.6566149704078814,0.05,0.45,6.5,0.06431207157190422,0.3644396331326299,5.666737584796465,0.0,0.0,3.225,0.04004142750737865,0.23008344830270877,5.746135006308405,0.0,0.0,3.8,0.6566107438487085,0.4381030616469816,0.6672188442714945,0.7088445229264375,0.6647339020296876,4.857502955687537,0.06869418919086456,0.08971548080444336,0.13161038979887962,4.948537321090697,7.521749019622803,0.3925221,1.0735046,0.7424406750501577,0.5950966101025018,0.03414715516900671,0.03163542037193337,0.024559523726492824,3,3.0,5.0,0.9708886477378937,0.5625,0.9858674850582262,0.9915683,0.3,3.0,1.8708286933869707,1.6035674514745464,0.9684451763955454,Inside,Black
4A,7.323380155563354,1.336766422496276,1.8591326698316513,1.3907685281022462,0.2701393634080886,1.9113558994978668,0.4153622676832832,0.629078306531668,0.4729061404094788,0.3622363822385526,0.05877742946708464,0.5282131661442007,0.20506792058516196,0.2078544061302682,0.31191222570532917,0.03556039789232412,0.034326842975534684,0.30096339130586025,0.19974010616024127,0.40461580429162886,0.2715747124378666,0.7658423031721904,0.39529355613684947,1.5085987964329775,0.46621759935077267,0.6208491872282321,0.3961010207053038,1.2067998328216536,0.5891611528170756,0.6921250185019214,0.4333297369199045,0.4203348312686996,0.30657307675707857,0.7293544430561391,0.38461538461538464,0.5550332517723823,1.0,0.8149599442702891,0.6832950954955295,0.8384400979453639,1.0,1.0,3,0.15055729710902124,0.5998606757227447,1.4682281803741624,2.44761532101627,0.0,0.0,6.45,1.0697230929989552,1.7594004799119392,1.644725154973968,0.05,1.0,6.5,0.44258385427335134,0.5118298290578837,1.1564584295516669,0.2836400706926838,0.8496934764097062,5.262036691232401,0.11029747910135841,0.0724375216770902,0.6567468474100244,0.09375,0.0625,0.4375,0.7808594914174071,0.5260047014426619,0.6736227288316163,0.6581099875431144,0.6366064145929133,2.402257970891231,0.7536638971388623,0.2589594706467623,0.3436007371851714,0.8437795042991638,0.3373420983552933,1.0,0.07042500056153728,0.16810344177249373,2.38698530965016,0.0,0.0,0.6,0.765756704980843,1.2520586038967394,1.6350605822355315,0.05,1.0,6.5,0.30235870137255,0.7391410579479344,2.444583385867916,0.0,0.0,3.225,0.17528778718899574,0.42917696576505676,2.4484133928983716,0.0,0.0,5.0,0.6143313583979847,0.8476558764208869,1.3798023897581126,0.2090582326188038,0.9449023103448156,5.297437840746376,0.10393125750124454,0.36273588240146637,3.1200324296951294,5.290226078033447,7.325803756713867,1.5257269,1.7935659,0.7050286142165774,0.43282853048652237,0.17533450012663854,0.14700972069321133,0.09726901885992578,3,2.5,4.5,0.8514746194375366,0.53125,1.6054523259696731,0.9934998,0.5555555555555556,2.183333333333333,1.8213243045164205,1.1987614330513365,0.895689729744471,Inside,Red
4B,7.170288915634155,0.9991016619213339,1.626598954318788,1.6280615039622077,0.18598477751016618,0.7050868425518275,0.29587544475879657,0.523787842756055,0.44448879912021133,0.35069679307969953,0.05042675492074551,0.6193171921268071,0.18690123671834175,0.14335481623410556,0.22530917958543809,0.03372505655264404,0.03176603965063621,0.29984088355211996,0.1879131118730379,0.3766394293288121,0.26580993560132987,0.7980455387303741,0.4080400472535791,1.4271900147235843,0.44862746722939995,0.6084368941392202,0.4059539562567824,1.1281727777846564,0.5547745354099236,0.7213596381377609,0.4697400302553491,0.40190433416023935,0.29775026488690876,0.7408486039570692,0.34285714285714286,0.5132850241545894,1.0,0.7411600766417,0.6364315298011167,0.858696454192294,1.0,1.0,3,0.09806653893049991,0.36871189688207623,1.159621086093456,3.14506012933001,0.0,0.0,6.45,0.7655068803344366,1.5133706040689763,1.9769523213270286,0.05,0.5,7.0,0.4181638309505849,0.529473834877841,1.2661875458578573,0.25550681853744256,0.7503723277199571,4.858271167500475,0.1029029132555304,0.06788671549663242,0.6597161669082671,0.09375,0.03125,0.5,0.7234616138693403,0.466400124519547,0.644678467493343,0.6409067376216961,0.39234160025680076,2.4618493367207503,0.765886599952321,0.22742540255427898,0.2969439634646134,0.8267955780029297,0.2712350537379582,1.049714207649231,0.04502619709630494,0.13772276739286898,3.058725281602144,0.0,0.0,0.6363636363636364,0.5766453289206294,1.1257802570880016,1.9522923374672063,0.05,0.5,6.5,0.18682249107106041,0.5863124096608383,3.1383395344933422,0.0,0.0,3.225,0.121530781946477,0.39164271850628496,3.222580421466943,0.0,0.0,5.0,0.5447186708750623,0.7686869950212797,1.4111632960669842,0.17018177588200023,0.8716996200283471,5.753239306064358,0.08920846879482269,0.2221483439207077,2.213615894317627,5.460245685577393,7.419448375701904,1.2625269,1.7292652,0.7161402467712126,0.4212184375815262,0.13566099344947452,0.10728804368851948,0.06978986882712794,3,2.45,4.5,0.8298998826174049,0.53125,1.4817762082656403,0.9942374,0.4444444444444444,2.35,1.8197985236466885,1.2913517455167742,0.8960307622628051,Inside,Red
4C,8.472404937744141,0.8689947866660178,1.6098687837921142,1.8525643749469785,0.1390047599375248,0.7176720424555242,0.24494038959448472,0.5044533170207747,0.42086723025695294,0.3430813377812651,0.23230300391815412,0.4676534610361341,0.2042664344797562,0.09569003047453199,0.22507618632999565,0.032509397076113423,0.033183884841664395,0.27836608314996164,0.20022376449886253,0.41504907806682617,0.2591699666879091,0.6992364935085971,0.3738509259695135,1.5146335989649529,0.6857606594208248,0.5230686583946174,0.41812978025313186,0.9522336635707987,0.6857427787623779,0.613278866210641,0.42418136906964043,0.29209815533292205,0.30083692573171744,1.0299172392541653,0.18181818181818182,0.5021250758955677,1.0,0.5336525903352198,0.625272654421284,1.1716848484301594,0.0,1.0,3,0.0564214192424902,0.22334349151066607,0.9833229143299812,4.402738166574339,0.0,0.0,7.95,0.6414976055724859,1.5547960330860584,2.4236973288443155,0.0,0.5,8.0,0.301322203415053,0.48040209993323235,1.5943136432979939,0.0,0.45917022968376525,4.445189082706358,0.08904277318241184,0.05558090781826834,0.6242045910273485,0.0625,0.03125,0.4375,0.5702067207589017,0.4757208605509798,0.8342954287136981,0.5165455158887506,0.5881680341557998,2.414798378173216,0.8109025437463907,0.22271728989351278,0.2746535839739177,0.8795258402824402,0.27121347188949585,1.0,0.02500544883148374,0.10480722794443766,4.191375593805678,0.0,0.0,0.6875,0.5201639820055143,1.244476766629979,2.3924700857445877,0.0,0.5,8.0,0.11703176610651586,0.5129681457829979,4.383153077568038,0.0,0.0,3.975,0.08330627207780694,0.40418000016705624,4.8517355306639764,0.0,0.0,11.0,0.4861101964444103,0.8778651710148135,1.8058974640644117,0.0,0.6504611977940967,6.022412765814485,0.09561710059642792,0.28566814959049225,2.0266727805137634,6.295095024108885,8.528202056884766,1.3546691,1.8758868,0.6529987243462319,0.30495160019509443,0.11079990995385411,0.08764960792406042,0.040071786790730875,3,5.45,7.5,1.2380625494882134,0.625,1.3071223988638399,0.99758446,0.26666666666666666,4.3500000000000005,3.1482799536678225,1.3817068570830702,0.7767893488736044,Inside,Red
4D,5.49935094833374,0.39948739855460225,0.7352466891122025,1.8404752985261146,0.11729072928428651,0.3166740723699334,0.10874495873918155,0.22558421672170573,0.3715482380148389,0.3081156094001672,0.15782135076252723,0.6379956427015251,0.17917211328976035,0.025010893246187365,0.10326797385620914,0.03142660454466303,0.03478287307336359,0.26466704845793987,0.20489623788157751,0.348914469432825,0.23081724221109493,0.7325409002488267,0.3341365297144409,1.0467110819050245,0.31938980139664985,0.5118836916489111,0.2851758378133866,0.660523096503462,0.33631348803550704,0.713034756224813,0.39247401701958434,0.268215212879096,0.281779858407041,1.0505737365988244,0.16,0.3947811447811448,1.0,0.44252723311546843,0.5316023142351692,1.2012872303758502,0.0,1.0,3,0.017254901960784313,0.047315904139433554,0.3677479398492916,7.772184565375487,0.0,0.0,4.45,0.20094989106753813,0.5934849366564534,2.953397653034738,0.0,0.05,5.0,0.20865878948269231,0.36820808358911267,1.7646420958444913,0.0,0.3028034869329714,6.975064165232515,0.07696350762527233,0.0397141563981349,0.5160128172886711,0.0625,0.03125,0.40625,0.49201741316524,0.3771082157842867,0.7664529866093134,0.45969301996850176,0.470333909860268,2.1564266550978584,0.8845742179703349,0.1960327808593854,0.22161258702428016,1.0,0.16381043195724487,1.0,0.007511403326762804,0.05743258464608507,7.646052561370958,0.0,0.0,0.6666666666666666,0.1769753086419753,0.4862924047821406,2.747798031904666,0.0,0.05,5.0,0.023775253432831253,0.18484720239152977,7.774773165457585,0.0,0.0,2.225,0.024062812766673523,0.19690803472068047,8.183084688810522,0.0,0.0,7.0,0.30556979197274897,0.5769505093795405,1.888113696235371,0.0,0.3734748642265636,5.069406457827136,0.0844707116484642,0.17810005694627762,0.5742660909891129,3.7493892717361432,5.681103229522705,0.6144067,0.9524837,0.5197285260813997,0.28872838394845185,0.06556924243142044,0.03934855735064212,0.011978806399140876,1,0.0,0.05,0.014465895212036943,0.4375,1.0043128605445428,0.99793017,0.0,0.05,0.0,0.0,0.8060627565653384,Inside,Red
4E,6.11123815536499,0.6699374256119112,1.0079898960459188,1.5046030532258075,0.22062768876552577,0.656505615413189,0.18429662581619055,0.3111584885170787,0.44762662262011504,0.3104027012805057,0.11197213757074445,0.5429690901175446,0.2934262080975185,0.05163256421419243,0.19277318241184152,0.03937009460141151,0.037661666926108534,0.3166614147349455,0.21671822685026196,0.3569644960502953,0.23079146650208524,0.6777331257181116,0.3174513900380586,1.1267529272766466,0.45316388585486844,0.5171715145790834,0.32310858350323207,0.686429502935693,0.40559839482488563,0.6254897958199066,0.37017239073468244,0.35809092451321767,0.3178894488082921,0.8877338883704615,0.2647058823529412,0.5548830409356725,1.0,0.5806704397039617,0.5606847015719053,0.9655816160673762,1.0,1.0,3,0.03387026556377884,0.10650413582934262,0.5864037176504926,5.505924376402802,0.0,0.0,5.45,0.39897257292120153,0.8771770169448132,2.1985897690216882,0.05,0.5,5.5,0.28591998269976837,0.40413730477232884,1.4134629589590284,0.0707433995322571,0.5079793895172553,5.702618898345167,0.0903678711362647,0.049936078639464136,0.5525866440315506,0.0625,0.03125,0.40625,0.6192424583277415,0.4371189633920775,0.7058930755047275,0.5799151714181009,0.5181984434444482,2.4093016220606254,0.8390748794273704,0.22974046553082877,0.2738021017714366,0.9507637023925781,0.23136399189631152,1.0,0.015453471813653892,0.08300518324181488,5.371296770249115,0.0,0.0,0.5555555555555556,0.3449818603976201,0.710874143909158,2.0606131090191724,0.05,0.5,5.0,0.05369945099214098,0.29540274159270263,5.501038393035627,0.0,0.0,2.725,0.04149274460474729,0.22781762309161255,5.490541184049496,0.0,0.0,3.0,0.47830577648078876,0.7369674657956151,1.5407872997436307,0.08456271099837115,0.754396117243048,5.751342511518086,0.10529026389122009,0.289589986205101,1.086300253868103,3.9404281187057486,6.200282096862793,0.78926164,1.0323061,0.5864825118895081,0.3753059451835676,0.12929763757858578,0.08223324933994963,0.016253149751889708,1,0.0,0.05,0.013225136276885704,0.46875,1.2734065155775605,0.995901,0.0,0.05,0.0,0.0,0.8909351875700138,Inside,Red
5A,8.86502124786377,1.1004383514504694,1.6340771202173607,1.4849329070215618,0.19685622513294218,1.4465986174345027,0.3254850859812033,0.5330130177133583,0.4446892157995593,0.3663097107788273,0.07940792337831955,0.5414018284719199,0.2277753591641271,0.15141488898563343,0.29647366129734437,0.0306105832393054,0.031445534415119485,0.27449348077107527,0.19203250332227662,0.4668757092159253,0.29474946080107134,0.7673164139281554,0.4126243570453858,1.3378451699846226,0.5662909364474981,0.5679119473134787,0.39051850762099893,0.9858316174611208,0.5726048437315235,0.6867910401177932,0.4423246182831554,0.3920205803076392,0.30616656962227723,0.7809961644922115,0.3333333333333333,0.5376218536595897,1.0,0.7210274270787984,0.6505194921054221,0.9022118544657377,1.0,1.0,3,0.1019590770570309,0.3586112320417936,1.1216338737423444,3.127715401874601,0.0,0.0,7.45,0.8227644754026993,1.5357636332219895,1.8665896245341842,0.05,0.5,8.0,0.40717841288549184,0.530701347508802,1.3033631713134257,0.23326333938239105,0.7607021849573298,9.339609668406235,0.10298487157161515,0.06293723520651844,0.6111308801579871,0.09375,0.0625,0.4375,0.7296740102614218,0.4864799942870287,0.6667086773622876,0.6407848608302267,0.5874495161360149,2.3716831286936335,0.7576068131668305,0.24403534911431293,0.32211345631150573,0.8255738615989685,0.3110335866610209,1.0,0.046102890406850956,0.13820080520954695,2.997660319991783,0.0,0.0,0.6,0.6376882890727036,1.1750302950268432,1.8426405426631203,0.05,0.5,8.0,0.18290700436749957,0.5735362946932279,3.135671576255603,0.0,0.0,3.725,0.13021672910680374,0.4180687288950801,3.2105608224284317,0.0,0.0,7.0,0.5981691110182856,0.8606482348327428,1.4388042093441253,0.15694212198112278,0.9432695533362445,6.020558537534196,0.09405434131622314,0.3116747736930847,2.2124996185302734,5.320689964294433,9.071601867675781,1.2626828,1.6113466,0.7087894337114518,0.4047303077864034,0.1565765712827052,0.12454560561486758,0.061114259826518025,1,0.0,0.05,0.00950409458412978,0.65625,1.5273860037386982,0.9955576,0.0,0.05,0.0,0.0,0.8821904421034048,Inside,Red
5B,8.23333740234375,1.0123280115830942,1.6809590827822338,1.6604885605738837,0.21247037678956987,0.6949400249371924,0.30684651815571856,0.5580311347007607,0.4462570057507693,0.3281073790280256,0.06443747823058169,0.5992685475444096,0.20245559038662486,0.13383838383838384,0.22405085336119818,0.03749962124378611,0.034111892880427395,0.31083811557242863,0.19136374848349189,0.38449115972445214,0.2873557397159936,0.7155979593621408,0.3587830194518708,1.5431431846071468,0.5374409060155375,0.6451737819777712,0.40302036938880376,1.173344112626464,0.6374817974108735,0.7081580686807373,0.42512955041493583,0.43203100297494773,0.31248701657367184,0.7232976671162464,0.4,0.5608465608465609,1.0,0.7716823406478579,0.63340146317121,0.8208059583681083,1.0,1.0,3,0.10240334378265413,0.39528909787530475,1.2352979050951858,3.1250492658030873,0.0,0.0,7.45,0.7953500522466039,1.5631800976959225,1.9653988747224567,0.05,0.5,7.5,0.45991952954641085,0.5645567262448554,1.2275119667165286,0.2808539634811278,0.8143899971793404,6.8658809153107745,0.09986176419366075,0.06673536774949639,0.6682774762528456,0.0625,0.03125,0.5625,0.7099776547350946,0.4657077942029358,0.6559471148098313,0.6420013838572223,0.41974721716343677,2.3736179939935385,0.7560870699423586,0.24053225186908883,0.31812771495672604,0.8236992061138153,0.30864472687244426,1.0,0.04597893399572974,0.13767207518113683,2.994242432717623,0.0,0.0,0.7272727272727273,0.5923016080343667,1.1117549737017114,1.8770081975485786,0.05,0.5,7.0,0.20097412869934903,0.6276436771648539,3.1230073304797807,0.0,0.0,3.725,0.13283480449173932,0.43050350349169475,3.240893869185216,0.0,0.0,7.666666666666667,0.6083743642263899,0.7943779141632424,1.3057386386972025,0.2576359122427364,1.004966693988519,5.678385121685559,0.09685400873422623,0.24183163046836853,2.129804849624634,6.26072359085083,8.254005432128906,1.2932721,1.8502419,0.7223328239614348,0.44640092468680115,0.1389965435922459,0.1057502563921231,0.06454929894669664,3,2.95,4.5,0.7195731798073194,0.59375,1.5443090119203204,0.99407244,0.3333333333333333,2.5166666666666666,1.8485730232323048,1.3614104690688242,0.9228826050571347,Inside,Red
