Soil,Treatment,Abundance,Richness,shannonH,Evenness
Black,Inside,31.050189785479343,4.955035918374453,0.16290992506825458,0.033120396914487336
Black,Outside,29.755298314380543,6.8928304136335115,0.1961770792738726,0.025642398918158022
Red,Inside,51.1298067946393,6.6296591882525115,0.16254772463314351,0.02362526116571556
Red,Outside,16.38732572582984,3.0623157540948913,0.061875246902870655,0.01379233839087558
