Soil,Treatment,Abundance,Richness,shannonH,Evenness
Black,Inside,181.4,43.86666666666667,3.390735209101712,0.8980129444996916
Black,Outside,149.6,38.8,3.278939900492766,0.8996981986228668
Red,Inside,172.6,45.333333333333336,3.437248470840308,0.9036931079532162
Red,Outside,143.1,39.6,3.417154321252017,0.9296820609801427
