,Richness
mean_FHD,0.7350422512243686
horzcover_ground,0.7019723068784792
sd_stdpeakh,0.7000333320580963
mean_cscore,0.6843524336876068
cv_herbh,0.662963314579864
sd_gapsize,0.6622646748869463
sd_maxH,0.6505944233942386
sd_CD_AboveG,0.6463103314249516
sd_meanpeakh,0.6419577090735694
cv_maxHgrasslayer,0.6382077356844175
FHD_plot,0.6338569799821586
mean_VDR,0.6321792976667766
mean_nlayers,0.6185678884927629
cv_nlayers,0.6090859761718475
sd_maxpeakh,0.6068758207305762
Cover1p5m_plot,0.6060351172231618
cv_CD_G,0.6044848872475533
cv_CD_Ggrasslayer,0.6001025628851171
sd_CD_AboveGgrasslayer,0.5992198011187336
sd_sdHgrasslayer,0.5943569426514432
mean_maxH,0.5922241563902056
mean_sdH,0.5911592227315595
mean_sdH_vegtype_shrub,0.5908755626257843
sd_maxHgrasslayer,0.5745939986295039
sd_sdH,0.5703603231540826
sd_PAI_G,0.5686173929689338
cv_CD_AboveG,0.5644702253856588
VDR_plot,0.5575688906166347
mean_maxHgrasslayer,0.5571280803937059
herbh_plot,0.552532624249818
mean_cvpeakh,0.5500558477615399
mean_CD_AboveGgrasslayer,0.5482078826205466
mean_gapsize,0.5475991334075571
sd_PAI_AboveG,0.5470544013169355
sd_cvpeakh,0.5406226135347663
mean_VDRpeak,0.540331089188879
cv_stdpeakh,0.5355665412735244
propMultiLayer,0.5317045798885229
sd_herbh,0.5315024295303207
horzcover_woody,0.5275768053413337
mean_stdpeakh,0.520189787101493
cv_gapsize,0.5156824553550005
mean_PAI_AboveG,0.5074245712922618
mean_cvH_vegtype_grass,0.5066294034748551
mean_maxpeakh,0.506617597793039
mean_herbh,0.5058064761748255
sd_cvH_vegtype_tree,0.502125416540461
cv_cvpeakh,0.49893316534653076
X75thPerc_plot,0.4987756048808963
Cover0p05m_plot,0.4975119826431311
sd_cvH_vegtype_grass,0.48795910859017244
cv_VDRpeak,0.4876184553394163
X50thPerc_plot,0.48292863816395687
mean_sdHgrasslayer,0.4817888593673383
X100thPerc_plot,0.47218843230920043
Cover0p0m_plot,0.46635574256521956
sd_VDRpeak,0.4505269143649664
sd_nlayers,0.44591075178190775
mean_CD_AboveG,0.4446104171250796
cv_maxH,0.4400345444823511
Y,0.4342478717065072
cscore_plot,0.432466359765951
sd_CD_G,0.42753626206190537
mean_CD_G,0.4184636100655522
cvpeakh_plot,0.41542914732536756
mean_PAI_G,0.4091720765681263
horzcover_grass,0.40402220200295036
sd_CD_Ggrasslayer,0.3972838735254581
sd_cvH_vegtype_shrub,0.397034647992059
meanH_plot,0.38551560419966885
mean_sdH_vegtype_grass,0.3831340405618744
cv_CD_AboveGgrasslayer,0.37952255049842964
mean_ptoh,0.37772273553393143
sd_FHD,0.37462286374099085
sd_sdH_vegtype_shrub,0.37061956101195725
mean_meanpeakh,0.3706014947887126
cv_cscore,0.36275797245247055
sd_cscore,0.35811353346712216
X,0.3507689483238961
Cover0p5m_plot,0.3327103082057692
horzcover_shrub,0.3326275705604526
mean_CD_Ggrasslayer,0.32623202277422586
Cover0p25m_plot,0.31848895709183517
cv_meanpeakh,0.28361716846443913
cv_FHD,0.281617645368431
gapsize_plot,0.27635859222556763
cv_maxpeakh,0.26646246070182456
mean_cvH,0.2656824660469822
horzcover_tree,0.21759237797498532
VDRpeak_plot,0.2154445064232934
sd_cvH,0.19407949954081913
ptoh_plot,0.16469572114019806
cv_ptoh,0.11677983888947711
X25thPerc_plot,0.11180163647210449
mean_cvHgrasslayer,-0.00176443501199941
nlayers_plot,-0.0018629514432229044
stdH_plot,-0.0036218137046430954
sd_cvHgrasslayer,-0.009299501854539649
maxpeakh_plot,-0.011048779936871256
cv_VDR,-0.023106798597245515
sd_VDR,-0.03060231842283745
sd_cvH_vegtype_woody,-0.04025710875306299
sd_ptoh,-0.045375674068194094
X98thPerc_plot,-0.049312013008113276
mean_sdH_vegtype_woody,-0.04941376834491251
mean_sdH_vegtype_tree,-0.05637440259228965
sd_sdH_vegtype_grass,-0.056526804325204516
meanpeakh_plot,-0.06385308621851227
sd_sdH_vegtype_woody,-0.06438602736792998
mean_cvH_vegtype_woody,-0.06619869027433278
stdpeakh_plot,-0.0675076216382049
mean_cvH_tree,-0.08437111978922163
mean_cvH_vegtype_shrub,-0.12090545371755557
sd_sdH_vegtype_tree,-0.12983254049193071
