,Simpson
sd_PAI_AboveG,0.7000743643742258
mean_cvH_vegtype_woody,0.6620063873020441
mean_maxHgrasslayer,0.6415266658245232
cv_CD_Ggrasslayer,0.6079972583406977
X,0.6046619594239296
sd_CD_AboveGgrasslayer,0.5990217777259167
cv_maxHgrasslayer,0.5973346234705268
sd_ptoh,0.569520915068222
cv_maxH,0.5656228254921091
mean_CD_Ggrasslayer,0.552557516789726
mean_herbh,0.5479834933951271
mean_FHD,0.5396297030005577
mean_CD_AboveGgrasslayer,0.5378152443014322
stdpeakh_plot,0.537728584734762
cv_meanpeakh,0.5322558625987086
sd_cvHgrasslayer,0.5209992727633886
horzcover_grass,0.5165609497521161
cv_CD_AboveGgrasslayer,0.4957834190941503
Cover0p05m_plot,0.49265067459704515
cv_CD_G,0.4823913014064981
mean_PAI_AboveG,0.4758926463332664
mean_PAI_G,0.46869223436688173
sd_maxHgrasslayer,0.4663183350632649
mean_sdHgrasslayer,0.4572155968240967
mean_cvH_tree,0.4420182107778737
mean_VDRpeak,0.43700442233481746
horzcover_ground,0.4222300454356184
mean_ptoh,0.41590315239626646
herbh_plot,0.40905594890482894
cv_CD_AboveG,0.40751022267127956
cv_FHD,0.385916273093623
cv_VDRpeak,0.3834377873309783
sd_cvH_vegtype_grass,0.37372926881328605
sd_sdHgrasslayer,0.3724800976958487
horzcover_woody,0.3630275848789417
cv_cvpeakh,0.36014392156190633
cv_stdpeakh,0.3598037965553715
sd_sdH_vegtype_woody,0.34396841779431775
propMultiLayer,0.33599122416544525
mean_cscore,0.3316837270841929
cv_gapsize,0.32795199143571896
mean_sdH_vegtype_shrub,0.3208799912907273
sd_cvH_vegtype_woody,0.320473371067821
sd_cvH_vegtype_tree,0.31199308747512267
mean_cvH_vegtype_grass,0.30862901509461876
meanpeakh_plot,0.29751865498910585
meanH_plot,0.28244063959614907
sd_PAI_G,0.2774642859136971
Y,0.2691948101672979
maxpeakh_plot,0.2680270871960591
X25thPerc_plot,0.24825684357516117
mean_cvpeakh,0.23790074183971807
X50thPerc_plot,0.22207609125622746
sd_sdH_vegtype_grass,0.21876516612165323
mean_sdH_vegtype_tree,0.2037964877121706
sd_sdH_vegtype_tree,0.19926562752658086
sd_herbh,0.1812798385864069
ptoh_plot,0.15820655788468752
mean_cvHgrasslayer,0.1238298711826055
sd_VDRpeak,0.06130913740857232
Cover0p0m_plot,0.03792597944052719
sd_CD_G,-0.0010364193768053198
sd_FHD,-0.0015136864033085118
VDR_plot,-0.0015958261102921867
mean_cvH_vegtype_shrub,-0.0018285603511571935
cv_maxpeakh,-0.003890877611168797
sd_cvpeakh,-0.011357395592013653
mean_nlayers,-0.015945973620818954
horzcover_shrub,-0.016176555715248675
mean_CD_G,-0.026778711841937586
Cover0p5m_plot,-0.03016549958186232
cv_nlayers,-0.032362587534509046
cvpeakh_plot,-0.03302222100035035
X100thPerc_plot,-0.03726006295486872
sd_sdH_vegtype_shrub,-0.04092224074197759
nlayers_plot,-0.04852563196550452
cscore_plot,-0.05045529226414036
mean_sdH_vegtype_grass,-0.05055360320330493
mean_sdH_vegtype_woody,-0.05342379888663551
sd_CD_Ggrasslayer,-0.053645046722553325
X75thPerc_plot,-0.06123255068069966
VDRpeak_plot,-0.06766563691207317
mean_CD_AboveG,-0.07060077585506264
sd_cvH,-0.07082151473657561
gapsize_plot,-0.07171323794039175
mean_gapsize,-0.07316764228129458
cv_cscore,-0.07473087527827182
Cover0p25m_plot,-0.08083129024820135
X98thPerc_plot,-0.08187318779972053
FHD_plot,-0.08222938033179883
mean_maxH,-0.09080446987060142
cv_herbh,-0.09230966902828808
Cover1p5m_plot,-0.09627983300862386
mean_stdpeakh,-0.0964509164987506
mean_cvH,-0.09991996695761252
sd_cscore,-0.10469369498641523
mean_sdH,-0.10823130911224688
cv_ptoh,-0.10888325837958046
sd_cvH_vegtype_shrub,-0.11495813724710491
mean_meanpeakh,-0.11843045550300157
sd_sdH,-0.11916960580761327
sd_nlayers,-0.1321304724575496
sd_maxH,-0.1347576012985936
horzcover_tree,-0.1361214745938124
sd_maxpeakh,-0.14064893219388352
mean_maxpeakh,-0.15224174136135638
stdH_plot,-0.15500091517684034
sd_VDR,-0.15540534892608182
mean_VDR,-0.16510395618721496
sd_stdpeakh,-0.1656304504327064
sd_meanpeakh,-0.16959902147987638
sd_gapsize,-0.17715092892381623
sd_CD_AboveG,-0.19273479775660718
cv_VDR,-0.19460041173643194
