,Simpson
cv_gapsize,0.7588012655273545
cv_stdpeakh,0.7495877040186789
mean_stdpeakh,0.7322721538769399
cv_cvpeakh,0.7138529126553304
mean_nlayers,0.7057520175322326
sd_cvpeakh,0.7033285720288724
mean_gapsize,0.6939892321416979
horzcover_tree,0.6936203441757974
cv_VDRpeak,0.6889686142097866
sd_VDRpeak,0.6756987611500636
propMultiLayer,0.6752649613755628
mean_maxH,0.6734074890733502
Cover1p5m_plot,0.673357479978606
mean_maxpeakh,0.6730488751076122
mean_ptoh,0.6551168864859199
horzcover_woody,0.6547462129869613
sd_FHD,0.6517153900817447
sd_stdpeakh,0.6516112693676208
mean_cvpeakh,0.6419251465115726
mean_meanpeakh,0.6415443317925875
sd_VDR,0.63631163513086
FHD_plot,0.6335039143954062
mean_sdH,0.6333215293677452
cv_CD_AboveG,0.6313690140659199
mean_VDRpeak,0.6249711199523642
sd_sdH_vegtype_shrub,0.6239191762729941
mean_sdH_vegtype_grass,0.623849916929511
mean_sdH_vegtype_shrub,0.6192376470429337
sd_CD_AboveG,0.6151451941347236
sd_cscore,0.6150985648307249
sd_nlayers,0.6140095482225375
sd_gapsize,0.6091930875888553
sd_maxH,0.602861555333117
sd_maxpeakh,0.5949223809110542
mean_cscore,0.5943681666487121
sd_CD_G,0.5931387429615175
cv_CD_AboveGgrasslayer,0.5694432222687901
sd_meanpeakh,0.5593831809762987
sd_sdH,0.5589128111576813
cv_FHD,0.5587772154645015
Cover0p5m_plot,0.5533852642664893
sd_cvH_vegtype_shrub,0.5400804773734503
meanH_plot,0.5354638572664262
X75thPerc_plot,0.5340769438868886
sd_CD_Ggrasslayer,0.522638378198486
mean_FHD,0.5131714299938148
mean_CD_AboveG,0.5090584013358669
cv_maxpeakh,0.5031754528516496
cv_VDR,0.5017417499236585
X98thPerc_plot,0.49758788526816683
X100thPerc_plot,0.4965354805391353
X25thPerc_plot,0.4911647407853659
cscore_plot,0.48841811052744805
maxpeakh_plot,0.4859681182485719
sd_PAI_G,0.4859297703264671
Cover0p25m_plot,0.4842128872398891
sd_sdHgrasslayer,0.4837861683149741
sd_CD_AboveGgrasslayer,0.47649871984689796
cv_CD_Ggrasslayer,0.4601966818036229
sd_sdH_vegtype_grass,0.4565835446899949
gapsize_plot,0.4524828050170405
mean_PAI_AboveG,0.42028409158627555
mean_CD_Ggrasslayer,0.42000340975953215
stdH_plot,0.41875812063687634
cv_herbh,0.4169056485903545
mean_PAI_G,0.41447064158881636
stdpeakh_plot,0.41052302616099523
sd_maxHgrasslayer,0.4093027827907402
herbh_plot,0.4081432846779519
cv_nlayers,0.40574885420622603
cv_meanpeakh,0.4053231471306469
cv_CD_G,0.4052465742507663
horzcover_ground,0.4043218670593732
sd_sdH_vegtype_woody,0.3991198435280295
sd_PAI_AboveG,0.39734850283296097
cvpeakh_plot,0.39083635626347113
mean_VDR,0.3895252360120156
sd_cvH,0.3783851323363531
sd_herbh,0.37555673999002936
cv_maxH,0.37469259379713143
mean_CD_AboveGgrasslayer,0.3717608254813131
mean_cvH_vegtype_grass,0.37152869824619356
mean_herbh,0.3589578083554449
mean_cvH_vegtype_woody,0.3589268760303124
mean_cvHgrasslayer,0.34401884123275356
Y,0.3367256971616231
sd_cvHgrasslayer,0.31006268115169494
Cover0p05m_plot,0.30267210737226163
mean_CD_G,0.2724662527943778
cv_ptoh,0.26191421701330947
mean_maxHgrasslayer,0.2501369874662974
meanpeakh_plot,0.2394022425477868
VDR_plot,0.22413722796330002
sd_cvH_vegtype_woody,0.2227196363878042
mean_cvH,0.18846435114350651
horzcover_shrub,0.15733589152868432
X50thPerc_plot,0.1378078693980752
mean_sdH_vegtype_tree,0.12302277929012867
mean_sdHgrasslayer,0.10188505570274949
nlayers_plot,-0.009689797672616685
sd_sdH_vegtype_tree,-0.012008326827345428
mean_sdH_vegtype_woody,-0.015479914092090041
Cover0p0m_plot,-0.027961131287224994
sd_cvH_vegtype_tree,-0.03156426547510893
cv_cscore,-0.041690658822981064
mean_cvH_tree,-0.04354456910934523
sd_cvH_vegtype_grass,-0.057691456487406256
sd_ptoh,-0.059789582623937854
ptoh_plot,-0.06305037059509022
X,-0.09999998012246891
horzcover_grass,-0.10855872013891155
cv_maxHgrasslayer,-0.11579551054440085
mean_cvH_vegtype_shrub,-0.12423749541204998
VDRpeak_plot,-0.1721619541438848
