,logRichness
mean_FHD,0.7676447791051949
mean_maxHgrasslayer,0.7131405024055136
horzcover_ground,0.7125658397978328
mean_herbh,0.6819450916828506
mean_cscore,0.6710520949952637
cv_CD_Ggrasslayer,0.6703903092765503
FHD_plot,0.6642196789983748
cv_CD_AboveG,0.6550723119980733
herbh_plot,0.6521659029511233
cv_FHD,0.6519973334880026
Cover0p05m_plot,0.6470567922113304
cv_CD_G,0.6456543228964764
mean_sdHgrasslayer,0.6354459231548257
sd_CD_AboveG,0.6292288050664298
mean_CD_G,0.6243209306137812
mean_VDR,0.6208113217377584
mean_maxH,0.6200381916147841
VDR_plot,0.6127372555856552
mean_sdH,0.6014845231417663
horzcover_woody,0.5921667089035073
mean_cvHgrasslayer,0.5899025466902189
mean_cvpeakh,0.5841011081073044
mean_cvH_vegtype_grass,0.5838497690649131
cv_maxHgrasslayer,0.5833358450689594
mean_maxpeakh,0.5750198679484386
propMultiLayer,0.5739933536379802
sd_cvpeakh,0.5714453935455528
mean_CD_Ggrasslayer,0.5659961880602867
sd_FHD,0.5589131356081698
mean_VDRpeak,0.5573739660181997
mean_nlayers,0.5564697791681772
Cover1p5m_plot,0.5474308406703019
sd_CD_Ggrasslayer,0.5468548334363514
mean_CD_AboveGgrasslayer,0.5450198896588844
mean_PAI_G,0.5409048956570522
mean_gapsize,0.53573838909021
mean_meanpeakh,0.5298855581025208
mean_PAI_AboveG,0.5271139171228469
cv_maxpeakh,0.5048646390342996
cv_ptoh,0.5022906471487677
sd_cvH_vegtype_grass,0.4991892747472257
sd_sdHgrasslayer,0.4937164455825947
cv_maxH,0.4901971271339839
cv_nlayers,0.4773601466850049
sd_VDRpeak,0.4552676862202785
sd_PAI_G,0.4527061934499318
sd_gapsize,0.45150687792651883
mean_sdH_vegtype_grass,0.4468013139790501
mean_stdpeakh,0.44571371258177395
sd_ptoh,0.42764761258276646
mean_cvH,0.425577678533189
Y,0.4178179634469334
meanH_plot,0.4047927654222975
cv_meanpeakh,0.3991896099815317
sd_CD_AboveGgrasslayer,0.3928674814332405
mean_CD_AboveG,0.3881032585682326
sd_nlayers,0.3770204793749025
sd_stdpeakh,0.36660681657230365
sd_sdH,0.3586396422981683
sd_meanpeakh,0.35480950294858604
sd_cvHgrasslayer,0.34274228834561016
sd_maxpeakh,0.3352047031226156
horzcover_shrub,0.326032757695018
cv_CD_AboveGgrasslayer,0.3254912053646641
horzcover_grass,0.31953793764142924
mean_ptoh,0.30191178334308033
sd_PAI_AboveG,0.3014938908210647
sd_maxH,0.30093851312641384
sd_cscore,0.2920417796049714
Cover0p5m_plot,0.2706695564246793
sd_CD_G,0.25255180513379694
X50thPerc_plot,0.23559177688253627
X,0.196204144748542
Cover0p25m_plot,0.18430081228709735
sd_herbh,0.17285848284898472
gapsize_plot,0.1673137408550505
mean_sdH_vegtype_shrub,0.1442147190587529
mean_sdH_vegtype_tree,0.14398045039813825
Cover0p0m_plot,0.1227612608335955
stdpeakh_plot,0.09610824040707666
X75thPerc_plot,0.058027141958604464
ptoh_plot,-0.0061093225945327845
X100thPerc_plot,-0.007415503556174485
sd_sdH_vegtype_shrub,-0.0074896594263016425
meanpeakh_plot,-0.009313584955161325
cscore_plot,-0.012169470522105819
sd_maxHgrasslayer,-0.017043153225533736
X98thPerc_plot,-0.02058515047240661
cv_VDR,-0.026975009672517203
mean_sdH_vegtype_woody,-0.02714282341293739
sd_cvH_vegtype_shrub,-0.036252061473342145
cv_gapsize,-0.03978126886077682
cv_cvpeakh,-0.04155464138308318
X25thPerc_plot,-0.04281053241838695
maxpeakh_plot,-0.04392390490164111
cv_stdpeakh,-0.044398024654558554
cv_VDRpeak,-0.045078450906963496
stdH_plot,-0.05674386296730827
cv_cscore,-0.06121380066982329
VDRpeak_plot,-0.06964621563759277
sd_cvH,-0.07382079873391056
nlayers_plot,-0.07421485809194639
cvpeakh_plot,-0.08431716610988893
sd_VDR,-0.09532030598016306
sd_sdH_vegtype_tree,-0.09798105335809915
cv_herbh,-0.1074837937071047
sd_sdH_vegtype_woody,-0.1124883324684598
mean_cvH_vegtype_shrub,-0.12475971507133732
sd_cvH_vegtype_woody,-0.12841412285715847
horzcover_tree,-0.12968926514226098
sd_cvH_vegtype_tree,-0.14313174809408302
sd_sdH_vegtype_grass,-0.1473389112598742
mean_cvH_tree,-0.15067592985926304
mean_cvH_vegtype_woody,-0.15690787799901607
