,Richness
X50thPerc_plot,0.750033392028256
Cover0p5m_plot,0.7448152224790373
sd_maxH,0.7273611024706953
sd_VDRpeak,0.7247121055183033
horzcover_grass,0.715376798269671
maxpeakh_plot,0.7132358853433778
sd_meanpeakh,0.7114190122121254
sd_FHD,0.7074181537393772
mean_VDRpeak,0.7057431987007653
sd_sdH_vegtype_grass,0.7052834072426429
sd_maxpeakh,0.7015048031943143
mean_cscore,0.6986503323600213
cv_VDRpeak,0.6832507166132065
cv_VDR,0.6801540023114958
cv_gapsize,0.6777908972803687
Cover1p5m_plot,0.6758042955543787
cv_stdpeakh,0.6752472111291714
horzcover_woody,0.674345353304744
Cover0p25m_plot,0.6686056643836178
mean_CD_AboveG,0.667841109357716
sd_cvHgrasslayer,0.6676334220696871
propMultiLayer,0.6613731909876196
meanH_plot,0.6602516448629582
mean_cvpeakh,0.6588346299543819
sd_stdpeakh,0.6474323975282954
cscore_plot,0.6447495594482917
cv_cvpeakh,0.6304135584333956
sd_CD_AboveG,0.6236425076723517
sd_cscore,0.6216671280209614
mean_nlayers,0.6075136039284293
mean_meanpeakh,0.6072066629560271
cv_CD_AboveG,0.6070366681874874
sd_VDR,0.6012392281983421
mean_stdpeakh,0.5998451919058954
FHD_plot,0.5920094668064843
mean_maxpeakh,0.5905671540363105
mean_gapsize,0.5891265570736368
mean_maxH,0.5726371381719189
horzcover_tree,0.5646567439558549
X100thPerc_plot,0.5639049649022457
sd_nlayers,0.5580957840533961
cv_maxpeakh,0.5523980239082809
cv_maxH,0.5482019808614407
cv_cscore,0.5447936406454319
horzcover_shrub,0.5426015880701764
cv_herbh,0.5175051253767401
X75thPerc_plot,0.5162507776771638
X25thPerc_plot,0.509843156049542
sd_cvH_vegtype_grass,0.5062502236892491
cv_ptoh,0.49385580199440504
Cover0p0m_plot,0.48739645805016185
mean_cvH_vegtype_woody,0.4839576669606015
mean_sdH_vegtype_shrub,0.48261099146516495
sd_PAI_G,0.4791034627023193
sd_cvpeakh,0.47010003035819586
sd_cvH_vegtype_tree,0.4675662062700267
mean_ptoh,0.4663498321490968
mean_cvH_tree,0.46066473261652724
cv_maxHgrasslayer,0.45825525649081955
mean_sdH,0.45475921029233457
X,0.45315200935484545
sd_sdHgrasslayer,0.433482390687783
cv_CD_Ggrasslayer,0.40794302918412706
mean_FHD,0.405324213268035
mean_cvH_vegtype_grass,0.39412356658517006
cv_meanpeakh,0.3919326148016062
stdpeakh_plot,0.38565826078892523
mean_cvH_vegtype_shrub,0.37499525419486074
ptoh_plot,0.3684305716337299
sd_cvH_vegtype_woody,0.3674364590201463
sd_maxHgrasslayer,0.3225325665252948
meanpeakh_plot,0.3222704425710655
mean_PAI_AboveG,0.3047018730646535
mean_sdH_vegtype_grass,0.2997822584190033
herbh_plot,0.2947164527345869
nlayers_plot,0.2852897271613019
sd_sdH,0.27459468869143067
cv_nlayers,0.264789600882002
mean_herbh,0.2310400041342392
X98thPerc_plot,0.23040309235887702
mean_CD_AboveGgrasslayer,0.21751412171436157
sd_sdH_vegtype_tree,0.21013353642269933
sd_sdH_vegtype_woody,0.2078483596198379
sd_gapsize,0.15663308870387452
mean_CD_G,0.14714727435098165
mean_cvH,0.14589984303849582
Cover0p05m_plot,0.14275184920266545
cv_CD_AboveGgrasslayer,0.1311558318343812
mean_PAI_G,0.12631714611496325
Y,0.11946692435680191
sd_ptoh,0.11930971868722802
cvpeakh_plot,-0.0023527964585356997
mean_CD_Ggrasslayer,-0.0029296651998169665
sd_sdH_vegtype_shrub,-0.003934120772280281
sd_CD_G,-0.0075604987687718506
cv_CD_G,-0.011329063167718978
horzcover_ground,-0.0204977803527564
mean_sdHgrasslayer,-0.024027578014226947
sd_CD_AboveGgrasslayer,-0.030392996475465672
gapsize_plot,-0.034227111004392796
VDRpeak_plot,-0.037618051840533795
sd_CD_Ggrasslayer,-0.045655701340714394
mean_maxHgrasslayer,-0.04684879649893059
VDR_plot,-0.04741666824428048
mean_cvHgrasslayer,-0.0481449282336861
sd_herbh,-0.05519144926369535
sd_PAI_AboveG,-0.06637927066585814
mean_sdH_vegtype_tree,-0.07072148449112614
mean_VDR,-0.08243890345840565
sd_cvH,-0.09898096221335972
cv_FHD,-0.10486672766272331
sd_cvH_vegtype_shrub,-0.11017353307655586
mean_sdH_vegtype_woody,-0.11391297924798582
stdH_plot,-0.13533377507376532
