,Simpson
sd_CD_AboveG,0.7627019506597422
sd_FHD,0.7017735030455786
cv_VDRpeak,0.6991556320897645
cv_maxpeakh,0.6966689737100361
meanH_plot,0.6734444791732923
cv_cvpeakh,0.6725466411724134
sd_VDRpeak,0.6669994202447753
cv_stdpeakh,0.6591560633924961
cv_gapsize,0.6535598224364114
mean_nlayers,0.645407910727375
sd_cvpeakh,0.6410378574860172
sd_cvHgrasslayer,0.6339135430617201
cv_CD_AboveG,0.6306086220629272
propMultiLayer,0.6293969920488237
sd_gapsize,0.6256128663353324
mean_CD_AboveG,0.6191071619124207
Cover0p5m_plot,0.6132577816696919
mean_cvpeakh,0.5867305040501501
mean_gapsize,0.5843222816476588
horzcover_woody,0.5820158232929304
mean_VDRpeak,0.5808988211463054
X25thPerc_plot,0.5803895353365077
stdH_plot,0.5795464420025397
sd_sdH,0.5786330830317099
sd_maxpeakh,0.5740845122880343
sd_stdpeakh,0.5683411464411363
mean_cscore,0.5682288115711764
sd_VDR,0.5678171587084545
Cover0p25m_plot,0.5633405347409438
mean_sdH_vegtype_shrub,0.5611031703042412
cv_CD_AboveGgrasslayer,0.5512906995829275
X75thPerc_plot,0.549507636070673
mean_stdpeakh,0.5490384149522965
Cover1p5m_plot,0.5435482112351563
mean_maxH,0.5423812166857767
cv_cscore,0.537390754671914
X100thPerc_plot,0.5344558884735776
FHD_plot,0.5301878077211127
sd_meanpeakh,0.5266064400953194
sd_CD_G,0.5251337254052267
mean_cvH_vegtype_woody,0.52176215433072
cv_nlayers,0.5184523080411249
sd_sdH_vegtype_tree,0.5069294302609306
sd_CD_Ggrasslayer,0.5047694522716912
sd_cscore,0.500500610769629
sd_maxH,0.49776331866942775
cscore_plot,0.4969866967781154
sd_cvH_vegtype_grass,0.4958866116788283
mean_sdH,0.48964174782472625
cv_meanpeakh,0.48858658003674066
cv_herbh,0.48063952762316653
mean_maxpeakh,0.4762869859720391
mean_meanpeakh,0.46291355123099354
horzcover_tree,0.4573387037566883
cv_VDR,0.4561325378642974
sd_nlayers,0.4553565608576416
sd_sdHgrasslayer,0.4494364041444563
sd_herbh,0.4443748608264843
sd_maxHgrasslayer,0.44390487760089836
mean_cvH_tree,0.4354350780300193
X50thPerc_plot,0.43529998985894125
sd_PAI_G,0.4041407060950195
sd_sdH_vegtype_shrub,0.3847014875124697
X98thPerc_plot,0.3792422634008926
cv_maxH,0.37368989461200497
mean_cvH_vegtype_shrub,0.36583070927960176
stdpeakh_plot,0.3404362780447937
Y,0.3367256971616231
sd_cvH_vegtype_shrub,0.3291986479110817
sd_PAI_AboveG,0.3288949206659572
sd_CD_AboveGgrasslayer,0.319681587909028
maxpeakh_plot,0.2944751195082738
gapsize_plot,0.28434841922212434
mean_ptoh,0.2801613254270086
horzcover_shrub,0.27372622229517085
mean_FHD,0.258726322216377
mean_sdH_vegtype_tree,0.1964718867594518
mean_VDR,0.19430919778228004
sd_sdH_vegtype_grass,0.16243255648832083
horzcover_ground,0.07076733386058633
sd_ptoh,-0.0007131492897727298
mean_CD_AboveGgrasslayer,-0.000951471595506348
Cover0p05m_plot,-0.004958627134373117
horzcover_grass,-0.005063866450511156
herbh_plot,-0.005493042381870872
ptoh_plot,-0.005946537485471026
mean_sdHgrasslayer,-0.00850509537656663
mean_PAI_G,-0.010208626665006548
sd_cvH_vegtype_tree,-0.011506207754974795
mean_cvH_vegtype_grass,-0.01231494821287793
mean_herbh,-0.013032814097664769
cv_CD_Ggrasslayer,-0.014684222931792057
nlayers_plot,-0.01806624639503962
mean_CD_Ggrasslayer,-0.022803224506578346
mean_maxHgrasslayer,-0.023717664151162943
mean_cvHgrasslayer,-0.024602232144958158
mean_CD_G,-0.029100041886747086
mean_cvH,-0.039575289809532066
meanpeakh_plot,-0.04378269959191794
mean_sdH_vegtype_grass,-0.045016246982164
mean_PAI_AboveG,-0.047803210436216936
cv_CD_G,-0.050719707800466196
sd_sdH_vegtype_woody,-0.06397893132335142
sd_cvH,-0.06782982257012282
VDRpeak_plot,-0.07332696874734079
Cover0p0m_plot,-0.07619000937795484
cv_FHD,-0.08972405737922173
VDR_plot,-0.09813456877991289
cvpeakh_plot,-0.09845333562323688
X,-0.09999998012246891
cv_maxHgrasslayer,-0.11001633366324715
cv_ptoh,-0.12302904179499574
mean_sdH_vegtype_woody,-0.12516392177168978
sd_cvH_vegtype_woody,-0.14535957731086313
