,shannonH
sd_cscore,0.8129905210562566
sd_nlayers,0.796518012657314
sd_stdpeakh,0.7916862692378152
mean_stdpeakh,0.7890308825297963
sd_maxH,0.78364065625183
sd_maxpeakh,0.7834301965728321
sd_gapsize,0.778858183354327
mean_meanpeakh,0.7740094451422264
mean_maxpeakh,0.7719686332041009
sd_FHD,0.7710746938663519
mean_gapsize,0.7691388354259675
sd_meanpeakh,0.7675607796868162
horzcover_tree,0.7614913903016188
sd_CD_AboveG,0.7597117362488669
Cover1p5m_plot,0.7361104503767274
sd_sdH,0.7315376314188619
mean_maxH,0.7266900674282138
mean_nlayers,0.7199724391043789
Cover0p5m_plot,0.7158468707608812
sd_cvpeakh,0.7061514221883212
sd_sdH_vegtype_shrub,0.6944390730866494
Cover0p25m_plot,0.6874851436260994
cv_VDRpeak,0.68419504454392
sd_cvH_vegtype_woody,0.6822087225183031
mean_CD_AboveG,0.6714013863764792
X100thPerc_plot,0.6696853407452421
mean_cvpeakh,0.6668799163530451
mean_sdH_vegtype_shrub,0.6659299317600564
cv_nlayers,0.6652184357124757
horzcover_woody,0.6649884074064638
propMultiLayer,0.6523809690076529
FHD_plot,0.6493924566808659
cv_cvpeakh,0.6475250288905096
cscore_plot,0.6451183599249972
cv_CD_AboveG,0.6292425072331428
mean_sdH,0.6254847959386285
horzcover_ground,0.6156968302417369
X75thPerc_plot,0.6114409232148575
mean_VDRpeak,0.6110013676447817
cv_CD_Ggrasslayer,0.6095473485149028
mean_cvH_vegtype_woody,0.604504353407096
meanH_plot,0.5997951300952111
cv_CD_G,0.598059452262618
sd_VDRpeak,0.5938763850200963
cv_stdpeakh,0.5894383359598757
sd_CD_G,0.5888255299177644
sd_herbh,0.5884778412036799
sd_CD_AboveGgrasslayer,0.5879071515005964
sd_maxHgrasslayer,0.5813542825655618
cv_FHD,0.5755239787073183
X25thPerc_plot,0.5704705793505316
sd_PAI_G,0.5673275387804622
mean_herbh,0.5666158804553273
sd_CD_Ggrasslayer,0.5650320493072144
sd_cvHgrasslayer,0.5628686628988506
stdH_plot,0.5616185726622448
mean_PAI_G,0.5526125730411179
sd_sdH_vegtype_grass,0.5452088775460139
sd_sdHgrasslayer,0.5449467797721778
mean_cvH_tree,0.542850115086958
cv_gapsize,0.5379687917476906
mean_sdH_vegtype_tree,0.5378584973767396
cv_VDR,0.5372970177978678
mean_cscore,0.5298009123866385
Y,0.5286247123123023
ptoh_plot,0.5264153697597764
mean_CD_G,0.5250870704713396
mean_sdH_vegtype_woody,0.5249852019056588
cv_CD_AboveGgrasslayer,0.5220193495681712
herbh_plot,0.521847231925521
sd_VDR,0.5167399254425564
Cover0p05m_plot,0.5140663670590517
sd_cvH_vegtype_tree,0.5121539248428658
mean_sdH_vegtype_grass,0.4996736418744703
mean_cvHgrasslayer,0.4860909228847202
mean_CD_Ggrasslayer,0.48599367816909533
sd_PAI_AboveG,0.48577034400470626
cv_maxHgrasslayer,0.47552873254960604
cv_herbh,0.47345567346513706
VDR_plot,0.46358069830922716
X98thPerc_plot,0.4623160086286417
mean_FHD,0.44398017158237807
mean_cvH_vegtype_shrub,0.44269008748215316
mean_CD_AboveGgrasslayer,0.43954880966731275
sd_cvH,0.42103793324723765
horzcover_shrub,0.4085593529987531
mean_cvH_vegtype_grass,0.40540775475602603
cv_meanpeakh,0.4052463758761059
mean_sdHgrasslayer,0.3916119894087824
cv_maxpeakh,0.38702118183051826
mean_cvH,0.38445324928302094
mean_maxHgrasslayer,0.3681774783984114
mean_PAI_AboveG,0.36776755181958604
sd_sdH_vegtype_woody,0.34045618523236776
sd_cvH_vegtype_grass,0.33855364461554016
X50thPerc_plot,0.3339612280808896
Cover0p0m_plot,0.33077365636012135
nlayers_plot,0.3202536347110134
gapsize_plot,0.2843337603678105
mean_VDR,0.26947123150011354
maxpeakh_plot,0.24066283481004982
cv_cscore,0.223140849407098
stdpeakh_plot,0.17795874663028466
X,0.13386499052256684
horzcover_grass,-0.007607618801079852
meanpeakh_plot,-0.012814565397407662
sd_cvH_vegtype_shrub,-0.02406194133173223
sd_sdH_vegtype_tree,-0.03007301928244388
cv_maxH,-0.0407938072628502
cvpeakh_plot,-0.04258229100903499
cv_ptoh,-0.06228901558672906
mean_ptoh,-0.0683742059608603
VDRpeak_plot,-0.07778898509591681
sd_ptoh,-0.0934843362376494
