,shannonH
sd_nlayers,0.8277618111573274
sd_CD_AboveG,0.8093307585396604
sd_FHD,0.7756331123918125
Cover0p5m_plot,0.76106236519721
sd_cscore,0.7533208481496398
mean_nlayers,0.7519589281956448
meanH_plot,0.7515922837038279
Cover1p5m_plot,0.7509613077370106
mean_maxpeakh,0.7489747711486099
sd_cvpeakh,0.7398899515936052
mean_CD_AboveG,0.7382214329088521
mean_gapsize,0.734921770297134
cv_maxH,0.7344964610080812
horzcover_woody,0.725343921144481
Cover0p25m_plot,0.7250784754248851
cv_CD_AboveG,0.7166513115824681
mean_meanpeakh,0.7143886443925794
sd_VDRpeak,0.7109021614824864
mean_stdpeakh,0.710003940573108
propMultiLayer,0.7086548413732282
mean_cvpeakh,0.7068372207595247
cv_nlayers,0.6955979121498109
cv_cscore,0.6908748602491853
sd_gapsize,0.6841728406621191
sd_maxH,0.6755372823027969
mean_maxH,0.6753972087501328
sd_maxpeakh,0.6576415977124137
cv_maxpeakh,0.653873144457052
sd_stdpeakh,0.6533647580671981
mean_sdH_vegtype_shrub,0.6510078579480743
X100thPerc_plot,0.6434057574563149
mean_sdH,0.6377759798885257
mean_VDRpeak,0.6369257822296219
sd_cvHgrasslayer,0.6314407452823282
stdH_plot,0.6305001441234761
sd_meanpeakh,0.6298493033910961
cv_VDRpeak,0.625270294941634
cv_cvpeakh,0.6235139558039613
mean_VDR,0.6225150456898703
X50thPerc_plot,0.6154495818927614
horzcover_tree,0.6131272389693468
cscore_plot,0.608802497975504
sd_sdH_vegtype_shrub,0.6029909352239784
cv_gapsize,0.6007702012948274
mean_CD_AboveGgrasslayer,0.5907541183310647
X25thPerc_plot,0.5891758133316145
FHD_plot,0.5829355260465678
mean_cvH_vegtype_woody,0.5794205734630398
mean_PAI_AboveG,0.5653536710626361
sd_CD_G,0.5643229873004607
cv_stdpeakh,0.5628731304415739
sd_sdHgrasslayer,0.5568355188546495
sd_VDR,0.5525066020318542
sd_maxHgrasslayer,0.5456162530791776
Y,0.5286247123123023
sd_cvH,0.5274734666939891
sd_CD_AboveGgrasslayer,0.5230765781404927
X98thPerc_plot,0.513446825505436
cv_CD_AboveGgrasslayer,0.5050773152920527
sd_sdH,0.5035580669837011
X75thPerc_plot,0.5012621946404036
sd_PAI_AboveG,0.4764351901438358
mean_sdH_vegtype_tree,0.46808973636773754
mean_cscore,0.46795999714807823
sd_CD_Ggrasslayer,0.4662802654045441
cv_VDR,0.4618921068520466
cv_CD_Ggrasslayer,0.46151334216960416
sd_ptoh,0.4349777923435729
sd_herbh,0.4136421757971386
maxpeakh_plot,0.40668895617558
horzcover_shrub,0.4011637728621753
stdpeakh_plot,0.40074139475122195
gapsize_plot,0.3900266143236974
VDR_plot,0.3886083123181305
mean_CD_G,0.38736784611613884
VDRpeak_plot,0.38270313779084253
mean_PAI_G,0.37899669517333273
cv_CD_G,0.36745776664452084
cv_maxHgrasslayer,0.3667056032215388
mean_CD_Ggrasslayer,0.3589278958790815
horzcover_ground,0.3538962989021718
Cover0p05m_plot,0.35108870749394167
sd_sdH_vegtype_tree,0.34223088520314854
mean_herbh,0.3337140817622314
mean_cvH_tree,0.31356202596414595
cv_herbh,0.30280682237301504
sd_sdH_vegtype_woody,0.29354411800182484
cv_FHD,0.28929231090895735
sd_PAI_G,0.28761215660631795
mean_cvHgrasslayer,0.27539926513346247
mean_cvH,0.2693588052744917
mean_sdH_vegtype_grass,0.23634859340090567
sd_cvH_vegtype_woody,0.19301275483914695
mean_cvH_vegtype_shrub,0.19085843997718702
meanpeakh_plot,0.16340308289603928
mean_sdHgrasslayer,0.1400587701805486
X,0.13386499052256684
sd_sdH_vegtype_grass,-0.0037354509689393467
mean_sdH_vegtype_woody,-0.005567306461690791
mean_maxHgrasslayer,-0.0113771230432409
Cover0p0m_plot,-0.014518822988794255
mean_FHD,-0.026676862389809486
sd_cvH_vegtype_tree,-0.027073460062256416
cvpeakh_plot,-0.027330784663893937
mean_ptoh,-0.04692912445197095
ptoh_plot,-0.04939552716354356
horzcover_grass,-0.05181971638845262
sd_cvH_vegtype_grass,-0.061776886986455004
herbh_plot,-0.06772935872637209
mean_cvH_vegtype_grass,-0.09279640759273278
nlayers_plot,-0.09386239462152357
cv_meanpeakh,-0.09579346196666805
cv_ptoh,-0.11279593688752154
sd_cvH_vegtype_shrub,-0.11402238492888728
