,logRichness
Cover0p5m_plot,0.7628442351135086
X50thPerc_plot,0.7616016275932894
sd_VDRpeak,0.7383728614647636
horzcover_grass,0.7205708057156262
sd_maxH,0.7193344249617966
mean_cscore,0.7081343282655349
horzcover_woody,0.7049196962924048
maxpeakh_plot,0.7040229251396792
sd_meanpeakh,0.6936627277356849
sd_maxpeakh,0.6873122085380413
Cover0p25m_plot,0.6856748059872101
cv_gapsize,0.6840469535873529
mean_VDRpeak,0.6779967265757482
sd_sdH_vegtype_grass,0.6775333402692064
Cover1p5m_plot,0.6760530464383975
cv_stdpeakh,0.6754183523946408
meanH_plot,0.6753018753651888
propMultiLayer,0.6751873123456724
sd_FHD,0.6705929311295168
cv_VDRpeak,0.6687507800234599
mean_cvpeakh,0.6644353192504344
mean_CD_AboveG,0.6609689967406442
cv_VDR,0.6568287667683266
cv_cvpeakh,0.6463279141560029
sd_cvHgrasslayer,0.6351100832230195
sd_CD_AboveG,0.6338798985675846
mean_nlayers,0.6304179282334041
sd_cscore,0.6294508761189035
sd_stdpeakh,0.6294050689055412
mean_meanpeakh,0.6204658550107535
cscore_plot,0.6132778583183525
cv_maxpeakh,0.6001167914936227
mean_maxH,0.5956347308464064
sd_VDR,0.5937723591243601
mean_stdpeakh,0.5920474598543513
mean_maxpeakh,0.5898990728110468
cv_CD_AboveG,0.5858858677043101
cv_maxH,0.5849600517137356
sd_nlayers,0.5786077715489908
horzcover_tree,0.5673561778667965
FHD_plot,0.5655690113268912
mean_gapsize,0.5530640731854436
cv_cscore,0.5522130765542489
cv_herbh,0.5517287687535694
horzcover_shrub,0.5378343466117556
Cover0p0m_plot,0.5156745080620089
X75thPerc_plot,0.5026729170507183
cv_ptoh,0.4990661440912207
mean_cvH_tree,0.4915360563905316
mean_sdH_vegtype_shrub,0.49150001993625675
cv_CD_Ggrasslayer,0.48697638513915564
sd_cvH_vegtype_grass,0.48611874737593996
sd_cvpeakh,0.47125511368870515
mean_cvH_vegtype_woody,0.4709148300659102
X100thPerc_plot,0.4689308522866149
mean_ptoh,0.4632516028028705
sd_PAI_G,0.46255176521727503
sd_cvH_vegtype_tree,0.45888863783216843
cv_meanpeakh,0.4439344315115399
mean_sdH,0.4350657404837866
cv_maxHgrasslayer,0.43346268888663086
X25thPerc_plot,0.42853624004184976
sd_cvH_vegtype_woody,0.41131121368040713
X,0.39332989442552246
herbh_plot,0.37942036574048577
mean_FHD,0.3716754957178496
ptoh_plot,0.3715721414746921
mean_cvH_vegtype_shrub,0.3564509944264365
stdpeakh_plot,0.35206296650244184
meanpeakh_plot,0.3480757837842674
sd_sdH,0.3185606274702167
mean_cvH_vegtype_grass,0.3169963020260006
X98thPerc_plot,0.3168257441056291
sd_sdH_vegtype_woody,0.3002482130193537
sd_sdH_vegtype_tree,0.2982585209617632
cv_CD_G,0.29760574956879554
mean_CD_G,0.2684953625961113
mean_herbh,0.2589383981448635
sd_maxHgrasslayer,0.25626384912439426
mean_PAI_G,0.23391938768544343
Y,0.22670277296176952
sd_sdHgrasslayer,0.2237606498345108
horzcover_ground,0.21709459682414434
nlayers_plot,0.2150944103528466
sd_ptoh,0.20931418257036297
Cover0p05m_plot,0.19629685048646592
mean_sdH_vegtype_grass,0.19020053993230404
sd_gapsize,0.14551132508427372
mean_cvH,0.1256984629046924
mean_CD_Ggrasslayer,0.11124344072816197
mean_PAI_AboveG,-0.0009836134141867348
sd_sdH_vegtype_shrub,-0.0028850797324668775
cvpeakh_plot,-0.004368671603479868
mean_CD_AboveGgrasslayer,-0.019396755520838305
cv_CD_AboveGgrasslayer,-0.027107384130256484
VDR_plot,-0.028426720411887096
sd_CD_G,-0.029750689555919863
mean_sdHgrasslayer,-0.03051285593757669
cv_nlayers,-0.031919649045138776
gapsize_plot,-0.03211294921527763
VDRpeak_plot,-0.03606538217758537
sd_CD_AboveGgrasslayer,-0.04706125706708253
sd_herbh,-0.052273704423743794
cv_FHD,-0.06044191391866516
mean_maxHgrasslayer,-0.06060698743964643
mean_VDR,-0.06709663459985205
mean_sdH_vegtype_tree,-0.06871810345163265
sd_PAI_AboveG,-0.08131030321359667
mean_cvHgrasslayer,-0.09169710285390842
sd_cvH_vegtype_shrub,-0.09311424425644166
sd_CD_Ggrasslayer,-0.0953010952792468
mean_sdH_vegtype_woody,-0.10938772672431796
sd_cvH,-0.10974093272996566
stdH_plot,-0.11116451615863543
