,Richness
mean_CD_Ggrasslayer,0.7565383474604244
mean_PAI_G,0.7063798679276961
herbh_plot,0.6935939347542487
sd_PAI_AboveG,0.6729659070212338
cv_CD_AboveG,0.6600823951671904
horzcover_grass,0.6307997785112465
mean_maxHgrasslayer,0.6207041531848864
mean_herbh,0.6172657835268163
sd_FHD,0.6005309055481407
X50thPerc_plot,0.5806402531294885
sd_cvH_vegtype_woody,0.5746628751107444
Cover0p25m_plot,0.5729555367450525
mean_sdH_vegtype_grass,0.5719291388667292
cv_VDRpeak,0.5674728997137239
sd_herbh,0.5592769604896082
mean_ptoh,0.559174848491123
mean_VDRpeak,0.5508419015732203
cv_CD_Ggrasslayer,0.5494687902204057
sd_cscore,0.5448591781031801
horzcover_ground,0.5441173638000442
sd_CD_Ggrasslayer,0.5329778236392656
horzcover_woody,0.5328276885847916
mean_sdH_vegtype_shrub,0.5277264924593528
mean_CD_AboveG,0.5266552985891045
X75thPerc_plot,0.5130608552473996
mean_PAI_AboveG,0.5038367188373911
propMultiLayer,0.49968723243940344
sd_cvH_vegtype_grass,0.4938207312108641
mean_stdpeakh,0.4825047439655489
mean_sdHgrasslayer,0.47579535767181574
cvpeakh_plot,0.47519791942187023
cv_gapsize,0.4660167637477301
cv_cvpeakh,0.45908034198078995
horzcover_shrub,0.4580663538589748
mean_maxH,0.45758741630851674
mean_nlayers,0.45549697703715714
mean_gapsize,0.45533764404817134
X,0.45315200935484545
cv_stdpeakh,0.45064102706200576
mean_CD_AboveGgrasslayer,0.44807366930611825
sd_cvpeakh,0.447530698901233
horzcover_tree,0.4421121451567519
cv_CD_G,0.4418929970385225
mean_cvH_vegtype_woody,0.4248555419153909
sd_CD_AboveGgrasslayer,0.4190311296507358
mean_cvpeakh,0.4061280360069896
sd_ptoh,0.4007924304340585
meanH_plot,0.3997296436157827
Cover0p5m_plot,0.39092037987011496
sd_maxH,0.38926406549588355
sd_VDRpeak,0.3837448333534586
sd_cvHgrasslayer,0.37814664262270936
sd_PAI_G,0.3734979967783131
mean_cvH_tree,0.3689382059451243
sd_nlayers,0.35743077879747054
cv_FHD,0.35572333203193574
sd_maxpeakh,0.3550553212133991
X25thPerc_plot,0.3533024851589959
mean_meanpeakh,0.3517509714670902
sd_sdH_vegtype_grass,0.35148970605919155
mean_maxpeakh,0.3463819860686337
sd_cvH_vegtype_tree,0.34366633488083986
sd_CD_G,0.34298734244883344
Cover0p0m_plot,0.340831204557602
sd_meanpeakh,0.3355426138384677
mean_cvHgrasslayer,0.302075230610393
cv_cscore,0.29091734794847385
cv_nlayers,0.27914862831859943
VDR_plot,0.26837072237348497
mean_FHD,0.2662099188233178
sd_cvH_vegtype_shrub,0.26454398178617244
sd_sdH,0.26225565853231836
sd_sdH_vegtype_tree,0.25699051263406825
nlayers_plot,0.24411830181375913
cv_maxpeakh,0.21489091375077948
Cover1p5m_plot,0.20461504899322822
sd_stdpeakh,0.2015965789797437
FHD_plot,0.18753494607666077
mean_sdH,0.1827061389532199
mean_cvH_vegtype_grass,0.18253879394337788
cv_maxHgrasslayer,0.18243385351477928
Cover0p05m_plot,0.1810088710613423
mean_cscore,0.17227760241040435
mean_VDR,0.12394180467055235
Y,0.11946692435680191
cv_VDR,0.1138257478577717
cv_ptoh,0.10962085623512094
sd_cvH,0.10442814404983167
sd_gapsize,0.08811915393737847
cscore_plot,0.042707533040191516
mean_cvH,-0.009109448444537094
stdH_plot,-0.013313626503398623
cv_CD_AboveGgrasslayer,-0.01370272204163836
maxpeakh_plot,-0.01830704376531589
mean_CD_G,-0.022941784536385512
cv_herbh,-0.02426368025350989
sd_CD_AboveG,-0.028441953560318645
sd_sdH_vegtype_shrub,-0.03138755944822691
X100thPerc_plot,-0.03852439420740161
X98thPerc_plot,-0.042831164324030446
sd_sdH_vegtype_woody,-0.04643538819490889
cv_meanpeakh,-0.06821614955482236
gapsize_plot,-0.07213450029910984
sd_VDR,-0.0858632288914647
stdpeakh_plot,-0.09586163704398665
sd_maxHgrasslayer,-0.09634410982267383
VDRpeak_plot,-0.11408485621130104
mean_sdH_vegtype_tree,-0.12492987901620989
sd_sdHgrasslayer,-0.13150200765507858
ptoh_plot,-0.13713677761074994
meanpeakh_plot,-0.14705051906984146
mean_cvH_vegtype_shrub,-0.15212470862929717
cv_maxH,-0.19419593802161295
mean_sdH_vegtype_woody,-0.25242510601630297
