,Richness
sd_sdHgrasslayer,0.6934756593829752
sd_CD_G,0.6552418254768636
mean_sdH_vegtype_grass,0.6476361638441201
sd_maxHgrasslayer,0.6224835241955308
sd_herbh,0.5908317875949991
sd_cvH_vegtype_shrub,0.577640767147616
sd_PAI_G,0.5620559979489416
sd_stdpeakh,0.5368564914879012
cv_ptoh,0.5297204306272492
mean_PAI_AboveG,0.5250419870671816
mean_CD_AboveGgrasslayer,0.5206905703749644
mean_cvpeakh,0.48290181002937455
X50thPerc_plot,0.4734876757722504
mean_cvHgrasslayer,0.46886242592300553
VDRpeak_plot,0.46699481809192567
sd_gapsize,0.45455876284560853
X,0.45315200935484545
sd_meanpeakh,0.44691986171284187
horzcover_grass,0.44101117340899126
sd_sdH_vegtype_grass,0.42322133010741647
sd_ptoh,0.4214554873070655
stdH_plot,0.41905618755910556
cv_stdpeakh,0.41434440608302
sd_cvHgrasslayer,0.4143037077401538
cv_gapsize,0.4077659362774983
sd_cvpeakh,0.40682855952440194
sd_CD_Ggrasslayer,0.40400728992570933
Cover0p5m_plot,0.40370085843337034
mean_gapsize,0.4011177234696395
horzcover_woody,0.39210169409625306
mean_cvH,0.3918819436046533
cv_cscore,0.3856014139955498
sd_VDRpeak,0.3803371764536661
mean_cvH_vegtype_shrub,0.37697765128676025
sd_cvH_vegtype_grass,0.3762504982611842
X25thPerc_plot,0.3714970912910307
herbh_plot,0.3548087367355124
cv_herbh,0.35345965429725185
mean_stdpeakh,0.3519440477681126
mean_meanpeakh,0.35044839147555595
sd_PAI_AboveG,0.3478495342138108
sd_maxpeakh,0.34384006459057886
VDR_plot,0.3427406505250559
sd_sdH_vegtype_tree,0.3413877553316704
cv_CD_G,0.3406221552030288
mean_PAI_G,0.3363353544086585
cv_maxpeakh,0.3349623452530995
propMultiLayer,0.3334813708370769
horzcover_shrub,0.32543887052675435
maxpeakh_plot,0.32508409081964096
sd_CD_AboveG,0.3098359050587474
sd_CD_AboveGgrasslayer,0.30951483570654237
mean_CD_G,0.30773665502210756
mean_nlayers,0.306425065058325
mean_cvH_vegtype_woody,0.2885603658268897
horzcover_tree,0.28122431844824625
mean_maxpeakh,0.2656749248467201
mean_cvH_tree,0.26510507431985614
cv_maxH,0.26453560957521816
Cover1p5m_plot,0.2545009611184727
sd_FHD,0.2480729307227316
cv_CD_Ggrasslayer,0.2292190578543578
stdpeakh_plot,0.2225368129431763
sd_sdH_vegtype_woody,0.22153163300404846
horzcover_ground,0.19147226016919422
meanH_plot,0.16932530245092453
mean_cvH_vegtype_grass,0.16238007341299762
cv_CD_AboveGgrasslayer,0.1587362656248898
mean_maxH,0.15296706711535843
mean_CD_Ggrasslayer,0.1468126831701602
cv_CD_AboveG,0.1254615945001865
Y,0.11946692435680191
cv_meanpeakh,0.11117460526413564
meanpeakh_plot,0.10722104370035931
mean_herbh,0.10137577059068306
cv_cvpeakh,0.08133511394470624
X98thPerc_plot,0.07169321177404062
Cover0p25m_plot,0.06971920555153058
mean_cscore,0.06220945448849539
mean_VDRpeak,-0.002479526278243327
sd_sdH_vegtype_shrub,-0.004166197109556791
Cover0p05m_plot,-0.0045891204790180495
mean_sdHgrasslayer,-0.005480613844130566
sd_maxH,-0.007227713503668021
cv_VDRpeak,-0.0102777157993037
cv_maxHgrasslayer,-0.013305481146204556
mean_sdH,-0.015551176821083423
Cover0p0m_plot,-0.026625810825173346
cvpeakh_plot,-0.028341679598890224
cv_FHD,-0.03236940167284175
mean_maxHgrasslayer,-0.03774901214795179
mean_VDR,-0.04364367744895592
nlayers_plot,-0.05270950065839575
sd_cvH_vegtype_woody,-0.053479501153521625
mean_sdH_vegtype_woody,-0.06475972441007816
sd_sdH,-0.06687789976774994
cv_nlayers,-0.06695618189703545
ptoh_plot,-0.07151125363035149
sd_nlayers,-0.07477979233572096
sd_VDR,-0.0795564980175385
sd_cscore,-0.08021451141609681
mean_CD_AboveG,-0.08181470092556609
mean_ptoh,-0.08624411027035439
X75thPerc_plot,-0.09621321276823824
cv_VDR,-0.09716361238826021
gapsize_plot,-0.10044179129492559
mean_FHD,-0.10184737035776514
mean_sdH_vegtype_tree,-0.1040094325551193
FHD_plot,-0.10682748455530522
cscore_plot,-0.11206527917028986
X100thPerc_plot,-0.11276513479365136
sd_cvH,-0.13119769207122722
mean_sdH_vegtype_shrub,-0.14391127273728976
sd_cvH_vegtype_tree,-0.16628397828758334
