,Simpson
nlayers_plot,0.7333298219392287
mean_sdH_vegtype_tree,0.7325857290179533
cv_maxHgrasslayer,0.7256950689163836
maxpeakh_plot,0.717390493347727
cvpeakh_plot,0.7043277609603401
horzcover_ground,0.6930189745271926
stdpeakh_plot,0.6709142310962606
sd_cvH_vegtype_tree,0.6663490005844633
cv_CD_Ggrasslayer,0.6473749699758803
sd_cvH_vegtype_woody,0.6458188435902992
cscore_plot,0.6435108868369643
X25thPerc_plot,0.6424769235147185
ptoh_plot,0.6321560329075199
mean_sdHgrasslayer,0.6116592652435952
X100thPerc_plot,0.6073607627703077
X,0.6046619594239296
mean_PAI_AboveG,0.6037980109429056
sd_cvH,0.5946260182906377
mean_maxHgrasslayer,0.5882472233650077
mean_CD_AboveGgrasslayer,0.5879883490928823
sd_CD_AboveGgrasslayer,0.5860204890853685
cv_herbh,0.5852211251459091
horzcover_shrub,0.584116908722628
sd_FHD,0.5826721532157604
Cover0p25m_plot,0.5763194267820798
cv_CD_AboveGgrasslayer,0.5679518465643071
mean_PAI_G,0.5679440335736291
horzcover_grass,0.5665185901502391
VDRpeak_plot,0.5595487645873062
sd_PAI_AboveG,0.5565501589738158
mean_cvH_tree,0.5536653921550269
mean_cvH,0.5363885068267377
mean_cvH_vegtype_woody,0.5357928312409208
mean_CD_AboveG,0.5268780045390404
Cover0p5m_plot,0.5204704599384655
sd_VDRpeak,0.5203537850434977
mean_CD_Ggrasslayer,0.5180394989812778
mean_ptoh,0.5172404643486982
mean_VDRpeak,0.5166647179577655
Cover1p5m_plot,0.47475905425018583
cv_VDRpeak,0.4642859459689092
mean_gapsize,0.4607854379845753
cv_CD_AboveG,0.4446092396788782
herbh_plot,0.4427005815864666
sd_VDR,0.43036764992873
Cover0p0m_plot,0.4274318929407402
cv_maxH,0.42090876372596975
sd_cvHgrasslayer,0.41886988328969277
gapsize_plot,0.41540081256251443
meanpeakh_plot,0.41500985488513376
cv_cscore,0.41067969198015924
cv_cvpeakh,0.4092077917312959
propMultiLayer,0.40751565996921735
mean_stdpeakh,0.40422907955962717
cv_gapsize,0.40109679571245704
sd_gapsize,0.39753142664293395
sd_CD_Ggrasslayer,0.3936009125128734
sd_sdH_vegtype_shrub,0.38293597572877525
mean_cvH_vegtype_grass,0.37992277147230086
cv_meanpeakh,0.37521376781340154
cv_stdpeakh,0.36316395034459265
sd_cscore,0.34197057862766006
sd_meanpeakh,0.34124070653197996
sd_sdH,0.33739375382458997
mean_cvH_vegtype_shrub,0.33396724491969976
mean_herbh,0.3335876756476943
X50thPerc_plot,0.33233839626285305
mean_maxH,0.3318213787147982
FHD_plot,0.33101128113928274
mean_meanpeakh,0.32025105159674616
horzcover_woody,0.31549273342681217
sd_herbh,0.31227129826437955
sd_PAI_G,0.3078869483061289
mean_maxpeakh,0.305790971206794
mean_sdH_vegtype_shrub,0.2890928484193229
cv_FHD,0.27844197459878306
Y,0.2691948101672979
mean_cvpeakh,0.26560898665858573
sd_maxH,0.2586817216203892
cv_maxpeakh,0.25736630355906637
horzcover_tree,0.2572681503522714
mean_sdH,0.20626287218297765
sd_sdH_vegtype_tree,0.20173166915720966
sd_stdpeakh,0.17869238061216794
sd_maxpeakh,0.17468346751045466
sd_cvpeakh,0.07785614614844304
sd_nlayers,0.02913843574118671
sd_sdH_vegtype_woody,0.028974800469670187
cv_VDR,-0.007251160654506705
mean_cvHgrasslayer,-0.008461806835406094
sd_cvH_vegtype_grass,-0.019366890541705928
sd_ptoh,-0.02065396150240595
cv_CD_G,-0.024534835827604518
X75thPerc_plot,-0.02834631784599484
mean_nlayers,-0.031213651202175008
cv_ptoh,-0.03378397038748293
mean_cscore,-0.042068346572105675
stdH_plot,-0.050855637311438606
mean_FHD,-0.05155360392624875
mean_sdH_vegtype_woody,-0.05232564392542738
sd_sdH_vegtype_grass,-0.05243422393219799
sd_CD_G,-0.05553668457103811
sd_cvH_vegtype_shrub,-0.06231036221317332
sd_CD_AboveG,-0.08046240184670506
mean_CD_G,-0.08783258113200176
sd_maxHgrasslayer,-0.11587640391566456
meanH_plot,-0.12515692225764052
Cover0p05m_plot,-0.1267190265917657
mean_VDR,-0.12759028441216014
cv_nlayers,-0.13471202629240953
sd_sdHgrasslayer,-0.1418691481944263
VDR_plot,-0.1697085389870603
mean_sdH_vegtype_grass,-0.17152526882080732
X98thPerc_plot,-0.22537986754500494
