,Simpson
sd_herbh,0.6896705699639732
sd_CD_Ggrasslayer,0.6657913928043415
sd_PAI_G,0.6636057901051202
sd_CD_AboveGgrasslayer,0.6625743499187765
sd_sdH_vegtype_woody,0.6453324365909774
sd_PAI_AboveG,0.6439630890284
sd_CD_G,0.6339213097604346
mean_PAI_AboveG,0.5980249530092282
cv_CD_AboveGgrasslayer,0.5915233994004458
sd_sdHgrasslayer,0.5913458087543458
sd_maxHgrasslayer,0.5870006931877245
mean_meanpeakh,0.5498710173576743
sd_cvH,0.5467824996268942
sd_CD_AboveG,0.5457244527490924
Cover1p5m_plot,0.5255301083226982
mean_CD_AboveGgrasslayer,0.5129582598768426
mean_maxpeakh,0.49306266559271694
gapsize_plot,0.4903639268767141
sd_sdH_vegtype_shrub,0.4716844418984302
sd_cvH_vegtype_shrub,0.4596334162836846
cv_cscore,0.4575832816255651
maxpeakh_plot,0.44328761908663117
cv_herbh,0.422477839187683
propMultiLayer,0.4133547265166698
mean_sdH_vegtype_woody,0.40598316297135395
stdH_plot,0.4042834533974147
FHD_plot,0.384986908404595
mean_cvpeakh,0.3803880514292607
stdpeakh_plot,0.3786997291724454
mean_cvH_vegtype_shrub,0.37709847672394664
Cover0p25m_plot,0.37524665295543363
mean_sdHgrasslayer,0.3736416925516342
X50thPerc_plot,0.365958578521828
Cover0p5m_plot,0.36315181455559076
X98thPerc_plot,0.35607361017371436
meanpeakh_plot,0.3522629418608511
mean_maxH,0.3502560620512857
mean_maxHgrasslayer,0.3482175882247994
mean_nlayers,0.3468234137657382
cv_meanpeakh,0.3422455559827412
Y,0.3367256971616231
sd_cvHgrasslayer,0.31863286066114355
X100thPerc_plot,0.31159084359174244
mean_cvH_tree,0.2970840701967365
X25thPerc_plot,0.28992704192293167
mean_cscore,0.2741484986901087
mean_CD_AboveG,0.2713721901659696
cscore_plot,0.2706192597338934
mean_sdH,0.25668339867355927
sd_VDR,0.2269108911122734
sd_ptoh,0.2220429447311194
cv_VDR,0.21282294234297355
mean_sdH_vegtype_shrub,0.20559195430964108
sd_cvH_vegtype_grass,0.1845545489936631
sd_maxH,0.16821249084486306
sd_cvH_vegtype_woody,0.16587633857112308
X75thPerc_plot,0.1618111940948553
sd_nlayers,0.15520027111213994
mean_gapsize,0.15048056188933753
meanH_plot,0.14670213681849173
mean_PAI_G,0.14348563310250995
sd_cvH_vegtype_tree,0.12984138358083125
mean_VDRpeak,0.12080088774970674
mean_cvH_vegtype_woody,0.11771832032882701
sd_maxpeakh,0.11053293068932274
mean_stdpeakh,-0.00045432337843731574
horzcover_woody,-0.002262238605759137
mean_CD_Ggrasslayer,-0.003062457263611762
sd_stdpeakh,-0.004668466189983178
Cover0p0m_plot,-0.004681301127660298
mean_sdH_vegtype_grass,-0.006856745686548926
cv_maxpeakh,-0.01039132139849297
mean_cvHgrasslayer,-0.010935214871121701
mean_cvH_vegtype_grass,-0.011567680386239232
mean_CD_G,-0.011786626495226216
mean_herbh,-0.018920165664346733
cv_maxHgrasslayer,-0.023080660159289224
horzcover_tree,-0.023500801038664143
sd_sdH,-0.023590016275811365
sd_cscore,-0.026380295449851765
Cover0p05m_plot,-0.029389968590681548
horzcover_grass,-0.030574266253050375
cv_ptoh,-0.03229736040183706
nlayers_plot,-0.03350790855578367
cv_CD_AboveG,-0.039413916645637315
horzcover_shrub,-0.04175838937438847
sd_meanpeakh,-0.0427475143109346
VDR_plot,-0.04796422709409498
cv_cvpeakh,-0.04815830683908473
sd_sdH_vegtype_grass,-0.05052955149647165
cv_VDRpeak,-0.05365945026223695
horzcover_ground,-0.054492955685793376
cv_nlayers,-0.056281583732817
cv_CD_Ggrasslayer,-0.057331135919610254
herbh_plot,-0.05982670586797045
cv_CD_G,-0.060214505651789985
sd_gapsize,-0.06100444686458939
VDRpeak_plot,-0.061523829006204345
mean_ptoh,-0.06501002660450883
ptoh_plot,-0.06930362227621956
cv_gapsize,-0.07089625968517677
mean_FHD,-0.07367728954187136
sd_VDRpeak,-0.07637196869381935
cv_stdpeakh,-0.07707699284821246
cvpeakh_plot,-0.07726838044211082
mean_cvH,-0.08115245645689484
cv_FHD,-0.08189378082135335
cv_maxH,-0.08954999981928324
sd_FHD,-0.09122317523865853
sd_sdH_vegtype_tree,-0.09831391883905338
X,-0.09999998012246891
mean_VDR,-0.10282211852092704
sd_cvpeakh,-0.1182704030895172
mean_sdH_vegtype_tree,-0.17205734516330873
