,logRichness
cv_VDR,0.6708399151851114
sd_stdpeakh,0.659507620030627
X50thPerc_plot,0.6011772492171176
Cover0p25m_plot,0.5814589718368119
sd_sdHgrasslayer,0.5665561205877894
cv_meanpeakh,0.554561649809327
sd_maxpeakh,0.553685721796382
sd_PAI_G,0.5448421138273215
sd_sdH_vegtype_grass,0.5401081250303668
sd_ptoh,0.53410002158683
mean_CD_AboveG,0.520647388844513
horzcover_shrub,0.5080612413569454
sd_CD_AboveG,0.5004023064479457
mean_cvHgrasslayer,0.48772274297063667
horzcover_grass,0.48662907837472885
mean_cvH_vegtype_shrub,0.45535417176733495
X25thPerc_plot,0.45145050272852216
Cover0p5m_plot,0.44331257319517514
mean_cvpeakh,0.44187007693860697
meanpeakh_plot,0.43281887689564863
cv_maxH,0.42685440464159924
mean_cvH,0.4253597142770567
sd_cvH_vegtype_grass,0.420131538812291
sd_gapsize,0.4197161339362622
mean_sdH,0.40508696970277835
mean_cvH_vegtype_woody,0.3969457930110721
X,0.39332989442552246
FHD_plot,0.38820197006479046
cv_CD_AboveG,0.38794937807099644
propMultiLayer,0.3782200241691863
sd_maxH,0.3707068979163371
Cover0p0m_plot,0.3700314912234429
mean_stdpeakh,0.36616293112147863
sd_CD_AboveGgrasslayer,0.36465512487972934
VDRpeak_plot,0.3582713019399435
mean_nlayers,0.35403809049185897
sd_sdH,0.35245135100924396
cv_CD_G,0.35065033888508756
sd_maxHgrasslayer,0.3436326549267391
sd_cvHgrasslayer,0.34047235944422966
cscore_plot,0.34032342320718745
mean_PAI_AboveG,0.33658128083695715
mean_cscore,0.3334397114964527
mean_VDRpeak,0.3322970123979239
X100thPerc_plot,0.32603864633944574
sd_herbh,0.3256759152405263
herbh_plot,0.3158942110688546
horzcover_woody,0.3128013770827362
mean_meanpeakh,0.3032094603967353
mean_CD_AboveGgrasslayer,0.29788739438799144
cv_maxpeakh,0.29507926659838757
cv_ptoh,0.2930642811909032
sd_PAI_AboveG,0.2797214898016523
mean_cvH_vegtype_grass,0.2767821614545469
mean_FHD,0.2750437835599773
mean_sdH_vegtype_grass,0.2723051025658528
sd_sdH_vegtype_tree,0.2616160573054637
mean_gapsize,0.2590988799133206
cv_gapsize,0.2590639510212309
cv_CD_Ggrasslayer,0.25345834657400845
sd_VDRpeak,0.24694318077787772
Y,0.22670277296176952
Cover1p5m_plot,0.2235510268073305
sd_CD_G,0.2131589620822188
sd_FHD,0.19813589670399812
sd_cvH_vegtype_woody,0.18974900724056742
mean_sdH_vegtype_tree,0.1878682946144593
cv_CD_AboveGgrasslayer,0.17085026585493246
horzcover_tree,0.16223748315262626
sd_cscore,0.15908086309336678
cv_maxHgrasslayer,0.1583002559960057
horzcover_ground,0.15762182727127444
cvpeakh_plot,0.14891026154404466
cv_cvpeakh,0.1487786394664998
mean_maxpeakh,0.12786506799368802
nlayers_plot,0.10602478111330182
mean_herbh,0.0967502346625412
VDR_plot,0.09380724388601515
sd_meanpeakh,0.026996949319982713
sd_CD_Ggrasslayer,-0.003384353019976416
mean_maxH,-0.0044535190210650555
sd_nlayers,-0.005403244682051778
cv_stdpeakh,-0.005775465568534699
meanH_plot,-0.007189701323327746
ptoh_plot,-0.0073179814288497624
Cover0p05m_plot,-0.010991547909996235
maxpeakh_plot,-0.015970566801684072
cv_herbh,-0.019490016873351834
mean_ptoh,-0.0216406264083977
cv_VDRpeak,-0.023570038288446504
mean_CD_G,-0.028932384371487707
mean_CD_Ggrasslayer,-0.030249035296308513
mean_PAI_G,-0.031671516881929485
mean_cvH_tree,-0.04632693694302148
sd_VDR,-0.05645349341262129
cv_FHD,-0.058740425405047425
gapsize_plot,-0.06347939353262255
stdpeakh_plot,-0.06410163755411524
sd_cvH_vegtype_tree,-0.07404292565318382
mean_VDR,-0.08310340559361151
mean_sdHgrasslayer,-0.0879190302752475
mean_maxHgrasslayer,-0.09209074537464268
cv_cscore,-0.09365721481816003
cv_nlayers,-0.09463182694455874
sd_sdH_vegtype_woody,-0.09830293813801028
sd_cvpeakh,-0.10173127251804459
X98thPerc_plot,-0.1046916718806763
X75thPerc_plot,-0.11076963690431452
mean_sdH_vegtype_woody,-0.13548647831693028
sd_cvH_vegtype_shrub,-0.14610066336516958
mean_sdH_vegtype_shrub,-0.15282296897895709
stdH_plot,-0.16357060113447375
sd_sdH_vegtype_shrub,-0.16395854597853976
sd_cvH,-0.18444323319727474
