,shannonH
horzcover_grass,0.8028015173405316
mean_ptoh,0.7476583093434024
cv_CD_Ggrasslayer,0.7414211195368945
sd_cvH_vegtype_woody,0.7264220345573977
X,0.6964663411543978
mean_cvH_tree,0.6757571144760799
sd_PAI_G,0.6752087830013158
sd_cvH_vegtype_tree,0.6710843209396019
cv_VDR,0.6690652398887348
mean_cvH_vegtype_woody,0.6637611111265335
sd_sdH_vegtype_grass,0.6614213912549156
cv_maxHgrasslayer,0.6609195512672194
mean_CD_Ggrasslayer,0.6416777716209661
mean_PAI_G,0.6389768029486834
mean_cvH,0.6372327929487052
cv_FHD,0.6169365015609212
sd_PAI_AboveG,0.6165292548095636
sd_cvHgrasslayer,0.6029280539052289
sd_cvH_vegtype_grass,0.6019009944000143
X50thPerc_plot,0.5883028275723428
mean_herbh,0.5819096265988093
sd_CD_AboveGgrasslayer,0.5679178977738703
cv_CD_AboveGgrasslayer,0.5601741892577234
sd_CD_Ggrasslayer,0.5546668427434233
herbh_plot,0.5217995798082895
horzcover_ground,0.518638684652519
mean_sdHgrasslayer,0.5150485977193611
Y,0.5133884147332036
X25thPerc_plot,0.5103924103177855
Cover0p0m_plot,0.5061621721220386
mean_PAI_AboveG,0.47853588101778005
mean_cvH_vegtype_grass,0.4666652727726497
mean_CD_AboveGgrasslayer,0.45948111792305063
sd_sdHgrasslayer,0.45206416339608424
cv_CD_G,0.43058907118388895
cv_CD_AboveG,0.43018664152435604
meanH_plot,0.4142957129817672
mean_maxHgrasslayer,0.41011757645011404
sd_CD_AboveG,0.3907559275794713
mean_cvH_vegtype_shrub,0.3687469404955061
sd_maxHgrasslayer,0.36274838457817293
sd_herbh,0.34979208909826076
mean_FHD,0.34694173647147103
cv_nlayers,0.3275226141795791
cv_maxH,0.3186546866918014
sd_ptoh,0.30563267964867424
mean_sdH_vegtype_grass,0.28995707026527745
propMultiLayer,0.2685332915982729
sd_cscore,0.26649832328456496
sd_sdH_vegtype_shrub,0.25203830947864314
cv_ptoh,0.24922802259951735
gapsize_plot,0.23701206742989056
X98thPerc_plot,0.22349021317895487
mean_CD_G,0.21769969022525623
mean_CD_AboveG,0.205560973406033
sd_FHD,0.2021634660994409
mean_VDRpeak,0.1932317882680266
stdpeakh_plot,0.18695789805721402
horzcover_shrub,0.18645315209665078
mean_sdH,0.1782284816492823
nlayers_plot,0.172871305206358
sd_CD_G,0.16846756478472455
Cover0p25m_plot,0.16720946532939032
mean_VDR,0.16645654318738
mean_cvpeakh,0.16567291837029602
horzcover_woody,0.1650984524166192
FHD_plot,0.15159305162255116
sd_VDR,0.044605604378356235
stdH_plot,-0.00023112428590099654
cv_cvpeakh,-0.006491277726588862
sd_nlayers,-0.009586705865277878
cv_cscore,-0.010411070372795095
cv_VDRpeak,-0.01269662612704181
cv_meanpeakh,-0.013192718053506525
cv_maxpeakh,-0.017537802574238093
sd_cvH_vegtype_shrub,-0.02356136640784534
mean_gapsize,-0.02386737223808222
Cover0p05m_plot,-0.03272638190619048
VDRpeak_plot,-0.03288002669428369
sd_VDRpeak,-0.03432504138716119
mean_stdpeakh,-0.03865743280349854
cv_herbh,-0.04118421777877668
mean_sdH_vegtype_woody,-0.041313091994131135
mean_meanpeakh,-0.04618268716212359
mean_sdH_vegtype_tree,-0.04727133248757731
mean_nlayers,-0.047865489539886674
Cover0p5m_plot,-0.05143612769129824
X75thPerc_plot,-0.05513996354146489
VDR_plot,-0.05848048616823842
sd_meanpeakh,-0.06152237822654527
cv_stdpeakh,-0.06737498695881694
Cover1p5m_plot,-0.06802745976836011
mean_maxpeakh,-0.06802884138529208
mean_cscore,-0.06833979585071326
mean_cvHgrasslayer,-0.07081237943361351
mean_maxH,-0.07144298462987031
horzcover_tree,-0.0739807821084364
sd_cvH,-0.07637059182042627
X100thPerc_plot,-0.0764770830636401
maxpeakh_plot,-0.07761506053547151
cv_gapsize,-0.08132738731181721
ptoh_plot,-0.08158044277924059
sd_gapsize,-0.08651299104294008
cvpeakh_plot,-0.08979212746989429
cscore_plot,-0.09061996115020943
sd_cvpeakh,-0.09337512102563394
sd_sdH,-0.10278493155146062
meanpeakh_plot,-0.10320067751752227
sd_maxpeakh,-0.10925623324513456
mean_sdH_vegtype_shrub,-0.11112790331582456
sd_maxH,-0.11137311999192434
sd_stdpeakh,-0.11565938709486812
sd_sdH_vegtype_woody,-0.11649053431057954
sd_sdH_vegtype_tree,-0.14995186518544745
