,Simpson
cv_CD_Ggrasslayer,0.6316594817010346
mean_sdH_vegtype_tree,0.6112002765467154
X,0.6046619594239296
sd_ptoh,0.5837245504282916
cv_CD_AboveG,0.5707052545041356
mean_cvH,0.5643916061689415
horzcover_grass,0.5420168898857222
maxpeakh_plot,0.5119199169884542
cv_maxHgrasslayer,0.48211908316532126
sd_PAI_G,0.47213592006454164
mean_FHD,0.4697066080490417
sd_cvHgrasslayer,0.46629085597035247
cv_CD_AboveGgrasslayer,0.4511586632885741
sd_cvH_vegtype_shrub,0.45060197870024526
sd_CD_Ggrasslayer,0.44994980080752817
Cover1p5m_plot,0.44958680227753334
mean_ptoh,0.4491519884247011
sd_VDR,0.43254979732680493
horzcover_ground,0.4320249345254941
mean_CD_AboveG,0.4072183538092837
sd_cvH_vegtype_grass,0.4038725782798674
mean_sdH_vegtype_shrub,0.38086376702158503
mean_cvH_tree,0.3796801063414792
horzcover_tree,0.35416891422656815
cv_VDR,0.35228543163097814
cv_ptoh,0.3457853595994879
mean_cvH_vegtype_woody,0.34541746013202684
Cover0p05m_plot,0.33501753072091406
VDRpeak_plot,0.33430219775448894
stdpeakh_plot,0.3334608215173514
mean_meanpeakh,0.3326155931595364
cv_CD_G,0.31165858838070754
Cover0p0m_plot,0.30746084541263535
Cover0p25m_plot,0.2999189678224248
mean_CD_Ggrasslayer,0.27067412410163544
Y,0.2691948101672979
meanH_plot,0.2630290974040111
sd_sdH_vegtype_woody,0.2527456751686662
mean_CD_AboveGgrasslayer,0.24553450710932223
mean_herbh,0.2414083272023208
mean_cvH_vegtype_shrub,0.2399174457647308
herbh_plot,0.22181416149485939
ptoh_plot,0.22088239076663446
mean_stdpeakh,0.2207849762141898
mean_maxpeakh,0.21647366864693146
sd_CD_AboveGgrasslayer,0.2141798922421969
mean_maxH,0.20445471164840082
sd_cscore,0.2014508227156905
X50thPerc_plot,0.18751001650464777
mean_CD_G,0.18666234918574126
meanpeakh_plot,0.1707684894569781
nlayers_plot,0.1691134151172744
mean_gapsize,0.16743967442696053
sd_CD_G,0.15598457880901945
sd_sdH_vegtype_grass,0.1471523465479472
horzcover_shrub,0.12445477006822309
mean_cscore,0.10809051338886161
mean_sdH_vegtype_woody,0.0775002680536393
sd_cvH,0.0721734684304683
mean_sdH,0.04668833862439202
sd_cvH_vegtype_woody,-0.0022645886598100518
sd_PAI_AboveG,-0.004945131840510264
cvpeakh_plot,-0.00503345489314011
cv_maxpeakh,-0.0059442304971391025
X25thPerc_plot,-0.007331790538199989
mean_PAI_G,-0.011649321076458996
Cover0p5m_plot,-0.012230919545009655
cv_herbh,-0.013935035023768805
sd_sdH_vegtype_tree,-0.020357202133904906
sd_nlayers,-0.021258159213060956
sd_FHD,-0.02660934704181006
VDR_plot,-0.02863097068694298
cv_FHD,-0.029833259608809115
mean_PAI_AboveG,-0.045780549428920736
mean_maxHgrasslayer,-0.049025053818605
cv_meanpeakh,-0.051924807749834656
sd_VDRpeak,-0.053296963095514016
sd_meanpeakh,-0.05602298623430624
cv_nlayers,-0.05676566246709136
sd_cvH_vegtype_tree,-0.059860640966410195
FHD_plot,-0.06050797421437881
mean_VDR,-0.06167809400869828
stdH_plot,-0.06488113069569934
sd_sdH,-0.06718158695260534
gapsize_plot,-0.06739178792993883
sd_maxpeakh,-0.07154202700284973
cv_maxH,-0.07430189288736155
X75thPerc_plot,-0.07539869369645036
sd_cvpeakh,-0.0797916891413113
mean_nlayers,-0.08206261312115792
sd_maxH,-0.08430104618267009
propMultiLayer,-0.08732052030291015
mean_VDRpeak,-0.09047919909273361
horzcover_woody,-0.10113208528591855
mean_sdH_vegtype_grass,-0.10402911502352108
sd_sdH_vegtype_shrub,-0.1119592916968184
cv_VDRpeak,-0.1181659020822794
mean_cvpeakh,-0.12008129954514946
cv_gapsize,-0.12012984620052425
X100thPerc_plot,-0.12083785689135684
sd_herbh,-0.12148469028886133
cv_cvpeakh,-0.1257940518622549
mean_cvH_vegtype_grass,-0.1269862865240654
sd_maxHgrasslayer,-0.12721973371818684
sd_sdHgrasslayer,-0.1301078988043205
cscore_plot,-0.13483928085268193
sd_gapsize,-0.13750382380936
sd_CD_AboveG,-0.1408992771361861
cv_stdpeakh,-0.141971116130156
sd_stdpeakh,-0.143526598727024
cv_cscore,-0.1446781923792111
X98thPerc_plot,-0.1684603271659526
mean_sdHgrasslayer,-0.17773705039074805
mean_cvHgrasslayer,-0.1848083669078946
