,Simpson
sd_maxH,0.6558733621315044
maxpeakh_plot,0.6414019201751838
sd_FHD,0.6315476899049226
sd_meanpeakh,0.6292555076230189
sd_maxpeakh,0.62825435955598
cscore_plot,0.6123923793991493
sd_sdH,0.6054246332200962
sd_VDRpeak,0.5982685707202985
Cover1p5m_plot,0.5965925592587151
Cover0p5m_plot,0.5960499313297113
sd_gapsize,0.5851475421234927
sd_stdpeakh,0.5801980353483777
X100thPerc_plot,0.5800694457612611
cv_cvpeakh,0.5784130937594791
mean_sdH_vegtype_shrub,0.5677131084605964
cv_gapsize,0.5661479625319223
horzcover_woody,0.5605724201068527
mean_VDRpeak,0.5587465670517667
mean_cvHgrasslayer,0.5563904353578314
stdpeakh_plot,0.5526206097568126
cv_VDRpeak,0.5521002090368946
cv_stdpeakh,0.552013999043231
mean_gapsize,0.5421944244015052
gapsize_plot,0.5373277590776397
cv_CD_AboveG,0.5358222741955837
X75thPerc_plot,0.5344796584317401
mean_cvpeakh,0.5328060965027407
ptoh_plot,0.530585651816112
cv_CD_AboveGgrasslayer,0.5290239148630871
X50thPerc_plot,0.5289973853811475
mean_ptoh,0.5278366488520692
sd_sdH_vegtype_shrub,0.5272627819100193
sd_CD_G,0.508930059140277
mean_stdpeakh,0.5062458851239756
mean_cvH_vegtype_grass,0.5054091797758954
meanpeakh_plot,0.5020078691913865
propMultiLayer,0.5013598558021664
sd_CD_Ggrasslayer,0.49668174882570365
mean_nlayers,0.4912943920362028
cvpeakh_plot,0.4895086228105902
mean_CD_AboveG,0.4882377762516861
Cover0p25m_plot,0.48788864889736994
sd_cvHgrasslayer,0.48373943884583376
cv_CD_G,0.4788117453826565
sd_cvpeakh,0.47832305644324835
sd_nlayers,0.47171936480942733
sd_VDR,0.4544196618966327
cv_cscore,0.4465586795995808
horzcover_shrub,0.44456248392700765
horzcover_tree,0.4430839759163453
meanH_plot,0.4398761773474474
sd_PAI_AboveG,0.43953538754340765
sd_cvH,0.4308811134981163
mean_maxH,0.42937672589334347
cv_FHD,0.42802568474817776
sd_CD_AboveG,0.426887988270565
mean_meanpeakh,0.41936501598417913
cv_herbh,0.41899284402035886
cv_ptoh,0.41797434960916596
cv_meanpeakh,0.4172009700920008
FHD_plot,0.4107108729199675
mean_maxpeakh,0.4063933705307893
herbh_plot,0.40411021725823815
sd_cvH_vegtype_tree,0.40277704204243175
horzcover_ground,0.40083498841815673
cv_maxpeakh,0.4000072055250937
mean_sdHgrasslayer,0.3992524123145814
stdH_plot,0.3977574997279366
cv_maxHgrasslayer,0.3974841468995962
Cover0p05m_plot,0.39185767859570214
mean_cvH_vegtype_woody,0.3795018097193219
sd_PAI_G,0.3780481761896786
mean_sdH,0.3744965645158652
sd_cscore,0.36304983538864527
mean_sdH_vegtype_grass,0.35498258279086586
mean_cscore,0.35360734607113786
mean_FHD,0.34848799076190373
cv_VDR,0.34454401161494547
mean_CD_G,0.3315222150530731
X25thPerc_plot,0.32980034951277337
mean_cvH,0.32769648944719787
nlayers_plot,0.3273805160526626
Y,0.3273546943075451
cv_maxH,0.3232859167089326
VDRpeak_plot,0.3211526686494886
mean_herbh,0.31673028314311436
sd_sdHgrasslayer,0.31511378256758743
mean_PAI_AboveG,0.30755218549946317
mean_maxHgrasslayer,0.28301573934829277
sd_CD_AboveGgrasslayer,0.27963317025803036
X,0.2726892990572102
cv_nlayers,0.2672377248562693
sd_herbh,0.25995508744669626
sd_cvH_vegtype_shrub,0.2511049433083974
mean_cvH_vegtype_shrub,0.24182878716598705
sd_cvH_vegtype_woody,0.23785478322760967
sd_sdH_vegtype_tree,0.18320916034568863
mean_CD_AboveGgrasslayer,0.16991172221016215
mean_CD_Ggrasslayer,0.1380756305788519
sd_cvH_vegtype_grass,0.06961339963379365
horzcover_grass,-0.004980594936533578
sd_maxHgrasslayer,-0.00987605268733649
mean_PAI_G,-0.020973938738888087
mean_cvH_tree,-0.02599342778279823
X98thPerc_plot,-0.028934668799827534
mean_VDR,-0.029647712326045017
sd_ptoh,-0.030506265752487494
sd_sdH_vegtype_grass,-0.035732230011991994
Cover0p0m_plot,-0.043119782220051306
mean_sdH_vegtype_tree,-0.04595697085491146
cv_CD_Ggrasslayer,-0.05597870206378097
VDR_plot,-0.05966616332520225
sd_sdH_vegtype_woody,-0.07757177781275004
mean_sdH_vegtype_woody,-0.12659353481079005
