,logRichness
mean_PAI_G,0.6436310621793717
cv_herbh,0.6046738123950022
horzcover_woody,0.5871274049280168
herbh_plot,0.5852169948657899
mean_sdH_vegtype_grass,0.5831372668783174
mean_CD_Ggrasslayer,0.5814698083985933
X50thPerc_plot,0.580851588417229
mean_gapsize,0.5776025838232361
mean_cvHgrasslayer,0.537838688230161
horzcover_grass,0.5348629027841241
sd_FHD,0.5228895375311717
sd_PAI_AboveG,0.4871152157045884
mean_stdpeakh,0.4751209684714059
sd_cvHgrasslayer,0.47404458762000934
cv_stdpeakh,0.47046287874607284
mean_cvH_vegtype_woody,0.4645161010784043
sd_CD_Ggrasslayer,0.46393562538329225
mean_PAI_AboveG,0.4607396930961756
mean_cvpeakh,0.4600550615720616
cv_gapsize,0.43435052788344697
sd_herbh,0.41025790429008857
cv_cvpeakh,0.40505654803544666
sd_cvH_vegtype_grass,0.39763821127907667
X,0.39332989442552246
sd_sdH_vegtype_grass,0.38552187757844675
mean_VDRpeak,0.3762574105469927
mean_cvH_vegtype_grass,0.3713292565585285
X75thPerc_plot,0.3708737165341603
Cover0p0m_plot,0.37069399126511104
VDRpeak_plot,0.36323086894898876
cv_maxpeakh,0.36223749686402873
gapsize_plot,0.34960665670655333
X25thPerc_plot,0.34845297933667374
mean_ptoh,0.3423811027731177
mean_herbh,0.33770551320468173
cv_maxH,0.3370411903289375
cv_CD_G,0.3216352258770882
cv_maxHgrasslayer,0.3170873499205026
propMultiLayer,0.3165887746588914
mean_maxH,0.31607005840143154
cv_ptoh,0.3118471735833362
mean_maxpeakh,0.30574742358364515
sd_CD_G,0.3042351875753363
sd_maxpeakh,0.29560409394020026
mean_CD_AboveGgrasslayer,0.29447703053103313
sd_maxHgrasslayer,0.2919713344688416
sd_cvH,0.28943096702530374
cv_VDRpeak,0.28320624584164444
sd_CD_AboveGgrasslayer,0.2688383289922898
cv_meanpeakh,0.26577900877463156
sd_meanpeakh,0.25835799734483816
horzcover_ground,0.2478635756711519
mean_sdH_vegtype_shrub,0.2442003848227787
VDR_plot,0.23796286382241658
stdpeakh_plot,0.2337909086788621
meanH_plot,0.2310537891238111
Y,0.22670277296176952
cv_CD_Ggrasslayer,0.20227815991531428
sd_VDRpeak,0.1995160452993898
sd_maxH,0.1887225494713572
Cover1p5m_plot,0.1834941630136748
Cover0p5m_plot,0.17840046686283087
mean_CD_G,0.17256225312883886
mean_nlayers,0.1680061603871844
sd_stdpeakh,0.13495013987218946
sd_gapsize,0.09012728285142228
sd_VDR,0.044028991997297894
mean_cvH,-0.00034900496619272303
Cover0p05m_plot,-0.0008070318104058671
cv_VDR,-0.002879230408703748
mean_cscore,-0.003106358581158375
cv_CD_AboveG,-0.016111780476643744
sd_sdHgrasslayer,-0.02156962053301914
sd_PAI_G,-0.02435392221544319
mean_cvH_tree,-0.02543893418192944
sd_sdH,-0.025979058491600426
maxpeakh_plot,-0.03066837229645092
sd_cvH_vegtype_woody,-0.03815728977326405
mean_meanpeakh,-0.039536280102663746
sd_cscore,-0.041078510920175226
cv_nlayers,-0.04148152091633772
ptoh_plot,-0.04298559777205213
sd_ptoh,-0.045232260920625045
sd_CD_AboveG,-0.046995451496975704
cvpeakh_plot,-0.05246425885610595
mean_sdHgrasslayer,-0.053642637434433205
X100thPerc_plot,-0.056270968653356235
sd_nlayers,-0.05636617153899248
cscore_plot,-0.058318587354545315
mean_sdH_vegtype_woody,-0.059182914292059685
mean_sdH,-0.06044600593784555
cv_CD_AboveGgrasslayer,-0.06074635680581686
cv_FHD,-0.06570238181485788
horzcover_shrub,-0.07477184645464163
sd_sdH_vegtype_woody,-0.08102026539829676
X98thPerc_plot,-0.08684734999849208
nlayers_plot,-0.09318914570258396
mean_FHD,-0.09418268669402519
sd_cvpeakh,-0.09531939820685942
mean_maxHgrasslayer,-0.10156127479647203
stdH_plot,-0.10315899947787965
mean_cvH_vegtype_shrub,-0.10361946873853167
mean_sdH_vegtype_tree,-0.10896650977248079
meanpeakh_plot,-0.11807714575292927
Cover0p25m_plot,-0.14394797757490974
FHD_plot,-0.14704297692576418
mean_CD_AboveG,-0.14958269496310628
horzcover_tree,-0.1502431476286823
cv_cscore,-0.16121729264366103
mean_VDR,-0.16142637719553043
sd_sdH_vegtype_shrub,-0.16423702965052467
sd_cvH_vegtype_shrub,-0.17394052937193294
sd_cvH_vegtype_tree,-0.18274352320129683
sd_sdH_vegtype_tree,-0.19661022717315824
