,Richness
mean_FHD,0.7657043746926955
horzcover_ground,0.7186085150440028
mean_cscore,0.7005466618404085
mean_maxHgrasslayer,0.6933210303822717
FHD_plot,0.6909829994780434
mean_VDR,0.6707605047545296
cv_CD_Ggrasslayer,0.6682894656736648
mean_herbh,0.6622932326128276
sd_CD_AboveG,0.655212582827742
herbh_plot,0.6537900389241094
cv_CD_G,0.643445733962691
VDR_plot,0.6385452657424031
mean_sdHgrasslayer,0.6306425395761226
mean_sdH,0.6273881579482051
cv_FHD,0.6249433679833439
cv_CD_AboveG,0.620143764040918
Cover0p05m_plot,0.6061411560513138
mean_CD_G,0.6055668738929195
sd_cvpeakh,0.6020426341320775
mean_maxH,0.5925937319869181
cv_maxHgrasslayer,0.5841460802290726
mean_cvpeakh,0.5783604733944748
mean_nlayers,0.574279071504976
propMultiLayer,0.5704980478596664
sd_FHD,0.5660137910982754
mean_CD_Ggrasslayer,0.5618555462276759
horzcover_woody,0.5608108152112713
mean_maxpeakh,0.5588960262996625
mean_cvHgrasslayer,0.5587910645354937
mean_CD_AboveGgrasslayer,0.5535026016913824
mean_meanpeakh,0.5526634138373813
mean_cvH_vegtype_grass,0.5455268719919574
cv_nlayers,0.5342352426752383
Cover1p5m_plot,0.5253162592517625
mean_VDRpeak,0.523545049240002
mean_gapsize,0.5182721437324548
sd_VDRpeak,0.49626789099714036
cv_maxpeakh,0.4936602828134585
sd_CD_Ggrasslayer,0.48251262185606436
sd_gapsize,0.47870051174145717
cv_ptoh,0.46716304077894544
mean_PAI_G,0.4645800704694187
mean_sdH_vegtype_grass,0.463216004218814
mean_PAI_AboveG,0.4596144789497369
Y,0.4342478717065072
sd_cvH_vegtype_grass,0.4332799259289236
mean_cvH,0.42894191321491026
sd_sdHgrasslayer,0.42558593098248904
sd_stdpeakh,0.4197934500148688
cv_maxH,0.4165637194530907
mean_CD_AboveG,0.4153235907225199
mean_stdpeakh,0.4035255691408483
sd_meanpeakh,0.3869833038263074
sd_PAI_G,0.3754929354687556
horzcover_grass,0.3746182133364478
sd_nlayers,0.3682728424157233
cv_CD_AboveGgrasslayer,0.35976738178071427
sd_maxpeakh,0.35868479833376793
sd_maxH,0.3564565874110291
sd_CD_AboveGgrasslayer,0.35511724126708727
sd_cvHgrasslayer,0.3550646723243326
X,0.3507689483238961
sd_ptoh,0.34623688674129566
horzcover_shrub,0.3153080957452
Cover0p5m_plot,0.3123040711282776
sd_CD_G,0.30511897954200046
sd_sdH,0.28494644484349113
mean_ptoh,0.27974641679373485
meanH_plot,0.27840763482989866
cv_meanpeakh,0.26265457807735104
Cover0p25m_plot,0.26131114651592074
sd_PAI_AboveG,0.2509568048951758
Cover0p0m_plot,0.24976130399139398
sd_herbh,0.22656303187667393
sd_cscore,0.22193926655217006
X50thPerc_plot,0.216449193518617
mean_sdH_vegtype_tree,0.20668130892182826
X100thPerc_plot,0.2002130245090551
ptoh_plot,0.10797915293024919
X75thPerc_plot,0.07318365649878258
cscore_plot,-0.007211264374241466
stdpeakh_plot,-0.007226148262094334
mean_sdH_vegtype_shrub,-0.010048747875323727
sd_cvH_vegtype_shrub,-0.010049263678315157
meanpeakh_plot,-0.010503920377804121
sd_sdH_vegtype_shrub,-0.014529518067294411
cv_VDRpeak,-0.014983208713768015
cv_cvpeakh,-0.01589381857258587
mean_sdH_vegtype_woody,-0.016501845208155785
sd_maxHgrasslayer,-0.017573809745365487
VDRpeak_plot,-0.01946674598048581
cv_stdpeakh,-0.023151269206854508
gapsize_plot,-0.02590040721753173
stdH_plot,-0.02790560410002474
X25thPerc_plot,-0.028122845277257724
cv_gapsize,-0.02874723069825702
cv_cscore,-0.034543080214119115
maxpeakh_plot,-0.04811003856498974
cv_VDR,-0.05220437425607294
cvpeakh_plot,-0.06518324367848116
X98thPerc_plot,-0.07256898524656474
nlayers_plot,-0.0729606363282036
sd_cvH_vegtype_woody,-0.08295296673403119
sd_VDR,-0.08866706807104574
sd_sdH_vegtype_tree,-0.10414396483932675
sd_sdH_vegtype_grass,-0.10512168560239399
sd_cvH,-0.10522911938550727
cv_herbh,-0.10604079409515688
sd_sdH_vegtype_woody,-0.12264873626185402
mean_cvH_vegtype_woody,-0.12447842220277572
horzcover_tree,-0.12670722884766406
sd_cvH_vegtype_tree,-0.12845734670131748
mean_cvH_vegtype_shrub,-0.1468552461332573
mean_cvH_tree,-0.16022138433740807
