,logRichness
X98thPerc_plot,0.7210607064973157
sd_PAI_AboveG,0.6938667445430843
sd_herbh,0.6868991376402305
sd_VDRpeak,0.6854676426474567
stdH_plot,0.6590884987265839
mean_CD_AboveGgrasslayer,0.6429635413254213
sd_CD_AboveGgrasslayer,0.6360091775057012
mean_VDRpeak,0.6247717162979683
horzcover_shrub,0.6196427380817118
mean_PAI_AboveG,0.6150321040464218
cv_cvpeakh,0.5950126024149182
cv_gapsize,0.5914734390386435
mean_sdHgrasslayer,0.583609972770824
cv_VDRpeak,0.5796487522710086
mean_gapsize,0.579438352470953
cv_CD_AboveG,0.5768132931645963
cv_CD_AboveGgrasslayer,0.5761236122627007
cv_stdpeakh,0.575218544105203
sd_PAI_G,0.5702218349944163
sd_gapsize,0.5675292389678387
sd_sdH_vegtype_shrub,0.5667172365393514
propMultiLayer,0.5657536152067029
Cover0p0m_plot,0.565615812197866
mean_cvH,0.5617776105079568
sd_cvH,0.5553393317335628
sd_sdH_vegtype_woody,0.5504298695159563
cv_cscore,0.5476215756538457
herbh_plot,0.543494532096301
mean_maxHgrasslayer,0.5426150150575298
sd_sdH,0.5381753770374919
horzcover_grass,0.536001143262265
mean_cvH_tree,0.5356724673498872
sd_maxHgrasslayer,0.5282183312875794
X50thPerc_plot,0.5207516068529405
Cover0p05m_plot,0.5155607217492566
mean_cvH_vegtype_shrub,0.5114828577881734
horzcover_woody,0.5101446412160179
sd_stdpeakh,0.5098723158727407
mean_CD_G,0.5069035516441732
sd_CD_Ggrasslayer,0.50635835843712
sd_meanpeakh,0.49355738001548055
mean_FHD,0.4932460756823601
cv_herbh,0.4894614501286847
mean_CD_AboveG,0.486935614066247
mean_sdH_vegtype_grass,0.4818484608292237
sd_CD_G,0.473192718886193
X25thPerc_plot,0.47143624992104094
mean_cvHgrasslayer,0.4699782330447548
Cover0p25m_plot,0.46841872243901594
sd_cscore,0.4678456093841397
sd_FHD,0.4663216055531911
sd_maxH,0.4639567740587163
mean_stdpeakh,0.45910161837827984
sd_maxpeakh,0.455541166706835
cv_nlayers,0.4486473701004804
mean_nlayers,0.4481150469443216
sd_CD_AboveG,0.44599509614687133
mean_sdH_vegtype_woody,0.4428684360653175
sd_sdHgrasslayer,0.43091780714424816
mean_sdH_vegtype_tree,0.42956679593523645
mean_CD_Ggrasslayer,0.42930555262771497
horzcover_ground,0.4254930660088058
mean_herbh,0.4201409501260547
Y,0.4178179634469334
mean_cvpeakh,0.4144238748782986
sd_sdH_vegtype_tree,0.4036122242373336
cv_maxHgrasslayer,0.40161513932181214
sd_nlayers,0.3903685009061355
FHD_plot,0.3863859091757925
cv_CD_Ggrasslayer,0.3737489139502436
cv_CD_G,0.3720847487246044
sd_cvpeakh,0.3705931361286716
Cover1p5m_plot,0.37013093888233145
ptoh_plot,0.3677082380883346
cv_maxH,0.3575460282631974
sd_ptoh,0.34151219324984705
mean_sdH,0.3409161829549977
mean_maxpeakh,0.33638068297988066
cscore_plot,0.33233258271804217
mean_PAI_G,0.32398302060545436
mean_cscore,0.3205528162252768
Cover0p5m_plot,0.31392573022619596
mean_ptoh,0.3064816814629805
X100thPerc_plot,0.29926615084492403
mean_sdH_vegtype_shrub,0.28969689759405387
mean_maxH,0.2888667966693425
mean_VDR,0.27980361078482163
meanpeakh_plot,0.27648265314819775
meanH_plot,0.2758209212762967
cv_ptoh,0.26146461719515246
gapsize_plot,0.2525682750803884
mean_meanpeakh,0.24865765565668296
mean_cvH_vegtype_grass,0.21346101877853
X,0.196204144748542
sd_VDR,0.19017095218083857
VDRpeak_plot,0.165818787977676
cv_VDR,0.16149684289619706
cv_FHD,0.10453153072274991
X75thPerc_plot,0.08829591623299611
stdpeakh_plot,0.07842267288995716
horzcover_tree,-0.002057307348683146
cv_maxpeakh,-0.0029192761653789034
mean_cvH_vegtype_woody,-0.0033514257310534035
sd_sdH_vegtype_grass,-0.018505145376178866
sd_cvH_vegtype_woody,-0.02268222790602703
sd_cvH_vegtype_shrub,-0.024138418630717418
nlayers_plot,-0.029931562955040292
maxpeakh_plot,-0.03566971338540181
VDR_plot,-0.053164708819653406
cv_meanpeakh,-0.0652897811027211
cvpeakh_plot,-0.06550949233556391
sd_cvH_vegtype_tree,-0.09474329673916859
sd_cvHgrasslayer,-0.09782785633919211
sd_cvH_vegtype_grass,-0.14206626345719808
