,shannonH
sd_meanpeakh,0.6947704833286841
sd_CD_AboveG,0.6855945399841441
sd_maxpeakh,0.679933145691808
sd_CD_Ggrasslayer,0.6629151028523005
sd_maxH,0.6597465165770808
sd_sdH,0.6537620326855242
Cover1p5m_plot,0.6433327632264452
mean_cvH,0.6275869979363409
sd_stdpeakh,0.6234268921897743
sd_VDR,0.6035724247515787
mean_meanpeakh,0.6002189177187912
sd_sdH_vegtype_grass,0.59919803445238
mean_maxH,0.5982438312892095
mean_maxpeakh,0.5843371669888089
sd_herbh,0.581295779967477
sd_nlayers,0.5804246277344307
meanH_plot,0.5796785017948228
mean_sdH_vegtype_shrub,0.5685176438218136
X25thPerc_plot,0.5592942936073603
X50thPerc_plot,0.5524890116240787
sd_gapsize,0.5443603534480248
cv_VDRpeak,0.5441570806869643
cv_nlayers,0.5408175795722265
sd_cvpeakh,0.5328215706076477
ptoh_plot,0.5307265532258084
Y,0.5286247123123023
mean_sdH,0.5249629287254419
cv_gapsize,0.5167010932856873
cv_stdpeakh,0.5163856705380122
sd_CD_AboveGgrasslayer,0.5127011957176262
FHD_plot,0.510332205607628
sd_CD_G,0.5028468239004705
cv_VDR,0.5024202243355271
mean_sdH_vegtype_grass,0.4966881387168129
cv_cvpeakh,0.4956420852577615
mean_PAI_AboveG,0.4898585700195839
sd_PAI_AboveG,0.4866143947999962
mean_CD_AboveGgrasslayer,0.4799155844143429
sd_VDRpeak,0.47689583798929464
mean_gapsize,0.4753096074486814
horzcover_tree,0.4726574250032714
propMultiLayer,0.4674376831455368
cv_CD_AboveGgrasslayer,0.46657617219199343
mean_nlayers,0.4662820302892886
sd_cvH_vegtype_woody,0.4595815749166842
sd_FHD,0.4561800795827728
Cover0p25m_plot,0.4495183614063133
mean_stdpeakh,0.44762158811765207
horzcover_woody,0.4448878702912632
sd_cvHgrasslayer,0.4197833683814846
mean_VDRpeak,0.41635642307494125
mean_cvpeakh,0.41523631975304076
sd_sdHgrasslayer,0.4150015710504705
cv_maxH,0.4137426221492322
sd_PAI_G,0.39608640916671334
mean_herbh,0.3884146349477428
mean_cvH_tree,0.386875729115476
cv_maxHgrasslayer,0.37643305559517715
mean_CD_AboveG,0.3756821149952264
mean_cvHgrasslayer,0.3681455347085954
mean_cscore,0.36626070234692887
sd_maxHgrasslayer,0.36569279044388125
Cover0p5m_plot,0.3591323069657041
sd_cvH,0.33232528247824716
mean_VDR,0.31153185316224025
horzcover_grass,0.30862397622319226
cv_CD_AboveG,0.30858919664570655
mean_cvH_vegtype_woody,0.30366358853914616
sd_cscore,0.3002756476652285
mean_cvH_vegtype_shrub,0.2862231789191437
horzcover_ground,0.268219999957592
horzcover_shrub,0.2593438199719597
mean_FHD,0.24250034659645842
sd_ptoh,0.23776963866580225
stdH_plot,0.2340531273676385
VDR_plot,0.21655307928115347
X98thPerc_plot,0.2104962606251799
mean_sdH_vegtype_tree,0.21015775061322015
mean_PAI_G,0.20956342680595919
mean_cvH_vegtype_grass,0.18937205059094112
mean_sdH_vegtype_woody,0.18774858106727746
mean_CD_G,0.17577203074378295
X100thPerc_plot,0.16879714634396947
Cover0p05m_plot,0.15077337065929047
gapsize_plot,0.14797734327856726
X,0.13386499052256684
X75thPerc_plot,0.048467072644718286
sd_sdH_vegtype_woody,-0.0023322635298130834
cscore_plot,-0.011943064578464835
sd_cvH_vegtype_shrub,-0.014611116845363092
mean_maxHgrasslayer,-0.017571247275647295
maxpeakh_plot,-0.020018669769394926
mean_CD_Ggrasslayer,-0.022339215462430673
cv_cscore,-0.025025794573584115
mean_sdHgrasslayer,-0.031496299697399976
sd_sdH_vegtype_tree,-0.03217288255393136
sd_sdH_vegtype_shrub,-0.03259996338811977
Cover0p0m_plot,-0.03573353468668117
meanpeakh_plot,-0.036498640107481606
sd_cvH_vegtype_grass,-0.04149295236952444
mean_ptoh,-0.041687996548315454
cv_herbh,-0.04177067863412809
stdpeakh_plot,-0.043835715284243015
VDRpeak_plot,-0.07576722196474606
cv_CD_Ggrasslayer,-0.0764528179057784
cv_maxpeakh,-0.07736550505142326
cv_CD_G,-0.07899021255586192
cv_meanpeakh,-0.08844105805508562
sd_cvH_vegtype_tree,-0.0932912218410169
herbh_plot,-0.1004778738649783
cv_FHD,-0.10963841582112543
cv_ptoh,-0.12081497705485322
cvpeakh_plot,-0.12137418956031709
nlayers_plot,-0.14367682478556265
