,logRichness
mean_CD_Ggrasslayer,0.7537660453739583
mean_PAI_G,0.707506149572575
herbh_plot,0.6902960518252798
mean_maxHgrasslayer,0.6617158461980654
sd_PAI_AboveG,0.6579916189111643
cv_CD_AboveG,0.6326428737560637
mean_herbh,0.6226032555053987
horzcover_grass,0.6196215662073
sd_FHD,0.6135646535555087
horzcover_ground,0.598618086961046
X50thPerc_plot,0.5983849134423168
sd_cvH_vegtype_woody,0.5983542409167552
mean_sdH_vegtype_grass,0.5875136271347665
Cover0p25m_plot,0.5830134883208582
sd_cscore,0.5611832151752062
sd_herbh,0.5598193818851368
mean_VDRpeak,0.5509505188339279
X75thPerc_plot,0.5462826120853409
mean_PAI_AboveG,0.5374044493558942
cv_CD_Ggrasslayer,0.533857662264449
mean_sdH_vegtype_shrub,0.5320801716670841
sd_cvH_vegtype_grass,0.5158778018746166
mean_sdHgrasslayer,0.5150551377879719
horzcover_woody,0.5076610086120126
sd_cvpeakh,0.5049775435772497
mean_CD_AboveG,0.5030168062788289
propMultiLayer,0.501756746493393
cv_gapsize,0.5008922703024663
cv_cvpeakh,0.5000312961672786
sd_CD_Ggrasslayer,0.4979914020113296
cv_VDRpeak,0.4963914714708544
mean_stdpeakh,0.49481179201127173
cv_CD_G,0.48561712502892995
cvpeakh_plot,0.47962828331943125
sd_VDRpeak,0.4789354777985028
cv_stdpeakh,0.4741400403498762
mean_gapsize,0.4666558805073324
mean_maxpeakh,0.45125028978588927
sd_CD_AboveGgrasslayer,0.4504260000789007
mean_nlayers,0.44815227701021637
mean_cvpeakh,0.4463752214513805
mean_cvH_tree,0.4461695795349261
mean_maxH,0.4429355484082105
horzcover_shrub,0.4346926567045325
mean_cvH_vegtype_woody,0.4343283865226616
mean_CD_AboveGgrasslayer,0.4279933415472586
meanH_plot,0.42788889151673953
cv_FHD,0.408514181649685
mean_ptoh,0.4084916432877457
Cover0p5m_plot,0.4073276902864256
mean_meanpeakh,0.39848461710520455
sd_ptoh,0.3984591228621226
X,0.39332989442552246
sd_maxH,0.38739784124410215
sd_cvH_vegtype_tree,0.38255513020583554
sd_cvH_vegtype_shrub,0.379271754308874
sd_cvHgrasslayer,0.3732949983173026
cv_cscore,0.3728463568069218
horzcover_tree,0.3692999378074643
mean_cvHgrasslayer,0.3584841258286862
sd_nlayers,0.35756437275963776
sd_maxpeakh,0.333351640995627
sd_meanpeakh,0.3320854004598844
X25thPerc_plot,0.3252827565506955
cv_CD_AboveGgrasslayer,0.3129457467306422
cv_nlayers,0.30552967256069896
mean_FHD,0.3035351112756968
sd_stdpeakh,0.3030742828339788
Cover0p0m_plot,0.2995847316521809
sd_gapsize,0.29754853977663537
cv_maxpeakh,0.29305786226796876
sd_PAI_G,0.28671980846518635
VDR_plot,0.28180288250504704
sd_sdH_vegtype_grass,0.279995708327981
sd_sdH_vegtype_tree,0.2772037551567867
mean_cvH_vegtype_grass,0.27128435756044317
cscore_plot,0.26890608986759973
Cover0p05m_plot,0.26565401882934764
mean_sdH,0.2325320258270787
FHD_plot,0.23102222270837494
Y,0.22670277296176952
Cover1p5m_plot,0.21616366143106444
sd_sdH,0.21112799419253553
cv_maxHgrasslayer,0.20338190597927452
sd_CD_G,0.1814526201182164
sd_cvH,0.18053229184704897
cv_VDR,0.15492183375349142
maxpeakh_plot,0.14996248619974656
nlayers_plot,0.09192462294185358
stdH_plot,-0.00011116225265173085
sd_sdH_vegtype_woody,-0.000811516187474659
mean_VDR,-0.004721242714464502
mean_CD_G,-0.01180281252260773
mean_cvH,-0.019188815435933648
cv_herbh,-0.025258169434862587
X100thPerc_plot,-0.030761843875172445
mean_cscore,-0.03366749861734508
cv_ptoh,-0.041824525817057534
X98thPerc_plot,-0.05466135342220735
sd_VDR,-0.06803106104648649
gapsize_plot,-0.07007794500638997
sd_sdH_vegtype_shrub,-0.07650401834351861
sd_CD_AboveG,-0.08257848674719259
cv_meanpeakh,-0.09083763943568002
meanpeakh_plot,-0.09256433846504564
stdpeakh_plot,-0.09504208908294043
VDRpeak_plot,-0.11656704490104897
ptoh_plot,-0.12804807108986704
mean_sdH_vegtype_tree,-0.1420263319862478
sd_sdHgrasslayer,-0.15164904350311215
sd_maxHgrasslayer,-0.15391886870882576
mean_cvH_vegtype_shrub,-0.1805027939293602
cv_maxH,-0.2078577207760679
mean_sdH_vegtype_woody,-0.218951043805097
