,Richness
cv_gapsize,0.6933218147405118
mean_CD_AboveGgrasslayer,0.6867732961522792
cv_stdpeakh,0.6813558717681516
cv_cvpeakh,0.6658690912801067
cv_maxH,0.6552639607622381
cv_CD_AboveG,0.6479755139281004
cv_VDRpeak,0.6420107171758677
sd_VDRpeak,0.634550123030852
propMultiLayer,0.6045537328003535
cv_maxpeakh,0.6002021815187338
meanpeakh_plot,0.5926470368739447
mean_VDRpeak,0.5836955947077647
mean_cvpeakh,0.5708211943578817
horzcover_woody,0.5706249957636812
mean_PAI_AboveG,0.5696560813786897
mean_maxH,0.5630395861463459
mean_maxpeakh,0.5512302632650212
mean_nlayers,0.5498256268760651
Cover0p25m_plot,0.5447960642632593
mean_sdH,0.5444328724403307
mean_CD_AboveG,0.5404012691257589
sd_sdH_vegtype_shrub,0.5399347514818594
mean_gapsize,0.5398938059136245
horzcover_tree,0.5368161766435988
sd_cvH,0.5354974289942586
horzcover_grass,0.5297295575801572
sd_nlayers,0.5285794705775536
mean_cscore,0.5216910926591072
mean_stdpeakh,0.5136874456781726
mean_cvH,0.5126309779981939
maxpeakh_plot,0.5123354174702062
sd_FHD,0.5114509844288355
sd_cvH_vegtype_shrub,0.509356999371126
mean_sdHgrasslayer,0.5030049018091621
mean_ptoh,0.5020544563472935
stdpeakh_plot,0.4985791167697458
herbh_plot,0.4980194755757183
sd_herbh,0.4915483155348053
cv_CD_AboveGgrasslayer,0.490564957863695
mean_cvHgrasslayer,0.4899037307772825
mean_meanpeakh,0.47895308412195614
sd_PAI_AboveG,0.4785210323115169
X75thPerc_plot,0.4779984380364818
sd_sdH_vegtype_grass,0.47648347629635074
gapsize_plot,0.4738860429011309
horzcover_shrub,0.467212050153528
cv_nlayers,0.4616164316555972
mean_FHD,0.4440387764867618
cscore_plot,0.44394381966520624
mean_maxHgrasslayer,0.44365194110473444
Cover0p5m_plot,0.43166461641894993
sd_cscore,0.4315401993432009
sd_maxpeakh,0.42991127373803395
cv_meanpeakh,0.4278779690565568
mean_sdH_vegtype_grass,0.42436945677213317
sd_maxH,0.42315181061062423
sd_CD_AboveGgrasslayer,0.422715105003665
sd_meanpeakh,0.41484933844155625
X100thPerc_plot,0.410739195489817
sd_VDR,0.4062727270351082
sd_stdpeakh,0.404550929327092
meanH_plot,0.40249933358701917
sd_sdH_vegtype_woody,0.39377040420247345
mean_herbh,0.390569486350074
Cover0p0m_plot,0.3902129831516494
sd_cvHgrasslayer,0.38087056799067764
sd_maxHgrasslayer,0.3790589525694268
X50thPerc_plot,0.3725320549902312
sd_gapsize,0.36541699129267036
X,0.34082003020317414
cv_ptoh,0.33976959384288014
sd_cvpeakh,0.3385065029421648
sd_CD_G,0.32896471413553385
sd_sdHgrasslayer,0.31987766488329955
ptoh_plot,0.317925223263017
mean_cvH_tree,0.3151973242013115
sd_cvH_vegtype_tree,0.31080744068461114
FHD_plot,0.3019282199982405
mean_sdH_vegtype_tree,0.29503725210358256
Cover1p5m_plot,0.2898837619614138
sd_PAI_G,0.26578230341740916
X98thPerc_plot,0.2530092691833924
Y,0.24415608070549133
cv_VDR,0.24316491439463292
mean_PAI_G,0.22758404203202895
cv_herbh,0.22382150449019467
stdH_plot,0.2099300740872891
mean_VDR,0.20497454793379388
sd_cvH_vegtype_woody,0.20125496486817804
X25thPerc_plot,0.18369038837780077
sd_CD_AboveG,0.15947055338529606
mean_cvH_vegtype_grass,0.0901631902041879
sd_cvH_vegtype_grass,0.08421941179474374
cv_cscore,-0.006407320799097782
mean_sdH_vegtype_woody,-0.008528651940165943
nlayers_plot,-0.008617987774455216
VDRpeak_plot,-0.011450223768203038
mean_CD_Ggrasslayer,-0.011953177311158747
sd_CD_Ggrasslayer,-0.015254415458199055
sd_sdH_vegtype_tree,-0.024165770994875047
sd_ptoh,-0.02978829700837604
cv_CD_Ggrasslayer,-0.03024300374366007
mean_sdH_vegtype_shrub,-0.03087710500748564
cv_maxHgrasslayer,-0.03438291890623635
sd_sdH,-0.037899270044702504
VDR_plot,-0.049837546771774655
mean_CD_G,-0.05037899449046268
Cover0p05m_plot,-0.05161770259959564
horzcover_ground,-0.05811641975580173
cv_CD_G,-0.06673081095262301
cvpeakh_plot,-0.06876350159164168
mean_cvH_vegtype_shrub,-0.07528022396729828
cv_FHD,-0.12184558997499373
mean_cvH_vegtype_woody,-0.16599320789985406
