,Simpson
X100thPerc_plot,0.6847185646945074
gapsize_plot,0.6505757831721496
cscore_plot,0.6473292938941688
mean_sdH_vegtype_shrub,0.6260640991008197
sd_stdpeakh,0.6217998277533738
stdpeakh_plot,0.6211881364503926
sd_meanpeakh,0.6047071411603158
sd_maxH,0.5934287436311214
X75thPerc_plot,0.5906944704258609
sd_FHD,0.5894701743201992
mean_PAI_AboveG,0.5894324450281008
sd_gapsize,0.5889302682374343
mean_CD_AboveGgrasslayer,0.5860016832944442
ptoh_plot,0.5853676295294445
sd_maxpeakh,0.558342368609742
sd_sdH,0.5563402214914123
sd_VDRpeak,0.5487305379535913
sd_cvHgrasslayer,0.5445873688303132
sd_cvpeakh,0.5260936336471268
cv_maxpeakh,0.5189407772992746
sd_sdH_vegtype_shrub,0.5176070772445177
cv_meanpeakh,0.5157687194117134
maxpeakh_plot,0.513420835226595
FHD_plot,0.4995709364568101
sd_CD_G,0.49919632091595917
cv_VDRpeak,0.4989364939192486
sd_cscore,0.49358199356634475
cv_cvpeakh,0.4909202201801681
sd_nlayers,0.4882468486775546
mean_VDRpeak,0.48141842518515837
mean_cvH_vegtype_grass,0.47033361137591556
horzcover_shrub,0.46808653235448827
mean_maxpeakh,0.46216364739092863
cv_CD_G,0.45883677405882783
mean_sdHgrasslayer,0.4563590038532345
mean_gapsize,0.4543261254961785
cv_stdpeakh,0.451917102880715
cv_gapsize,0.4495580069961684
mean_nlayers,0.44804383831175737
sd_CD_AboveGgrasslayer,0.44558266033216104
mean_sdH,0.4338319125737004
meanpeakh_plot,0.43272433541408023
mean_cvHgrasslayer,0.429978428883304
sd_sdH_vegtype_tree,0.42865804444899847
sd_PAI_AboveG,0.4278606024408925
propMultiLayer,0.4268893217627058
horzcover_woody,0.41953813718411836
cvpeakh_plot,0.41908754144632976
mean_stdpeakh,0.41125783458988574
Cover1p5m_plot,0.41031006503448036
mean_maxHgrasslayer,0.41029963415367415
mean_meanpeakh,0.4050523582782879
mean_cvpeakh,0.40397944516868894
sd_cvH,0.39943871429821665
cv_herbh,0.395942908160122
mean_maxH,0.39404200453542115
Cover0p05m_plot,0.3896961027752272
meanH_plot,0.38777071318727235
sd_PAI_G,0.3716115390887165
sd_CD_AboveG,0.37148844682838184
mean_CD_G,0.3695128554051262
mean_cscore,0.3580940220125647
cv_CD_AboveG,0.3564013728542088
X98thPerc_plot,0.35020331007412153
mean_ptoh,0.3499611221067971
sd_herbh,0.3487452036610501
stdH_plot,0.3303880013660039
Y,0.3273546943075451
horzcover_tree,0.3228821756629722
cv_maxH,0.3173260951090295
cv_maxHgrasslayer,0.3133464206815201
mean_cvH,0.2977499606223064
cv_CD_AboveGgrasslayer,0.29488294284827166
sd_CD_Ggrasslayer,0.27980429567244813
sd_cvH_vegtype_grass,0.2753395290340609
X,0.2726892990572102
Cover0p5m_plot,0.26863094628439854
herbh_plot,0.26471386368594874
mean_CD_AboveG,0.24438679462218896
mean_sdH_vegtype_tree,0.24123081529147092
cv_FHD,0.2255104987094382
mean_CD_Ggrasslayer,0.2161690693988215
cv_VDR,0.21612062890608075
mean_cvH_vegtype_woody,0.214473281768378
sd_sdH_vegtype_woody,0.19733966577033757
mean_herbh,0.16755975482773272
sd_VDR,0.16370067625871598
Cover0p0m_plot,0.16217134092479646
mean_FHD,0.13587070522835307
mean_PAI_G,0.1332476154606759
cv_nlayers,0.12818509884672102
Cover0p25m_plot,0.12656756325531088
cv_cscore,0.10249321182804008
X25thPerc_plot,0.09597547040043833
sd_maxHgrasslayer,-0.005608676108122879
sd_sdH_vegtype_grass,-0.005962908225384922
cv_CD_Ggrasslayer,-0.007276749669464344
cv_ptoh,-0.007791159672953185
sd_cvH_vegtype_tree,-0.008207273891322586
nlayers_plot,-0.015085396968203213
sd_sdHgrasslayer,-0.017674374131432913
sd_ptoh,-0.018399444932028608
sd_cvH_vegtype_woody,-0.02163302662879385
mean_sdH_vegtype_woody,-0.02333347103542316
horzcover_ground,-0.024241763824334406
mean_cvH_vegtype_shrub,-0.026302813756051258
X50thPerc_plot,-0.029286921868424187
VDR_plot,-0.03602602331411031
VDRpeak_plot,-0.0373820851693738
sd_cvH_vegtype_shrub,-0.04035718665198473
mean_VDR,-0.04343782204382585
mean_sdH_vegtype_grass,-0.04517372943758868
mean_cvH_tree,-0.04577889181032191
horzcover_grass,-0.10256401083694744
